S/N,Project Name,Street Name,Type,Postal District,Market Segment,Tenure,Type of Sale,No. of Units,Price ($),Nett Price ($),Area (Sqft),Type of Area,Floor Level,Unit Price ($psf),Date of Sale
1863,MONTEREY PARK CONDOMINIUM,WEST COAST RISE,Condominium,5,OCR,999 yrs lease commencing from 1885,Resale,1,1600000,-,1378,Strata,11 to 15,1161,Dec-20
1864,MARINA BAY RESIDENCES,MARINA BOULEVARD,Condominium,1,CCR,99 yrs lease commencing from 2005,Resale,1,1400000,-,710,Strata,11 to 15,1971,Dec-20
1865,THE PARC CONDOMINIUM,WEST COAST WALK,Condominium,5,OCR,Freehold,Resale,1,1580000,-,1216,Strata,16 to 20,1299,Dec-20
1866,THE OCEANFRONT @ SENTOSA COVE,OCEAN DRIVE,Condominium,4,CCR,99 yrs lease commencing from 2005,Resale,1,4100000,-,2077,Strata,11 to 15,1974,Dec-20
1867,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,3250000,-,1851,Strata,01 to 05,1755,Dec-20
1868,CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 yrs lease commencing from 1999,Resale,1,2170000,-,1356,Strata,06 to 10,1600,Dec-20
1869,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,Resale,1,1600000,-,1184,Strata,21 to 25,1351,Dec-20
1870,BLUE HORIZON,WEST COAST CRESCENT,Condominium,5,OCR,99 yrs lease commencing from 2000,Resale,1,1208888,-,1152,Strata,16 to 20,1050,Dec-20
1871,ECHELON,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,2500000,-,1313,Strata,36 to 40,1904,Dec-20
1872,VARSITY PARK CONDOMINIUM,WEST COAST ROAD,Condominium,5,OCR,99 yrs lease commencing from 2004,Resale,1,1570000,-,1302,Strata,01 to 05,1205,Dec-20
1873,ONE SHENTON,SHENTON WAY,Apartment,1,CCR,99 yrs lease commencing from 2005,Resale,1,1583550,-,1173,Strata,06 to 10,1350,Dec-20
1874,SPOTTISWOODE 18,SPOTTISWOODE PARK ROAD,Apartment,2,RCR,Freehold,Resale,1,1350800,-,635,Strata,11 to 15,2127,Dec-20
1875,ONE SHENTON,SHENTON WAY,Apartment,1,CCR,99 yrs lease commencing from 2005,Resale,1,1553500,-,1195,Strata,11 to 15,1300,Dec-20
1876,THE SAIL @ MARINA BAY,MARINA BOULEVARD,Apartment,1,CCR,99 yrs lease commencing from 2002,Resale,1,1388888,-,689,Strata,26 to 30,2016,Dec-20
1877,TWIN REGENCY,KIM TIAN ROAD,Condominium,3,RCR,Freehold,Resale,1,3000000,-,1776,Strata,01 to 05,1689,Dec-20
1878,REGENT PARK,JALAN LEMPENG,Condominium,5,OCR,99 yrs lease commencing from 1993,Resale,1,938000,-,958,Strata,01 to 05,979,Dec-20
1879,THE METROPOLITAN CONDOMINIUM,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2006,Resale,1,1700000,-,1076,Strata,41 to 45,1579,Dec-20
1880,SEAHILL,WEST COAST CRESCENT,Condominium,5,OCR,99 yrs lease commencing from 2011,Resale,1,702000,-,495,Strata,06 to 10,1418,Dec-20
1881,BOTANNIA,WEST COAST PARK,Condominium,5,OCR,956 yrs lease commencing from 1928,Resale,1,2080000,-,1604,Strata,01 to 05,1297,Dec-20
1882,CARABELLE,WEST COAST WAY,Condominium,5,OCR,956 yrs lease commencing from 1928,Resale,1,1739888,-,1292,Strata,11 to 15,1347,Dec-20
1883,BOTANNIA,WEST COAST PARK,Condominium,5,OCR,956 yrs lease commencing from 1928,Resale,1,1520000,-,1270,Strata,01 to 05,1197,Dec-20
1884,THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,3338000,-,1625,Strata,01 to 05,2054,Dec-20
1885,SEASCAPE,COVE WAY,Condominium,4,CCR,99 yrs lease commencing from 2007,Resale,1,4510500,-,2164,Strata,01 to 05,2085,Dec-20
1886,BOTANNIA,WEST COAST PARK,Condominium,5,OCR,956 yrs lease commencing from 1928,Resale,1,1580000,-,1259,Strata,01 to 05,1255,Dec-20
1887,CRYSTAL HEIGHTS,PASIR PANJANG HILL,Apartment,5,RCR,Freehold,Resale,1,1340000,-,1109,Strata,01 to 05,1209,Dec-20
1888,SPOTTISWOODE 18,SPOTTISWOODE PARK ROAD,Apartment,2,RCR,Freehold,Resale,1,840000,-,388,Strata,16 to 20,2168,Dec-20
1889,MARINA ONE RESIDENCES,MARINA WAY,Apartment,1,CCR,99 yrs lease commencing from 2011,Resale,1,1620000,-,732,Strata,16 to 20,2213,Dec-20
1890,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,Resale,1,1550000,-,1152,Strata,16 to 20,1346,Dec-20
1891,THE FOLIAGE,PASIR PANJANG ROAD,Condominium,5,RCR,Freehold,Resale,1,1320000,-,1130,Strata,01 to 05,1168,Dec-20
1892,MENDON SPRING,PASIR PANJANG ROAD,Apartment,5,RCR,Freehold,Resale,1,1030000,-,1055,Strata,01 to 05,976,Dec-20
1893,THE SAIL @ MARINA BAY,MARINA BOULEVARD,Apartment,1,CCR,99 yrs lease commencing from 2002,Resale,1,2000000,-,936,Strata,51 to 55,2136,Dec-20
1894,THE INTERLACE,DEPOT ROAD,Condominium,4,RCR,99 yrs lease commencing from 2009,Resale,1,1220000,-,807,Strata,06 to 10,1511,Dec-20
1895,TANGLIN VIEW,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 1997,Resale,1,1530000,-,1152,Strata,06 to 10,1328,Dec-20
1896,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,Resale,1,895000,-,603,Strata,26 to 30,1485,Dec-20
1897,THE METROPOLITAN CONDOMINIUM,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2006,Resale,1,1798888,-,1399,Strata,06 to 10,1286,Dec-20
1898,V ON SHENTON,SHENTON WAY,Apartment,1,CCR,99 yrs lease commencing from 2011,Resale,1,1088000,-,506,Strata,36 to 40,2151,Dec-20
1899,THE INFINITI,WEST COAST PARK,Condominium,5,OCR,Freehold,Resale,1,1200000,-,1270,Strata,01 to 05,945,Dec-20
1900,THE TRILINQ,JALAN LEMPENG,Condominium,5,OCR,99 yrs lease commencing from 2012,Resale,1,1370000,-,936,Strata,06 to 10,1463,Dec-20
1901,ONE SHENTON,SHENTON WAY,Apartment,1,CCR,99 yrs lease commencing from 2005,Resale,1,1560000,-,915,Strata,06 to 10,1705,Nov-20
1902,THE COAST AT SENTOSA COVE,OCEAN DRIVE,Condominium,4,CCR,99 yrs lease commencing from 2006,Resale,1,4430000,-,3477,Strata,06 to 10,1274,Nov-20
1903,PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,Resale,1,900000,-,506,Strata,11 to 15,1779,Nov-20
1904,THE INTERLACE,DEPOT ROAD,Condominium,4,RCR,99 yrs lease commencing from 2009,Resale,1,1463000,-,1055,Strata,16 to 20,1387,Nov-20
1905,COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,Resale,1,1330000,-,700,Strata,36 to 40,1901,Nov-20
1906,WEST BAY CONDOMINIUM,WEST COAST CRESCENT,Condominium,5,OCR,99 yrs lease commencing from 1991,Resale,1,1145000,-,1442,Strata,01 to 05,794,Nov-20
1907,KENTVIEW PARK,PASIR PANJANG HILL,Condominium,5,RCR,Freehold,Resale,1,1230000,-,1195,Strata,01 to 05,1029,Nov-20
1908,THE INTERLACE,DEPOT ROAD,Condominium,4,RCR,99 yrs lease commencing from 2009,Resale,1,1680000,-,1259,Strata,06 to 10,1334,Nov-20
1909,HERITAGE VIEW,DOVER RISE,Condominium,5,RCR,99 yrs lease commencing from 1996,Resale,1,1410000,-,1163,Strata,16 to 20,1213,Nov-20
1910,ALTEZ,ENGGOR STREET,Apartment,2,CCR,99 yrs lease commencing from 2008,Resale,1,1145000,-,549,Strata,11 to 15,2086,Nov-20
1911,ECHELON,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,6750000,-,4069,Strata,41 to 45,1659,Nov-20
1912,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,2630000,-,1722,Strata,01 to 05,1527,Nov-20
1913,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,3100000,-,1851,Strata,01 to 05,1674,Nov-20
1914,ECHELON,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,1385000,-,732,Strata,11 to 15,1892,Nov-20
1915,MARINA ONE RESIDENCES,MARINA WAY,Apartment,1,CCR,99 yrs lease commencing from 2011,Resale,1,1812086,-,775,Strata,26 to 30,2338,Nov-20
1916,VARSITY PARK CONDOMINIUM,WEST COAST ROAD,Condominium,5,OCR,99 yrs lease commencing from 2004,Resale,1,1260000,-,1055,Strata,01 to 05,1194,Nov-20
1917,ASCENTIA SKY,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2008,Resale,1,1535000,-,1012,Strata,26 to 30,1517,Nov-20
1918,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,Resale,1,960000,-,710,Strata,06 to 10,1351,Nov-20
1919,THE SAIL @ MARINA BAY,MARINA BOULEVARD,Apartment,1,CCR,99 yrs lease commencing from 2002,Resale,1,2200000,-,1184,Strata,46 to 50,1858,Nov-20
1920,CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 yrs lease commencing from 1999,Resale,1,1850000,-,1227,Strata,01 to 05,1508,Nov-20
1921,THE SAIL @ MARINA BAY,MARINA BOULEVARD,Apartment,1,CCR,99 yrs lease commencing from 2002,Resale,1,1323888,-,689,Strata,11 to 15,1922,Nov-20
1922,WATERFRONT @ FABER,FABER WALK,Apartment,5,OCR,99 yrs lease commencing from 2013,Resale,1,1380000,-,1066,Strata,01 to 05,1295,Nov-20
1923,ECHELON,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,2720000,-,1475,Strata,36 to 40,1844,Nov-20
1924,CORALS AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 yrs lease commencing from 2007,Resale,1,6900000,-,2659,Strata,01 to 05,2595,Nov-20
1925,SEAHILL,WEST COAST CRESCENT,Condominium,5,OCR,99 yrs lease commencing from 2011,Resale,1,703888,-,495,Strata,01 to 05,1422,Nov-20
1926,WEST BAY CONDOMINIUM,WEST COAST CRESCENT,Condominium,5,OCR,99 yrs lease commencing from 1991,Resale,1,810000,-,893,Strata,01 to 05,907,Nov-20
1927,THE OCEANFRONT @ SENTOSA COVE,OCEAN DRIVE,Condominium,4,CCR,99 yrs lease commencing from 2005,Resale,1,5660000,-,3025,Strata,06 to 10,1871,Nov-20
1928,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,Resale,1,1220000,-,904,Strata,26 to 30,1349,Nov-20
1929,REGENCY SUITES,KIM TIAN ROAD,Apartment,3,RCR,Freehold,Resale,1,2670000,-,1421,Strata,21 to 25,1879,Nov-20
1930,MURANO,PASIR PANJANG ROAD,Apartment,5,RCR,Freehold,Resale,1,1043000,-,861,Strata,01 to 05,1211,Nov-20
1931,DOVER PARKVIEW,DOVER RISE,Condominium,5,RCR,99 yrs lease commencing from 1993,Resale,1,950000,-,936,Strata,06 to 10,1014,Nov-20
1932,THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,2180000,-,1184,Strata,01 to 05,1841,Nov-20
1933,WEST BAY CONDOMINIUM,WEST COAST CRESCENT,Condominium,5,OCR,99 yrs lease commencing from 1991,Resale,1,927000,-,1141,Strata,01 to 05,812,Nov-20
1934,ALESSANDREA,ALEXANDRA ROAD,Apartment,3,RCR,Freehold,Resale,1,1620000,-,1098,Strata,16 to 20,1476,Nov-20
1935,PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,Resale,1,908000,-,484,Strata,16 to 20,1875,Nov-20
1936,THE SORRENTO,WEST COAST ROAD,Condominium,5,OCR,Freehold,Resale,1,750000,-,452,Strata,01 to 05,1659,Nov-20
1937,ALEX RESIDENCES,ALEXANDRA VIEW,Apartment,3,RCR,99 yrs lease commencing from 2013,Resale,1,1800000,-,1023,Strata,16 to 20,1760,Nov-20
1938,ONZE @ TANJONG PAGAR,KEE SENG STREET,Apartment,2,RCR,Freehold,Resale,1,2460000,-,1044,Strata,11 to 15,2356,Nov-20
1939,THE STELLAR,WEST COAST ROAD,Condominium,5,OCR,Freehold,Resale,1,1850000,-,1356,Strata,01 to 05,1364,Nov-20
1940,ONE-NORTH RESIDENCES,ONE-NORTH GATEWAY,Apartment,5,RCR,99 yrs lease commencing from 2005,Resale,1,851000,-,592,Strata,06 to 10,1437,Nov-20
1941,SEAHILL,WEST COAST CRESCENT,Condominium,5,OCR,99 yrs lease commencing from 2011,Resale,1,1120000,-,861,Strata,11 to 15,1301,Nov-20
1942,THE ROCHESTER RESIDENCES,ROCHESTER DRIVE,Apartment,5,RCR,99 yrs lease commencing from 2005,Resale,1,1220000,-,872,Strata,26 to 30,1399,Nov-20
1943,HERITAGE VIEW,DOVER RISE,Condominium,5,RCR,99 yrs lease commencing from 1996,Resale,1,1180000,-,969,Strata,11 to 15,1218,Nov-20
1944,MARINA ONE RESIDENCES,MARINA WAY,Apartment,1,CCR,99 yrs lease commencing from 2011,Resale,1,2869376,-,1163,Strata,26 to 30,2468,Nov-20
1945,CLEMENTIWOODS CONDOMINIUM,WEST COAST ROAD,Condominium,5,OCR,99 yrs lease commencing from 2006,Resale,1,1240000,-,1055,Strata,01 to 05,1175,Nov-20
1946,ALEXIS,ALEXANDRA ROAD,Apartment,3,RCR,Freehold,Resale,1,980000,-,829,Strata,06 to 10,1182,Nov-20
1947,BOTANNIA,WEST COAST PARK,Condominium,5,OCR,956 yrs lease commencing from 1928,Resale,1,2950000,-,3455,Strata,01 to 05,854,Nov-20
1948,FABER CREST,FABER HEIGHTS,Condominium,5,OCR,99 yrs lease commencing from 1996,Resale,1,1660000,-,1744,Strata,01 to 05,952,Nov-20
1949,THE METROPOLITAN CONDOMINIUM,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2006,Resale,1,1200000,-,840,Strata,11 to 15,1429,Nov-20
1950,ONE SHENTON,SHENTON WAY,Apartment,1,CCR,99 yrs lease commencing from 2005,Resale,1,1020000,-,603,Strata,16 to 20,1692,Nov-20
1951,EMERALD PARK,INDUS ROAD,Condominium,3,RCR,99 yrs lease commencing from 1991,Resale,1,1430000,-,1173,Strata,06 to 10,1219,Nov-20
1952,SEAHILL,WEST COAST CRESCENT,Condominium,5,OCR,99 yrs lease commencing from 2011,Resale,1,1130000,-,861,Strata,16 to 20,1312,Nov-20
1953,HUNDRED TREES,WEST COAST DRIVE,Condominium,5,OCR,956 yrs lease commencing from 1928,Resale,1,1818000,-,1302,Strata,01 to 05,1396,Nov-20
1954,BLUE HORIZON,WEST COAST CRESCENT,Condominium,5,OCR,99 yrs lease commencing from 2000,Resale,1,1350000,-,1356,Strata,01 to 05,995,Nov-20
1955,THE ROCHESTER RESIDENCES,ROCHESTER DRIVE,Apartment,5,RCR,99 yrs lease commencing from 2005,Resale,1,2060000,-,1679,Strata,21 to 25,1227,Nov-20
1956,THE COAST AT SENTOSA COVE,OCEAN DRIVE,Condominium,4,CCR,99 yrs lease commencing from 2006,Resale,1,3550000,-,2336,Strata,01 to 05,1520,Nov-20
1957,CARABELLE,WEST COAST WAY,Condominium,5,OCR,956 yrs lease commencing from 1928,Resale,1,1168000,-,883,Strata,11 to 15,1323,Nov-20
1958,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,2500000,-,1561,Strata,01 to 05,1602,Nov-20
1959,BLUE HORIZON,WEST COAST CRESCENT,Condominium,5,OCR,99 yrs lease commencing from 2000,Resale,1,1288000,-,1163,Strata,16 to 20,1108,Nov-20
1960,CLEMENTIWOODS CONDOMINIUM,WEST COAST ROAD,Condominium,5,OCR,99 yrs lease commencing from 2006,Resale,1,2550000,-,2669,Strata,01 to 05,955,Nov-20
1961,THE SAIL @ MARINA BAY,MARINA BOULEVARD,Apartment,1,CCR,99 yrs lease commencing from 2002,Resale,1,1100000,-,678,Strata,11 to 15,1622,Nov-20
1962,ONE SHENTON,SHENTON WAY,Apartment,1,CCR,99 yrs lease commencing from 2005,Resale,1,1620000,-,915,Strata,36 to 40,1771,Nov-20
1963,ICON,GOPENG STREET,Apartment,2,CCR,99 yrs lease commencing from 2002,Resale,1,1840000,-,1119,Strata,41 to 45,1644,Nov-20
1964,MARINA ONE RESIDENCES,MARINA WAY,Apartment,1,CCR,99 yrs lease commencing from 2011,Resale,1,1756389,-,753,Strata,26 to 30,2331,Nov-20
1965,BLUE HORIZON,WEST COAST CRESCENT,Condominium,5,OCR,99 yrs lease commencing from 2000,Resale,1,1350000,-,1356,Strata,01 to 05,995,Nov-20
1966,THE PEAK@BALMEG,BALMEG HILL,Condominium,5,RCR,Freehold,Resale,1,3480000,-,2637,Strata,01 to 05,1320,Nov-20
1967,HUNDRED TREES,WEST COAST DRIVE,Condominium,5,OCR,956 yrs lease commencing from 1928,Resale,1,1203800,-,915,Strata,11 to 15,1316,Nov-20
1968,RIVER PLACE,HAVELOCK ROAD,Condominium,3,RCR,99 yrs lease commencing from 1995,Resale,1,951000,-,743,Strata,06 to 10,1280,Nov-20
1969,CORALS AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 yrs lease commencing from 2007,Resale,1,1550000,-,861,Strata,01 to 05,1800,Nov-20
1970,THE VISION,WEST COAST CRESCENT,Condominium,5,OCR,99 yrs lease commencing from 2008,Resale,1,1250000,-,904,Strata,26 to 30,1382,Nov-20
1971,ALEX RESIDENCES,ALEXANDRA VIEW,Apartment,3,RCR,99 yrs lease commencing from 2013,Resale,1,1710000,-,904,Strata,26 to 30,1891,Nov-20
1972,COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,Resale,1,1320000,-,689,Strata,26 to 30,1916,Nov-20
1973,THE METROPOLITAN CONDOMINIUM,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2006,Resale,1,1930000,-,1421,Strata,06 to 10,1358,Nov-20
1974,TERESA VILLE,LOWER DELTA ROAD,Condominium,4,RCR,Freehold,Resale,1,1700000,-,1356,Strata,06 to 10,1253,Nov-20
1975,MONTEREY PARK CONDOMINIUM,WEST COAST RISE,Condominium,5,OCR,999 yrs lease commencing from 1885,Resale,1,1480000,-,1259,Strata,01 to 05,1175,Nov-20
1976,PEOPLE'S PARK COMPLEX,PARK ROAD,Apartment,1,RCR,99 yrs lease commencing from 1968,Resale,1,1138000,-,1604,Strata,16 to 20,710,Nov-20
1977,COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,Resale,1,820000,-,474,Strata,01 to 05,1731,Nov-20
1978,THE ANCHORAGE,ALEXANDRA ROAD,Condominium,3,RCR,Freehold,Resale,1,2100000,-,1507,Strata,11 to 15,1394,Nov-20
1979,PARC IMPERIAL,PASIR PANJANG ROAD,Condominium,5,RCR,Freehold,Resale,1,678000,-,420,Strata,01 to 05,1615,Nov-20
1980,ONE-NORTH RESIDENCES,ONE-NORTH GATEWAY,Apartment,5,RCR,99 yrs lease commencing from 2005,Resale,1,900000,-,592,Strata,11 to 15,1520,Nov-20
1981,DOVER PARKVIEW,DOVER RISE,Condominium,5,RCR,99 yrs lease commencing from 1993,Resale,1,1029000,-,936,Strata,11 to 15,1099,Nov-20
1982,BOTANNIA,WEST COAST PARK,Condominium,5,OCR,956 yrs lease commencing from 1928,Resale,1,1540000,-,1206,Strata,01 to 05,1277,Nov-20
1983,EMERALD PARK,INDUS ROAD,Condominium,3,RCR,99 yrs lease commencing from 1991,Resale,1,1080000,-,926,Strata,11 to 15,1167,Nov-20
1984,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,2535610,-,1668,Strata,01 to 05,1520,Nov-20
1985,ALEXIS,ALEXANDRA ROAD,Apartment,3,RCR,Freehold,Resale,1,995000,-,657,Strata,01 to 05,1515,Nov-20
1986,ALEXIS,ALEXANDRA ROAD,Apartment,3,RCR,Freehold,Resale,1,1150000,-,786,Strata,01 to 05,1464,Nov-20
1987,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,2750000,-,1625,Strata,01 to 05,1692,Nov-20
1988,PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,Resale,1,1620000,-,861,Strata,16 to 20,1881,Nov-20
1989,THE INTERLACE,DEPOT ROAD,Condominium,4,RCR,99 yrs lease commencing from 2009,Resale,1,1445000,-,1044,Strata,11 to 15,1384,Nov-20
1990,MERAPRIME,JALAN BUKIT HO SWEE,Condominium,3,RCR,99 yrs lease commencing from 2003,Resale,1,1530000,-,1119,Strata,06 to 10,1367,Nov-20
1991,DOVER PARKVIEW,DOVER RISE,Condominium,5,RCR,99 yrs lease commencing from 1993,Resale,1,925000,-,936,Strata,01 to 05,988,Nov-20
1992,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,1600000,-,1119,Strata,06 to 10,1429,Nov-20
1993,HERITAGE VIEW,DOVER RISE,Condominium,5,RCR,99 yrs lease commencing from 1996,Resale,1,1400000,-,1195,Strata,06 to 10,1172,Nov-20
1994,THE COAST AT SENTOSA COVE,OCEAN DRIVE,Condominium,4,CCR,99 yrs lease commencing from 2006,Resale,1,3060000,-,1916,Strata,06 to 10,1597,Nov-20
1995,THE VISION,WEST COAST CRESCENT,Condominium,5,OCR,99 yrs lease commencing from 2008,Resale,1,1580000,-,1259,Strata,16 to 20,1255,Nov-20
1996,CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 yrs lease commencing from 1999,Resale,1,2580000,-,2583,Strata,06 to 10,999,Nov-20
1997,SEAHILL,WEST COAST CRESCENT,Condominium,5,OCR,99 yrs lease commencing from 2011,Resale,1,708000,-,495,Strata,11 to 15,1430,Nov-20
1998,DOMAIN 21,DELTA ROAD,Condominium,3,RCR,99 yrs lease commencing from 2004,Resale,1,1320000,-,883,Strata,01 to 05,1495,Nov-20
1999,THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,2185000,-,1195,Strata,01 to 05,1829,Nov-20
2000,THE INTERLACE,DEPOT ROAD,Condominium,4,RCR,99 yrs lease commencing from 2009,Resale,1,2875000,-,2271,Strata,06 to 10,1266,Nov-20
2001,THE INTERLACE,DEPOT ROAD,Condominium,4,RCR,99 yrs lease commencing from 2009,Resale,1,4950000,-,4704,Strata,16 to 20,1052,Nov-20
2002,VENTANA,PASIR PANJANG HILL,Apartment,5,RCR,Freehold,Resale,1,1680000,-,1302,Strata,01 to 05,1290,Nov-20
2003,CLEMENTIWOODS CONDOMINIUM,WEST COAST ROAD,Condominium,5,OCR,99 yrs lease commencing from 2006,Resale,1,1460000,-,1389,Strata,01 to 05,1051,Nov-20
2004,EMERALD PARK,INDUS ROAD,Condominium,3,RCR,99 yrs lease commencing from 1991,Resale,1,1403000,-,1173,Strata,01 to 05,1196,Nov-20
2005,MERAPRIME,JALAN BUKIT HO SWEE,Condominium,3,RCR,99 yrs lease commencing from 2003,Resale,1,1730000,-,1119,Strata,21 to 25,1545,Nov-20
2006,ONE-NORTH RESIDENCES,ONE-NORTH GATEWAY,Apartment,5,RCR,99 yrs lease commencing from 2005,Resale,1,815000,-,592,Strata,06 to 10,1377,Nov-20
2007,THE INFINITI,WEST COAST PARK,Condominium,5,OCR,Freehold,Resale,1,1378000,-,1270,Strata,06 to 10,1085,Nov-20
2008,VENTANA,PASIR PANJANG HILL,Apartment,5,RCR,Freehold,Resale,1,1400000,-,1184,Strata,01 to 05,1182,Nov-20
2009,BOTANNIA,WEST COAST PARK,Condominium,5,OCR,956 yrs lease commencing from 1928,Resale,1,1140000,-,904,Strata,06 to 10,1261,Nov-20
2010,ONE-NORTH RESIDENCES,ONE-NORTH GATEWAY,Apartment,5,RCR,99 yrs lease commencing from 2005,Resale,1,1580000,-,1109,Strata,11 to 15,1425,Nov-20
2011,ONE-NORTH RESIDENCES,ONE-NORTH GATEWAY,Apartment,5,RCR,99 yrs lease commencing from 2005,Resale,1,2000000,-,1421,Strata,06 to 10,1408,Nov-20
2012,THE FORESTA @ MOUNT FABER,WISHART ROAD,Condominium,4,RCR,Freehold,Resale,1,1160000,-,667,Strata,01 to 05,1738,Nov-20
2013,DOMAIN 21,DELTA ROAD,Condominium,3,RCR,99 yrs lease commencing from 2004,Resale,1,2875000,-,1862,Strata,21 to 25,1544,Nov-20
2014,THE INTERLACE,DEPOT ROAD,Condominium,4,RCR,99 yrs lease commencing from 2009,Resale,1,2550000,-,2142,Strata,11 to 15,1190,Nov-20
2015,CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 yrs lease commencing from 1999,Resale,1,2000000,-,1335,Strata,01 to 05,1498,Nov-20
2016,HIGHLINE RESIDENCES,KIM TIAN ROAD,Condominium,3,RCR,99 yrs lease commencing from 2013,Resale,1,2078000,-,1076,Strata,06 to 10,1931,Nov-20
2017,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,4080000,-,2637,Strata,06 to 10,1547,Nov-20
2018,EMERALD PARK,INDUS ROAD,Condominium,3,RCR,99 yrs lease commencing from 1991,Resale,1,1380000,-,1087,Strata,06 to 10,1269,Nov-20
2019,CARABELLE,WEST COAST WAY,Condominium,5,OCR,956 yrs lease commencing from 1928,Resale,1,1860000,-,1399,Strata,06 to 10,1329,Nov-20
2020,BLUE HORIZON,WEST COAST CRESCENT,Condominium,5,OCR,99 yrs lease commencing from 2000,Resale,1,950000,-,926,Strata,11 to 15,1026,Nov-20
2021,ONE-NORTH RESIDENCES,ONE-NORTH GATEWAY,Apartment,5,RCR,99 yrs lease commencing from 2005,Resale,1,1900000,-,1313,Strata,06 to 10,1447,Nov-20
2022,DOVER PARKVIEW,DOVER RISE,Condominium,5,RCR,99 yrs lease commencing from 1993,Resale,1,1600000,-,1625,Strata,01 to 05,984,Nov-20
2023,ECHELON,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,6880000,-,4069,Strata,41 to 45,1691,Nov-20
2024,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,1818000,-,1206,Strata,11 to 15,1508,Nov-20
2025,THE SAIL @ MARINA BAY,MARINA BOULEVARD,Apartment,1,CCR,99 yrs lease commencing from 2002,Resale,1,1101000,-,667,Strata,21 to 25,1650,Nov-20
