S/N,Project Name,Street Name,Type,Postal District,Market Segment,Tenure,Type of Sale,No. of Units,Price ($),Nett Price ($),Area (Sqft),Type of Area,Floor Level,Unit Price ($psf),Date of Sale
13,CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 yrs lease commencing from 1999,Resale,1,4130000,-,3541,Strata,01 to 05,1166,Oct-21
14,CENTRAL GREEN CONDOMINIUM,JALAN MEMBINA,Condominium,3,RCR,99 yrs lease commencing from 1992,Resale,1,1820000,-,1292,Strata,06 to 10,1409,Oct-21
15,ONE SHENTON,SHENTON WAY,Apartment,1,CCR,99 yrs lease commencing from 2005,Resale,1,1700000,-,1109,Strata,11 to 15,1533,Oct-21
16,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,6400000,-,3617,Strata,06 to 10,1770,Oct-21
17,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,Resale,1,1000000,-,710,Strata,26 to 30,1408,Oct-21
18,THE TRILINQ,JALAN LEMPENG,Condominium,5,OCR,99 yrs lease commencing from 2012,Resale,1,1612000,-,1044,Strata,01 to 05,1544,Oct-21
19,QUEENS,STIRLING ROAD,Condominium,3,RCR,99 yrs lease commencing from 1998,Resale,1,1660000,-,1195,Strata,11 to 15,1389,Oct-21
20,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,Resale,1,710000,-,463,Strata,26 to 30,1534,Oct-21
21,WATERFRONT @ FABER,FABER WALK,Apartment,5,OCR,99 yrs lease commencing from 2013,Resale,1,1438000,-,1033,Strata,01 to 05,1392,Oct-21
22,THE ROCHESTER RESIDENCES,ROCHESTER DRIVE,Apartment,5,RCR,99 yrs lease commencing from 2005,Resale,1,2610000,-,1862,Strata,21 to 25,1402,Oct-21
23,THE TRILINQ,JALAN LEMPENG,Condominium,5,OCR,99 yrs lease commencing from 2012,Resale,1,1520750,-,915,Strata,16 to 20,1662,Oct-21
24,THE INTERLACE,DEPOT ROAD,Condominium,4,RCR,99 yrs lease commencing from 2009,Resale,1,1468000,-,1044,Strata,11 to 15,1406,Oct-21
25,THE OCEANFRONT @ SENTOSA COVE,OCEAN DRIVE,Condominium,4,CCR,99 yrs lease commencing from 2005,Resale,1,1900000,-,1216,Strata,06 to 10,1562,Oct-21
26,THE CLEMENT CANOPY,CLEMENTI AVENUE 1,Apartment,5,OCR,99 yrs lease commencing from 2016,Resale,1,1640000,-,990,Strata,21 to 25,1656,Oct-21
27,SKYSUITES@ANSON,ENGGOR STREET,Apartment,2,CCR,99 yrs lease commencing from 2008,Resale,1,878000,-,366,Strata,36 to 40,2399,Oct-21
28,THE PARC CONDOMINIUM,WEST COAST WALK,Condominium,5,OCR,Freehold,Resale,1,1428000,-,980,Strata,06 to 10,1458,Oct-21
29,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,3050000,-,1507,Strata,11 to 15,2024,Oct-21
30,BLUE HORIZON,WEST COAST CRESCENT,Condominium,5,OCR,99 yrs lease commencing from 2000,Resale,1,1300000,-,1152,Strata,11 to 15,1129,Oct-21
31,VARSITY PARK CONDOMINIUM,WEST COAST ROAD,Condominium,5,OCR,99 yrs lease commencing from 2004,Resale,1,2260000,-,2153,Strata,01 to 05,1050,Oct-21
32,SEASCAPE,COVE WAY,Condominium,4,CCR,99 yrs lease commencing from 2007,Resale,1,9932400,-,4069,Strata,01 to 05,2441,Oct-21
33,RIVER PLACE,HAVELOCK ROAD,Condominium,3,RCR,99 yrs lease commencing from 1995,Resale,1,3330000,-,2067,Strata,01 to 05,1611,Oct-21
34,ASCENTIA SKY,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2008,Resale,1,1600000,-,1012,Strata,21 to 25,1581,Oct-21
35,SPOTTISWOODE PARK,SPOTTISWOODE PARK ROAD,Apartment,2,RCR,93 yrs lease commencing from 1979,Resale,1,868000,-,850,Strata,16 to 20,1021,Oct-21
36,ALTEZ,ENGGOR STREET,Apartment,2,CCR,99 yrs lease commencing from 2008,Resale,1,1800000,-,829,Strata,26 to 30,2172,Oct-21
37,THE ARRIS,YAN KIT ROAD,Apartment,2,RCR,Freehold,Resale,1,2040000,-,990,Strata,06 to 10,2060,Oct-21
38,SPOTTISWOODE 18,SPOTTISWOODE PARK ROAD,Apartment,2,RCR,Freehold,Resale,1,2048000,-,1076,Strata,31 to 35,1903,Oct-21
39,COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,Resale,1,910000,-,463,Strata,31 to 35,1966,Oct-21
40,RIVER PLACE,HAVELOCK ROAD,Condominium,3,RCR,99 yrs lease commencing from 1995,Resale,1,1650000,-,1055,Strata,01 to 05,1564,Oct-21
41,ONE SHENTON,SHENTON WAY,Apartment,1,CCR,99 yrs lease commencing from 2005,Resale,1,1630000,-,1001,Strata,21 to 25,1628,Oct-21
42,LUMIERE,MISTRI ROAD,Apartment,2,CCR,99 yrs lease commencing from 2006,Resale,1,1550000,-,969,Strata,16 to 20,1600,Oct-21
43,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,Resale,1,1600000,-,1152,Strata,16 to 20,1389,Oct-21
44,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,Resale,1,705000,-,463,Strata,16 to 20,1523,Oct-21
45,ALEXIS,ALEXANDRA ROAD,Apartment,3,RCR,Freehold,Resale,1,718000,-,388,Strata,01 to 05,1853,Oct-21
46,MONTEREY PARK CONDOMINIUM,WEST COAST RISE,Condominium,5,OCR,999 yrs lease commencing from 1885,Resale,1,2000000,-,1389,Strata,11 to 15,1440,Oct-21
47,THE TRILINQ,JALAN LEMPENG,Condominium,5,OCR,99 yrs lease commencing from 2012,Resale,1,1880000,-,1356,Strata,16 to 20,1386,Oct-21
48,COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,Resale,1,920000,-,484,Strata,31 to 35,1899,Oct-21
49,THE STELLAR,WEST COAST ROAD,Condominium,5,OCR,Freehold,Resale,1,1918000,-,1679,Strata,01 to 05,1142,Oct-21
50,FABER CREST,FABER HEIGHTS,Condominium,5,OCR,99 yrs lease commencing from 1996,Resale,1,1508888,-,1561,Strata,01 to 05,967,Oct-21
51,THE INTERLACE,DEPOT ROAD,Condominium,4,RCR,99 yrs lease commencing from 2009,Resale,1,2680000,-,2110,Strata,11 to 15,1270,Oct-21
52,SPOTTISWOODE PARK,SPOTTISWOODE PARK ROAD,Apartment,2,RCR,99 yrs lease commencing from 1973,Resale,1,865000,-,850,Strata,16 to 20,1017,Oct-21
53,DOVER PARKVIEW,DOVER RISE,Condominium,5,RCR,99 yrs lease commencing from 1993,Resale,1,1088000,-,936,Strata,06 to 10,1162,Oct-21
54,COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,Resale,1,2580000,-,1302,Strata,31 to 35,1981,Oct-21
55,VARSITY PARK CONDOMINIUM,WEST COAST ROAD,Condominium,5,OCR,99 yrs lease commencing from 2004,Resale,1,2175000,-,1991,Strata,01 to 05,1092,Oct-21
56,THE OCEANFRONT @ SENTOSA COVE,OCEAN DRIVE,Condominium,4,CCR,99 yrs lease commencing from 2005,Resale,1,2307000,-,1711,Strata,01 to 05,1348,Oct-21
57,ECHELON,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,1400000,-,732,Strata,11 to 15,1913,Oct-21
58,CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 yrs lease commencing from 1999,Resale,1,2140000,-,1216,Strata,01 to 05,1759,Oct-21
59,SEVEN PALMS SENTOSA COVE,COVE DRIVE,Condominium,4,CCR,99 yrs lease commencing from 2007,Resale,1,19700000,-,6060,Strata,01 to 05,3251,Oct-21
60,TURQUOISE,COVE DRIVE,Condominium,4,CCR,99 yrs lease commencing from 2007,Resale,1,3228150,-,2088,Strata,01 to 05,1546,Oct-21
61,PARC IMPERIAL,PASIR PANJANG ROAD,Condominium,5,RCR,Freehold,Resale,1,710000,-,398,Strata,01 to 05,1783,Oct-21
62,THE CLEMENT CANOPY,CLEMENTI AVENUE 1,Apartment,5,OCR,99 yrs lease commencing from 2016,Resale,1,1758000,-,1109,Strata,26 to 30,1586,Oct-21
63,ICON,GOPENG STREET,Apartment,2,CCR,99 yrs lease commencing from 2002,Resale,1,1600000,-,926,Strata,36 to 40,1728,Oct-21
64,THE FORESTA @ MOUNT FABER,WISHART ROAD,Condominium,4,RCR,Freehold,Resale,1,1400000,-,872,Strata,01 to 05,1606,Oct-21
65,PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,Resale,1,1580000,-,807,Strata,11 to 15,1957,Oct-21
66,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,1680000,-,1066,Strata,01 to 05,1577,Oct-21
67,THE PARC CONDOMINIUM,WEST COAST WALK,Condominium,5,OCR,Freehold,Resale,1,2198000,-,1421,Strata,06 to 10,1547,Oct-21
68,SEASUITES,PASIR PANJANG ROAD,Apartment,5,RCR,Freehold,Resale,1,1186000,-,689,Strata,01 to 05,1722,Oct-21
69,THE ROCHESTER RESIDENCES,ROCHESTER DRIVE,Apartment,5,RCR,99 yrs lease commencing from 2005,Resale,1,1980000,-,1302,Strata,31 to 35,1520,Oct-21
70,THE PARC CONDOMINIUM,WEST COAST WALK,Condominium,5,OCR,Freehold,Resale,1,992000,-,667,Strata,16 to 20,1486,Oct-21
71,DOVER PARKVIEW,DOVER RISE,Condominium,5,RCR,99 yrs lease commencing from 1993,Resale,1,2685000,-,2228,Strata,16 to 20,1205,Oct-21
72,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,Resale,1,1580000,-,1152,Strata,16 to 20,1372,Oct-21
73,COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,Resale,1,1430000,-,753,Strata,16 to 20,1898,Oct-21
74,THE CLEMENT CANOPY,CLEMENTI AVENUE 1,Apartment,5,OCR,99 yrs lease commencing from 2016,Resale,1,1288000,-,710,Strata,36 to 40,1813,Oct-21
75,76 SHENTON,SHENTON WAY,Apartment,2,CCR,99 yrs lease commencing from 2007,Resale,1,1290000,-,624,Strata,21 to 25,2066,Oct-21
76,THE INFINITI,WEST COAST PARK,Condominium,5,OCR,Freehold,Resale,1,1655000,-,1302,Strata,11 to 15,1271,Oct-21
77,DOVER PARKVIEW,DOVER RISE,Condominium,5,RCR,99 yrs lease commencing from 1993,Resale,1,1050000,-,936,Strata,01 to 05,1121,Oct-21
78,SKYLINE RESIDENCES,TELOK BLANGAH ROAD,Condominium,4,RCR,Freehold,Resale,1,2780000,-,1346,Strata,11 to 15,2066,Oct-21
79,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,1400000,-,861,Strata,06 to 10,1626,Oct-21
80,VARSITY PARK CONDOMINIUM,WEST COAST ROAD,Condominium,5,OCR,99 yrs lease commencing from 2004,Resale,1,1310000,-,1033,Strata,01 to 05,1268,Oct-21
81,THE MAYLEA,PASIR PANJANG ROAD,Condominium,5,RCR,Freehold,Resale,1,1550000,-,1152,Strata,01 to 05,1346,Oct-21
82,TANGLIN VIEW,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 1997,Resale,1,1300000,-,872,Strata,01 to 05,1491,Oct-21
83,THE TRILINQ,JALAN LEMPENG,Condominium,5,OCR,99 yrs lease commencing from 2012,Resale,1,1438000,-,936,Strata,01 to 05,1536,Oct-21
84,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,2175000,-,1550,Strata,06 to 10,1403,Oct-21
85,RIVER PLACE,HAVELOCK ROAD,Condominium,3,RCR,99 yrs lease commencing from 1995,Resale,1,2380000,-,1582,Strata,01 to 05,1504,Oct-21
86,SPOTTISWOODE 18,SPOTTISWOODE PARK ROAD,Apartment,2,RCR,Freehold,Resale,1,862000,-,388,Strata,16 to 20,2224,Sep-21
87,MARINA ONE RESIDENCES,MARINA WAY,Apartment,1,CCR,99 yrs lease commencing from 2011,Resale,1,3976602,-,1539,Strata,21 to 25,2583,Sep-21
88,THE INTERLACE,DEPOT ROAD,Condominium,4,RCR,99 yrs lease commencing from 2009,Resale,1,2285000,-,1733,Strata,06 to 10,1319,Sep-21
89,DOVER PARKVIEW,DOVER RISE,Condominium,5,RCR,99 yrs lease commencing from 1993,Resale,1,1210000,-,969,Strata,11 to 15,1249,Sep-21
90,THE VISION,WEST COAST CRESCENT,Condominium,5,OCR,99 yrs lease commencing from 2008,Resale,1,2223000,-,1604,Strata,16 to 20,1386,Sep-21
91,MARINA BAY RESIDENCES,MARINA BOULEVARD,Condominium,1,CCR,99 yrs lease commencing from 2005,Resale,1,1500000,-,710,Strata,21 to 25,2111,Sep-21
92,EMERALD GARDEN,CLUB STREET,Condominium,1,RCR,999 yrs lease commencing from 1827,Resale,1,1670000,-,807,Strata,06 to 10,2069,Sep-21
93,CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 yrs lease commencing from 1999,Resale,1,2320000,-,1281,Strata,06 to 10,1811,Sep-21
94,SKYSUITES@ANSON,ENGGOR STREET,Apartment,2,CCR,99 yrs lease commencing from 2008,Resale,1,2320000,-,1012,Strata,61 to 65,2293,Sep-21
95,VARSITY PARK CONDOMINIUM,WEST COAST ROAD,Condominium,5,OCR,99 yrs lease commencing from 2004,Resale,1,1720000,-,1604,Strata,01 to 05,1072,Sep-21
96,MARINA ONE RESIDENCES,MARINA WAY,Apartment,1,CCR,99 yrs lease commencing from 2011,Resale,1,1629600,-,667,Strata,21 to 25,2442,Sep-21
97,THE INTERLACE,DEPOT ROAD,Condominium,4,RCR,99 yrs lease commencing from 2009,Resale,1,1250000,-,807,Strata,06 to 10,1548,Sep-21
98,QUEENS,STIRLING ROAD,Condominium,3,RCR,99 yrs lease commencing from 1998,Resale,1,1632000,-,1195,Strata,06 to 10,1366,Sep-21
99,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,1900000,-,1324,Strata,01 to 05,1435,Sep-21
100,COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,Resale,1,2060000,-,1076,Strata,26 to 30,1914,Sep-21
101,COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,Resale,1,1388000,-,689,Strata,41 to 45,2015,Sep-21
102,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,5980000,-,3617,Strata,06 to 10,1653,Sep-21
103,RIVER PLACE,HAVELOCK ROAD,Condominium,3,RCR,99 yrs lease commencing from 1995,Resale,1,1400000,-,969,Strata,01 to 05,1445,Sep-21
104,TANGLIN VIEW,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 1997,Resale,1,1632000,-,1152,Strata,01 to 05,1417,Sep-21
105,ASCENTIA SKY,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2008,Resale,1,1540000,-,1012,Strata,01 to 05,1522,Sep-21
106,CENTRAL GREEN CONDOMINIUM,JALAN MEMBINA,Condominium,3,RCR,99 yrs lease commencing from 1992,Resale,1,1865000,-,1292,Strata,06 to 10,1444,Sep-21
107,THE FORESTA @ MOUNT FABER,WISHART ROAD,Condominium,4,RCR,Freehold,Resale,1,1330000,-,721,Strata,01 to 05,1844,Sep-21
108,CORALS AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 yrs lease commencing from 2007,Resale,1,2200000,-,990,Strata,06 to 10,2222,Sep-21
109,THE OCEANFRONT @ SENTOSA COVE,OCEAN DRIVE,Condominium,4,CCR,99 yrs lease commencing from 2005,Resale,1,3818000,-,2077,Strata,06 to 10,1838,Sep-21
110,ALEXIS,ALEXANDRA ROAD,Apartment,3,RCR,Freehold,Resale,1,1350000,-,1119,Strata,01 to 05,1206,Sep-21
111,MARINA ONE RESIDENCES,MARINA WAY,Apartment,1,CCR,99 yrs lease commencing from 2011,Resale,1,1647300,-,678,Strata,21 to 25,2429,Sep-21
112,DOVER PARKVIEW,DOVER RISE,Condominium,5,RCR,99 yrs lease commencing from 1993,Resale,1,1580000,-,1249,Strata,11 to 15,1265,Sep-21
113,COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,Resale,1,1340000,-,689,Strata,26 to 30,1945,Sep-21
114,SEVEN PALMS SENTOSA COVE,COVE DRIVE,Condominium,4,CCR,99 yrs lease commencing from 2007,Resale,1,19800000,-,6060,Strata,01 to 05,3267,Sep-21
115,ICON,GOPENG STREET,Apartment,2,CCR,99 yrs lease commencing from 2002,Resale,1,1020000,-,570,Strata,06 to 10,1788,Sep-21
116,CARABELLE,WEST COAST WAY,Condominium,5,OCR,956 yrs lease commencing from 1928,Resale,1,1388000,-,947,Strata,06 to 10,1465,Sep-21
117,HIGHLINE RESIDENCES,KIM TIAN ROAD,Condominium,3,RCR,99 yrs lease commencing from 2013,Resale,1,2220000,-,1206,Strata,01 to 05,1841,Sep-21
118,QUEENSWAY TOWER,QUEENSWAY,Apartment,3,RCR,Freehold,Resale,1,1838000,-,1539,Strata,06 to 10,1194,Sep-21
119,ONE-NORTH RESIDENCES,ONE-NORTH GATEWAY,Apartment,5,RCR,99 yrs lease commencing from 2005,Resale,1,2100000,-,1324,Strata,06 to 10,1586,Sep-21
120,CRAIG PLACE,CRAIG ROAD,Apartment,2,RCR,99 yrs lease commencing from 1997,Resale,1,1350000,-,743,Strata,06 to 10,1818,Sep-21
121,QUEENS,STIRLING ROAD,Condominium,3,RCR,99 yrs lease commencing from 1998,Resale,1,1300000,-,915,Strata,36 to 40,1421,Sep-21
122,CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 yrs lease commencing from 1999,Resale,1,1785000,-,1270,Strata,01 to 05,1405,Sep-21
123,CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 yrs lease commencing from 1999,Resale,1,3800000,-,2099,Strata,01 to 05,1810,Sep-21
124,HIGHLINE RESIDENCES,KIM TIAN ROAD,Condominium,3,RCR,99 yrs lease commencing from 2013,Resale,1,1480000,-,700,Strata,16 to 20,2115,Sep-21
125,PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,Resale,1,885000,-,484,Strata,06 to 10,1827,Sep-21
126,SKYLINE RESIDENCES,TELOK BLANGAH ROAD,Condominium,4,RCR,Freehold,Resale,1,3038000,-,1615,Strata,06 to 10,1882,Sep-21
127,COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,Resale,1,1408000,-,753,Strata,11 to 15,1869,Sep-21
128,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,Resale,1,1540000,-,1152,Strata,16 to 20,1337,Sep-21
129,THE FOLIAGE,PASIR PANJANG ROAD,Condominium,5,RCR,Freehold,Resale,1,1290000,-,936,Strata,01 to 05,1378,Sep-21
130,COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,Resale,1,908000,-,441,Strata,36 to 40,2057,Sep-21
131,THE INTERLACE,DEPOT ROAD,Condominium,4,RCR,99 yrs lease commencing from 2009,Resale,1,3283000,-,3434,Strata,01 to 05,956,Sep-21
132,MARINA ONE RESIDENCES,MARINA WAY,Apartment,1,CCR,99 yrs lease commencing from 2011,Resale,1,1634400,-,667,Strata,16 to 20,2449,Sep-21
133,THE TRILINQ,JALAN LEMPENG,Condominium,5,OCR,99 yrs lease commencing from 2012,Resale,1,2250000,-,1518,Strata,26 to 30,1482,Sep-21
134,THE STELLAR,WEST COAST ROAD,Condominium,5,OCR,Freehold,Resale,1,1800000,-,1313,Strata,01 to 05,1371,Sep-21
135,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,Resale,1,715000,-,463,Strata,31 to 35,1545,Sep-21
136,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,2880000,-,1690,Strata,01 to 05,1704,Sep-21
137,MARINA BAY RESIDENCES,MARINA BOULEVARD,Condominium,1,CCR,99 yrs lease commencing from 2005,Resale,1,2400000,-,1130,Strata,46 to 50,2123,Sep-21
138,THE INTERLACE,DEPOT ROAD,Condominium,4,RCR,99 yrs lease commencing from 2009,Resale,1,1400000,-,1001,Strata,11 to 15,1399,Sep-21
139,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,1335000,-,775,Strata,11 to 15,1723,Sep-21
140,THE INTERLACE,DEPOT ROAD,Condominium,4,RCR,99 yrs lease commencing from 2009,Resale,1,1540000,-,1076,Strata,16 to 20,1431,Sep-21
141,THE CLEMENT CANOPY,CLEMENTI AVENUE 1,Apartment,5,OCR,99 yrs lease commencing from 2016,Resale,1,1570000,-,990,Strata,06 to 10,1585,Sep-21
142,MENDON SPRING,PASIR PANJANG ROAD,Apartment,5,RCR,Freehold,Resale,1,1290000,-,1055,Strata,01 to 05,1223,Sep-21
143,THE ROCHESTER RESIDENCES,ROCHESTER DRIVE,Apartment,5,RCR,99 yrs lease commencing from 2005,Resale,1,1260000,-,1023,Strata,26 to 30,1232,Sep-21
144,ONE SHENTON,SHENTON WAY,Apartment,1,CCR,99 yrs lease commencing from 2005,Resale,1,9500000,-,6028,Strata,16 to 20,1576,Sep-21
145,SPOTTISWOODE RESIDENCES,SPOTTISWOODE PARK ROAD,Condominium,2,RCR,Freehold,Resale,1,1390000,-,603,Strata,31 to 35,2306,Sep-21
146,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,2030000,-,1270,Strata,06 to 10,1598,Sep-21
147,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,Resale,1,703000,-,463,Strata,16 to 20,1519,Sep-21
148,PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,Resale,1,1530000,-,786,Strata,11 to 15,1947,Sep-21
149,TANGLIN VIEW,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 1997,Resale,1,2308000,-,1711,Strata,16 to 20,1349,Sep-21
150,PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2014,Resale,1,920000,-,484,Strata,21 to 25,1899,Sep-21
151,QUEENS,STIRLING ROAD,Condominium,3,RCR,99 yrs lease commencing from 1998,Resale,1,1670000,-,1184,Strata,16 to 20,1410,Sep-21
152,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,1490000,-,1012,Strata,11 to 15,1473,Sep-21
153,THE TRILINQ,JALAN LEMPENG,Condominium,5,OCR,99 yrs lease commencing from 2012,Resale,1,1680000,-,1055,Strata,31 to 35,1593,Sep-21
154,THE CLEMENT CANOPY,CLEMENTI AVENUE 1,Apartment,5,OCR,99 yrs lease commencing from 2016,Resale,1,1050000,-,635,Strata,26 to 30,1653,Sep-21
155,THE ROCHESTER RESIDENCES,ROCHESTER DRIVE,Apartment,5,RCR,99 yrs lease commencing from 2005,Resale,1,6800000,-,5124,Strata,36 to 40,1327,Sep-21
156,THE REGENCY AT TIONG BAHRU,CHAY YAN STREET,Condominium,3,RCR,Freehold,Resale,1,1918000,-,926,Strata,21 to 25,2072,Sep-21
157,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,2953000,-,1668,Strata,01 to 05,1770,Sep-21
158,CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 yrs lease commencing from 1999,Resale,1,1500000,-,840,Strata,06 to 10,1787,Sep-21
159,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,Resale,1,1680000,-,1184,Strata,26 to 30,1419,Sep-21
160,THE TRILINQ,JALAN LEMPENG,Condominium,5,OCR,99 yrs lease commencing from 2012,Resale,1,1696000,-,1044,Strata,31 to 35,1624,Sep-21
161,SPOTTISWOODE PARK,SPOTTISWOODE PARK ROAD,Apartment,2,RCR,99 yrs lease commencing from 1976,Resale,1,1000000,-,1270,Strata,11 to 15,787,Sep-21
162,MARINA ONE RESIDENCES,MARINA WAY,Apartment,1,CCR,99 yrs lease commencing from 2011,Resale,1,1608260,-,657,Strata,21 to 25,2449,Sep-21
