S/N,Project Name,Street Name,Type,Postal District,Market Segment,Tenure,Type of Sale,No. of Units,Price ($),Nett Price ($),Area (Sqft),Type of Area,Floor Level,Unit Price ($psf),Date of Sale
5160,RESIDENTIAL APARTMENTS,KIM YAM ROAD,Apartment,9,CCR,99 yrs lease commencing from 1997,Resale,1,1400000,-,1012,Strata,01 to 05,1384,Aug-18
5161,THE MERLOT,KENG LEE ROAD,Apartment,8,RCR,Freehold,Resale,1,1050000,-,883,Strata,11 to 15,1190,Aug-18
5162,HELIOS RESIDENCES,CAIRNHILL CIRCLE,Apartment,9,CCR,Freehold,Resale,1,3000000,-,1281,Strata,11 to 15,2342,Aug-18
5163,ATTITUDE AT KIM YAM,KIM YAM ROAD,Apartment,9,CCR,999 yrs lease commencing from 1841,Resale,1,890000,-,495,Strata,01 to 05,1797,Aug-18
5164,WATERMARK ROBERTSON QUAY,RODYK STREET,Apartment,9,CCR,Freehold,Resale,1,1830000,-,915,Strata,06 to 10,2000,Aug-18
5165,8 @ MOUNT SOPHIA,MOUNT SOPHIA,Condominium,9,CCR,103 yrs lease commencing from 2002,Resale,1,2130000,-,1378,Strata,06 to 10,1546,Aug-18
5166,ONE JERVOIS,JERVOIS CLOSE,Condominium,10,CCR,Freehold,Resale,1,3538000,-,1841,Strata,01 to 05,1922,Aug-18
5167,CASA NOVACREST,PECK HAY ROAD,Apartment,9,CCR,Freehold,Resale,1,2100000,-,1421,Strata,06 to 10,1478,Aug-18
5168,KING'S ARCADE,BUKIT TIMAH ROAD,Apartment,10,CCR,Freehold,Resale,1,1050000,-,958,Strata,01 to 05,1096,Aug-18
5169,PROXIMO,ROBIN ROAD,Apartment,10,CCR,Freehold,Resale,1,1920000,-,1119,Strata,06 to 10,1715,Aug-18
5170,YONG AN PARK,RIVER VALLEY ROAD,Condominium,9,CCR,Freehold,Resale,1,10000000,-,6878,Strata,21 to 25,1454,Aug-18
5171,PATERSON SUITES,PATERSON ROAD,Condominium,9,CCR,Freehold,Resale,1,4130340,-,1679,Strata,11 to 15,2460,Aug-18
5172,SUNSHINE PLAZA,PRINSEP LINK,Apartment,7,RCR,99 yrs lease commencing from 1997,Resale,1,861000,-,570,Strata,06 to 10,1509,Aug-18
5173,ONE OXLEY RISE,OXLEY RISE,Apartment,9,CCR,Freehold,Resale,1,1400000,-,710,Strata,06 to 10,1971,Aug-18
5174,CONCOURSE SKYLINE,BEACH ROAD,Apartment,7,RCR,99 yrs lease commencing from 2008,Resale,1,5356260,-,2121,Strata,26 to 30,2526,Aug-18
5175,ONE DEVONSHIRE,DEVONSHIRE ROAD,Condominium,9,CCR,Freehold,Resale,1,2980000,-,1216,Strata,21 to 25,2450,Aug-18
5176,LLOYD SIXTYFIVE,LLOYD ROAD,Apartment,9,CCR,Freehold,Resale,1,6800000,-,2422,Strata,06 to 10,2808,Aug-18
5177,CONDOMINIUM DEVELOPMENT,HOLLAND ROAD,Condominium,10,CCR,Freehold,Resale,1,1600000,-,980,Strata,06 to 10,1633,Aug-18
5178,ST REGIS RESIDENCES SINGAPORE,TANGLIN ROAD,Apartment,10,CCR,999 yrs lease commencing from 1995,Resale,1,3775000,-,1507,Strata,16 to 20,2505,Aug-18
5179,CONCOURSE SKYLINE,BEACH ROAD,Apartment,7,RCR,99 yrs lease commencing from 2008,Resale,1,1863420,-,829,Strata,11 to 15,2248,Aug-18
5180,HELIOS RESIDENCES,CAIRNHILL CIRCLE,Apartment,9,CCR,Freehold,Resale,1,4280000,-,1916,Strata,06 to 10,2234,Aug-18
5181,RV SUITES,RIVER VALLEY ROAD,Apartment,10,CCR,Freehold,Resale,1,980000,-,603,Strata,01 to 05,1626,Aug-18
5182,SOPHIA RESIDENCE,SOPHIA ROAD,Condominium,9,CCR,Freehold,Resale,1,2350000,-,1432,Strata,01 to 05,1642,Aug-18
5183,THE PEAK @ CAIRNHILL I,CAIRNHILL CIRCLE,Apartment,9,CCR,Freehold,Resale,1,1782537,-,689,Strata,11 to 15,2588,Aug-18
5184,THE TRILLIUM,KIM SENG ROAD,Condominium,9,CCR,Freehold,Resale,1,5000000,-,2217,Strata,21 to 25,2255,Aug-18
5185,SOUTHBANK,NORTH BRIDGE ROAD,Apartment,7,RCR,99 yrs lease commencing from 2006,Resale,1,1580000,-,958,Strata,36 to 40,1649,Aug-18
5186,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,Resale,1,5100000,-,4252,Strata,31 to 35,1199,Aug-18
5187,BOTANIC GARDENS MANSION,TAMAN SERASI,Apartment,10,CCR,Freehold,Resale,1,2900000,-,1755,Strata,06 to 10,1653,Aug-18
5188,THE ASTON,KAY POH ROAD,Apartment,10,CCR,Freehold,Resale,1,1595000,-,1012,Strata,06 to 10,1576,Aug-18
5189,PRISTINE HEIGHTS,MERGUI ROAD,Apartment,8,RCR,Freehold,Resale,1,1700000,-,1356,Strata,11 to 15,1253,Aug-18
5190,STEVENS SUITES,STEVENS CLOSE,Apartment,10,CCR,Freehold,Resale,1,880000,-,721,Strata,01 to 05,1220,Aug-18
5191,VALLEY PARK,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,Resale,1,2180000,-,1216,Strata,16 to 20,1792,Aug-18
5192,SCOTTS SQUARE,SCOTTS ROAD,Apartment,9,CCR,Freehold,Resale,1,2230000,-,624,Strata,26 to 30,3572,Aug-18
5193,HOCK MANSION,WILKIE TERRACE,Apartment,9,CCR,Freehold,Resale,1,1950000,-,1615,Strata,01 to 05,1208,Aug-18
5194,NEW FUTURA,LEONIE HILL ROAD,Condominium,9,CCR,Freehold,Resale,1,8000000,-,2250,Strata,16 to 20,3556,Aug-18
5195,WATERFORD RESIDENCE,KIM YAM ROAD,Apartment,9,CCR,999 yrs lease commencing from 1841,Resale,1,1600000,-,1023,Strata,01 to 05,1565,Aug-18
5196,111 EMERALD HILL,EMERALD HILL ROAD,Apartment,9,CCR,Freehold,Resale,1,6088000,-,2497,Strata,06 to 10,2438,Aug-18
5197,THE TRIZON,RIDGEWOOD CLOSE,Condominium,10,CCR,Freehold,Resale,1,3298000,-,1894,Strata,11 to 15,1741,Aug-18
5198,REGENCY PARK,NATHAN ROAD,Condominium,10,CCR,Freehold,Resale,1,4480000,-,2260,Strata,01 to 05,1982,Aug-18
5199,CONCOURSE SKYLINE,BEACH ROAD,Apartment,7,RCR,99 yrs lease commencing from 2008,Resale,1,2192580,-,1119,Strata,21 to 25,1959,Aug-18
5200,PARC CENTENNIAL,KAMPONG JAVA ROAD,Apartment,9,CCR,Freehold,Resale,1,1838000,-,1249,Strata,11 to 15,1472,Aug-18
5201,8 @ MOUNT SOPHIA,MOUNT SOPHIA,Condominium,9,CCR,103 yrs lease commencing from 2002,Resale,1,2110000,-,1453,Strata,06 to 10,1452,Aug-18
5202,8 NAPIER,NAPIER ROAD,Condominium,10,CCR,Freehold,Resale,1,6530000,-,2013,Strata,01 to 05,3244,Aug-18
5203,THE RITZ-CARLTON RESIDENCES SINGAPORE CAIRNHILL,CAIRNHILL ROAD,Apartment,9,CCR,Freehold,Resale,1,10300000,-,3057,Strata,21 to 25,3369,Aug-18
5204,BEVERLY HILL,GRANGE ROAD,Condominium,10,CCR,Freehold,Resale,1,7600000,-,3778,Strata,16 to 20,2012,Aug-18
5205,RV SUITES,RIVER VALLEY ROAD,Apartment,10,CCR,Freehold,Resale,1,930888,-,527,Strata,01 to 05,1765,Aug-18
5206,LUTHERAN TOWERS,TAN KIM CHENG ROAD,Apartment,10,CCR,103 yrs lease commencing from 1974,Resale,1,1830000,-,1916,Strata,11 to 15,955,Aug-18
5207,THE TESSARINA,WILBY ROAD,Condominium,10,CCR,Freehold,Resale,1,1780000,-,958,Strata,06 to 10,1858,Aug-18
5208,THE PIER AT ROBERTSON,MOHAMED SULTAN ROAD,Apartment,9,CCR,Freehold,Resale,1,2320000,-,1098,Strata,06 to 10,2113,Aug-18
5209,CITY SQUARE RESIDENCES,KITCHENER LINK,Condominium,8,RCR,Freehold,Resale,1,1900000,-,1216,Strata,26 to 30,1562,Aug-18
5210,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,Resale,1,1220000,-,635,Strata,21 to 25,1921,Aug-18
5211,CAVENAGH COURT,CAVENAGH ROAD,Apartment,9,CCR,Freehold,Resale,1,2800000,-,1841,Strata,06 to 10,1521,Aug-18
5212,OLEANAS RESIDENCE,KIM YAM ROAD,Condominium,9,CCR,Freehold,Resale,1,1900000,-,1238,Strata,16 to 20,1535,Jul-18
5213,CONCOURSE SKYLINE,BEACH ROAD,Apartment,7,RCR,99 yrs lease commencing from 2008,Resale,1,1859520,-,861,Strata,11 to 15,2159,Jul-18
5214,LOFT@HOLLAND,HOLLAND ROAD,Apartment,10,CCR,Freehold,Resale,1,890000,-,431,Strata,01 to 05,2067,Jul-18
5215,1919,SOPHIA ROAD,Apartment,9,CCR,Freehold,Resale,1,1790000,-,861,Strata,01 to 05,2079,Jul-18
5216,DRAYCOTT EIGHT,DRAYCOTT PARK,Condominium,10,CCR,99 yrs lease commencing from 1997,Resale,1,2399998,-,1173,Strata,06 to 10,2046,Jul-18
5217,THE LOFT,NASSIM HILL,Condominium,10,CCR,99 yrs lease commencing from 1999,Resale,1,1850000,-,1033,Strata,01 to 05,1790,Jul-18
5218,ATTITUDE AT KIM YAM,KIM YAM ROAD,Apartment,9,CCR,999 yrs lease commencing from 1841,Resale,1,700000,-,355,Strata,01 to 05,1971,Jul-18
5219,LIBERTE,SARKIES ROAD,Apartment,10,CCR,Freehold,Resale,1,1502917,-,646,Strata,06 to 10,2327,Jul-18
5220,TOMLINSON HEIGHTS,TOMLINSON ROAD,Condominium,10,CCR,Freehold,Resale,1,7500000,-,2745,Strata,11 to 15,2732,Jul-18
5221,CONCOURSE SKYLINE,BEACH ROAD,Apartment,7,RCR,99 yrs lease commencing from 2008,Resale,1,1767480,-,818,Strata,26 to 30,2161,Jul-18
5222,CITYLIGHTS,JELLICOE ROAD,Condominium,8,RCR,99 yrs lease commencing from 2004,Resale,1,1050000,-,570,Strata,31 to 35,1841,Jul-18
5223,THE MONTANA,JALAN MUTIARA,Apartment,10,CCR,Freehold,Resale,1,3680000,-,2390,Strata,11 to 15,1540,Jul-18
5224,LOFT @ STEVENS,STEVENS ROAD,Apartment,10,CCR,Freehold,Resale,1,1050000,-,657,Strata,01 to 05,1599,Jul-18
5225,CONCOURSE SKYLINE,BEACH ROAD,Apartment,7,RCR,99 yrs lease commencing from 2008,Resale,1,4948320,-,2131,Strata,26 to 30,2322,Jul-18
5226,PARC SOPHIA,ADIS ROAD,Apartment,9,CCR,Freehold,Resale,1,900000,-,474,Strata,01 to 05,1900,Jul-18
5227,HILLTOPS,CAIRNHILL CIRCLE,Condominium,9,CCR,Freehold,Resale,1,4650000,-,1550,Strata,06 to 10,3000,Jul-18
5228,THE PEAK @ CAIRNHILL I,CAIRNHILL CIRCLE,Apartment,9,CCR,Freehold,Resale,1,1750000,-,592,Strata,11 to 15,2956,Jul-18
5229,ST THOMAS SUITES,ST. THOMAS WALK,Condominium,9,CCR,Freehold,Resale,1,4850000,-,2605,Strata,01 to 05,1862,Jul-18
5230,KERRISDALE,STURDEE ROAD,Condominium,8,RCR,99 yrs lease commencing from 1998,Resale,1,1650000,-,1485,Strata,26 to 30,1111,Jul-18
5231,HILLTOPS,CAIRNHILL CIRCLE,Condominium,9,CCR,Freehold,Resale,1,4000000,-,1335,Strata,06 to 10,2997,Jul-18
5232,HILLTOPS,CAIRNHILL CIRCLE,Condominium,9,CCR,Freehold,Resale,1,2268000,-,807,Strata,01 to 05,2809,Jul-18
5233,THE SIERRA,MOUNT SINAI DRIVE,Apartment,10,CCR,947 yrs lease commencing from 1937,Resale,1,1100000,-,710,Strata,01 to 05,1548,Jul-18
5234,HOLLAND TOWER,HOLLAND HEIGHTS,Apartment,10,CCR,Freehold,Resale,1,2300000,-,936,Strata,06 to 10,2456,Jul-18
5235,HILLTOPS,CAIRNHILL CIRCLE,Condominium,9,CCR,Freehold,Resale,1,3821450,-,1335,Strata,01 to 05,2863,Jul-18
5236,THE PEAK @ CAIRNHILL I,CAIRNHILL CIRCLE,Apartment,9,CCR,Freehold,Resale,1,1773790,-,678,Strata,11 to 15,2616,Jul-18
5237,HILLTOPS,CAIRNHILL CIRCLE,Condominium,9,CCR,Freehold,Resale,1,3078400,-,1184,Strata,01 to 05,2600,Jul-18
5238,TRIBECA,KIM SENG ROAD,Condominium,9,CCR,Freehold,Resale,1,3400000,-,1765,Strata,21 to 25,1926,Jul-18
5239,HILLTOPS,CAIRNHILL CIRCLE,Condominium,9,CCR,Freehold,Resale,1,3311700,-,1249,Strata,01 to 05,2652,Jul-18
5240,HILLTOPS,CAIRNHILL CIRCLE,Condominium,9,CCR,Freehold,Resale,1,3666050,-,1249,Strata,16 to 20,2936,Jul-18
5241,TIARA,KIM SENG WALK,Condominium,9,CCR,Freehold,Resale,1,3000000,-,1507,Strata,16 to 20,1991,Jul-18
5242,THE PEAK @ CAIRNHILL II,CAIRNHILL CIRCLE,Apartment,9,CCR,Freehold,Resale,1,2267000,-,829,Strata,06 to 10,2735,Jul-18
5243,HILLTOPS,CAIRNHILL CIRCLE,Condominium,9,CCR,Freehold,Resale,1,4162000,-,1335,Strata,06 to 10,3118,Jul-18
5244,HILLTOPS,CAIRNHILL CIRCLE,Condominium,9,CCR,Freehold,Resale,1,3516900,-,1249,Strata,11 to 15,2817,Jul-18
5245,HILLTOPS,CAIRNHILL CIRCLE,Condominium,9,CCR,Freehold,Resale,1,3539700,-,1249,Strata,11 to 15,2835,Jul-18
5246,HILLTOPS,CAIRNHILL CIRCLE,Condominium,9,CCR,Freehold,Resale,1,5270000,-,1550,Strata,11 to 15,3400,Jul-18
5247,HILLTOPS,CAIRNHILL CIRCLE,Condominium,9,CCR,Freehold,Resale,1,3367750,-,1249,Strata,06 to 10,2697,Jul-18
5248,TWENTYONE ANGULLIA PARK,ANGULLIA PARK,Condominium,9,CCR,Freehold,Resale,1,8123024,-,2260,Strata,06 to 10,3594,Jul-18
5249,HILLTOPS,CAIRNHILL CIRCLE,Condominium,9,CCR,Freehold,Resale,1,3624250,-,1249,Strata,11 to 15,2903,Jul-18
5250,VIDA,PECK HAY ROAD,Apartment,9,CCR,Freehold,Resale,1,1720000,-,850,Strata,06 to 10,2023,Jul-18
5251,THE MONTANA,JALAN MUTIARA,Apartment,10,CCR,Freehold,Resale,1,1990000,-,1109,Strata,06 to 10,1795,Jul-18
5252,HILLTOPS,CAIRNHILL CIRCLE,Condominium,9,CCR,Freehold,Resale,1,5000000,-,1550,Strata,11 to 15,3226,Jul-18
5253,PARC SOPHIA,ADIS ROAD,Apartment,9,CCR,Freehold,Resale,1,1200000,-,732,Strata,06 to 10,1639,Jul-18
5254,THE PEAK @ CAIRNHILL II,CAIRNHILL CIRCLE,Apartment,9,CCR,Freehold,Resale,1,2250000,-,904,Strata,06 to 10,2488,Jul-18
5255,THE PEAK @ CAIRNHILL II,CAIRNHILL CIRCLE,Apartment,9,CCR,Freehold,Resale,1,2300000,-,829,Strata,06 to 10,2775,Jul-18
5256,HILLTOPS,CAIRNHILL CIRCLE,Condominium,9,CCR,Freehold,Resale,1,3985000,-,1335,Strata,06 to 10,2986,Jul-18
5257,UE SQUARE,RIVER VALLEY ROAD,Apartment,9,CCR,929 yrs lease commencing from 1953,Resale,1,2000000,-,1141,Strata,01 to 05,1753,Jul-18
5258,CAVENAGH COURT,CAVENAGH ROAD,Apartment,9,CCR,Freehold,Resale,1,3000000,-,1819,Strata,06 to 10,1649,Jul-18
5259,THE MERASAGA,JALAN MERAH SAGA,Condominium,10,CCR,99 yrs lease commencing from 1991,Resale,1,2288888,-,1356,Strata,01 to 05,1688,Jul-18
5260,ST THOMAS SUITES,ST. THOMAS WALK,Condominium,9,CCR,Freehold,Resale,1,3760000,-,1819,Strata,16 to 20,2067,Jul-18
5261,BISHOPSGATE RESIDENCES,BISHOPSGATE,Condominium,10,CCR,Freehold,Resale,1,11500000,-,2939,Strata,01 to 05,3913,Jul-18
5262,HILLTOPS,CAIRNHILL CIRCLE,Condominium,9,CCR,Freehold,Resale,1,5893000,-,1733,Strata,16 to 20,3400,Jul-18
5263,THE SIXTH AVENUE RESIDENCES,SIXTH AVENUE,Condominium,10,CCR,Freehold,Resale,1,3250000,-,2605,Strata,01 to 05,1248,Jul-18
5264,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,Resale,1,2050000,-,1184,Strata,16 to 20,1731,Jul-18
5265,ST THOMAS SUITES,ST. THOMAS WALK,Condominium,9,CCR,Freehold,Resale,1,4200000,-,2013,Strata,06 to 10,2087,Jul-18
5266,THE QUAYSIDE,ROBERTSON QUAY,Apartment,9,CCR,99 yrs lease commencing from 1994,Resale,1,1700000,-,1130,Strata,06 to 10,1504,Jul-18
5267,MARTIN NO 38,MARTIN ROAD,Apartment,9,CCR,Freehold,Resale,1,3000000,-,1130,Strata,11 to 15,2654,Jul-18
5268,THE CAPRI,STEVENS ROAD,Apartment,10,CCR,Freehold,Resale,1,1600000,-,1023,Strata,01 to 05,1565,Jul-18
5269,THE SCOTTS TOWER,SCOTTS ROAD,Condominium,9,CCR,103 yrs lease commencing from 2010,Resale,1,2820000,-,807,Strata,16 to 20,3493,Jul-18
5270,SOPHIA RESIDENCE,SOPHIA ROAD,Condominium,9,CCR,Freehold,Resale,1,2450000,-,1432,Strata,01 to 05,1711,Jul-18
5271,ROBERTSON EDGE,TONG WATT ROAD,Apartment,9,CCR,999 yrs lease commencing from 1841,Resale,1,1700000,-,1173,Strata,06 to 10,1449,Jul-18
5272,ATTITUDE AT KIM YAM,KIM YAM ROAD,Apartment,9,CCR,999 yrs lease commencing from 1841,Resale,1,1050000,-,689,Strata,06 to 10,1524,Jul-18
5273,MERGUI MANSIONS,MERGUI ROAD,Apartment,8,RCR,Freehold,Resale,1,1300000,-,1432,Strata,01 to 05,908,Jul-18
5274,2 RVG,RIVER VALLEY GROVE,Apartment,9,CCR,Freehold,Resale,1,1705000,-,926,Strata,01 to 05,1842,Jul-18
5275,SCOTTS SQUARE,SCOTTS ROAD,Apartment,9,CCR,Freehold,Resale,1,2205000,-,635,Strata,16 to 20,3472,Jul-18
5276,PARC EMILY,MOUNT EMILY ROAD,Condominium,9,CCR,Freehold,Resale,1,2105000,-,1238,Strata,06 to 10,1701,Jul-18
5277,DUCHESS CREST,DUCHESS AVENUE,Condominium,10,CCR,99 yrs lease commencing from 1995,Resale,1,2750000,-,2088,Strata,01 to 05,1317,Jul-18
5278,UE SQUARE,RIVER VALLEY ROAD,Apartment,9,CCR,929 yrs lease commencing from 1953,Resale,1,2128000,-,1227,Strata,01 to 05,1734,Jul-18
5279,ATTITUDE AT KIM YAM,KIM YAM ROAD,Apartment,9,CCR,999 yrs lease commencing from 1841,Resale,1,700000,-,366,Strata,01 to 05,1913,Jul-18
5280,SCOTTS 28,SCOTTS ROAD,Condominium,9,CCR,Freehold,Resale,1,3680000,-,1636,Strata,16 to 20,2249,Jul-18
5281,HILLTOPS,CAIRNHILL CIRCLE,Condominium,9,CCR,Freehold,Resale,1,3903000,-,1249,Strata,16 to 20,3126,Jul-18
5282,THE PEAK @ CAIRNHILL II,CAIRNHILL CIRCLE,Apartment,9,CCR,Freehold,Resale,1,2198000,-,829,Strata,01 to 05,2652,Jul-18
5283,VISIONCREST,OXLEY RISE,Apartment,9,CCR,Freehold,Resale,1,1900000,-,904,Strata,06 to 10,2101,Jul-18
5284,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,Resale,1,1050000,-,452,Strata,01 to 05,2323,Jul-18
5285,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,Resale,1,1690000,-,1076,Strata,11 to 15,1570,Jul-18
5286,NEW FUTURA,LEONIE HILL ROAD,Condominium,9,CCR,Freehold,Resale,1,6448000,-,1830,Strata,16 to 20,3524,Jul-18
5287,KERRISDALE,STURDEE ROAD,Condominium,8,RCR,99 yrs lease commencing from 1998,Resale,1,1180000,-,990,Strata,21 to 25,1192,Jul-18
5288,CONCOURSE SKYLINE,BEACH ROAD,Apartment,7,RCR,99 yrs lease commencing from 2008,Resale,1,2235480,-,1109,Strata,21 to 25,2016,Jul-18
5289,THE LAURELS,CAIRNHILL ROAD,Condominium,9,CCR,Freehold,Resale,1,2600000,-,1001,Strata,11 to 15,2597,Jul-18
5290,CONCOURSE SKYLINE,BEACH ROAD,Apartment,7,RCR,99 yrs lease commencing from 2008,Resale,1,3339960,-,1313,Strata,21 to 25,2543,Jul-18
5291,LLOYD SIXTYFIVE,LLOYD ROAD,Apartment,9,CCR,Freehold,Resale,1,2280000,-,603,Strata,06 to 10,3782,Jul-18
5292,WATERSCAPE AT CAVENAGH,CAVENAGH ROAD,Apartment,9,CCR,Freehold,Resale,1,2900000,-,1313,Strata,01 to 05,2208,Jul-18
5293,THREE BALMORAL,BALMORAL ROAD,Apartment,10,CCR,Freehold,Resale,1,6400000,-,3886,Strata,11 to 15,1647,Jul-18
5294,CLIVEDEN AT GRANGE,GRANGE ROAD,Condominium,10,CCR,Freehold,Resale,1,6500000,-,2842,Strata,01 to 05,2287,Jul-18
5295,RESIDENCES @ KILLINEY,KILLINEY ROAD,Apartment,9,CCR,Freehold,Resale,1,3410000,-,1625,Strata,06 to 10,2098,Jul-18
5296,LEEDON 2,LEEDON ROAD,Condominium,10,CCR,Freehold,Resale,1,1190000,-,764,Strata,01 to 05,1557,Jul-18
5297,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,Resale,1,1450000,-,936,Strata,01 to 05,1548,Jul-18
5298,NEW FUTURA,LEONIE HILL ROAD,Condominium,9,CCR,Freehold,Resale,1,4808000,-,1367,Strata,06 to 10,3517,Jul-18
5299,DUCHESS RESIDENCES,DUCHESS AVENUE,Condominium,10,CCR,999 yrs lease commencing from 1875,Resale,1,2980000,-,1615,Strata,01 to 05,1846,Jul-18
5300,THE COSMOPOLITAN,KIM SENG ROAD,Condominium,9,CCR,Freehold,Resale,1,3568000,-,1399,Strata,31 to 35,2550,Jul-18
5301,THE SUITES AT CENTRAL,DEVONSHIRE ROAD,Condominium,9,CCR,Freehold,Resale,1,3330000,-,1378,Strata,11 to 15,2417,Jul-18
5302,CITY SQUARE RESIDENCES,KITCHENER LINK,Condominium,8,RCR,Freehold,Resale,1,1350000,-,840,Strata,01 to 05,1608,Jul-18
5303,ALBA,CAIRNHILL RISE,Apartment,9,CCR,Freehold,Resale,1,4750000,-,1905,Strata,06 to 10,2493,Jul-18
5304,NATHAN RESIDENCES,NATHAN ROAD,Apartment,10,CCR,Freehold,Resale,1,1460000,-,775,Strata,01 to 05,1884,Jul-18
5305,THE INSPIRA,ARNASALAM CHETTY ROAD,Condominium,9,CCR,Freehold,Resale,1,1380000,-,667,Strata,06 to 10,2068,Jul-18
5306,THE TRIZON,RIDGEWOOD CLOSE,Condominium,10,CCR,Freehold,Resale,1,1730000,-,1012,Strata,01 to 05,1710,Jul-18
5307,MADISON RESIDENCES,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,Resale,1,3000000,-,1464,Strata,01 to 05,2049,Jul-18
5308,3 ORCHARD BY-THE-PARK,ORCHARD BOULEVARD,Condominium,10,CCR,Freehold,Resale,1,4245800,-,1152,Strata,01 to 05,3686,Jul-18
5309,CITYLIGHTS,JELLICOE ROAD,Condominium,8,RCR,99 yrs lease commencing from 2004,Resale,1,1390000,-,926,Strata,06 to 10,1502,Jul-18
5310,LEONIE HILL RESIDENCES,LEONIE HILL ROAD,Apartment,9,CCR,Freehold,Resale,1,3300000,-,1410,Strata,26 to 30,2340,Jul-18
5311,UE SQUARE,RIVER VALLEY ROAD,Apartment,9,CCR,929 yrs lease commencing from 1953,Resale,1,1700000,-,1001,Strata,01 to 05,1698,Jul-18
5312,SIGNATURE AT LEWIS,LEWIS ROAD,Apartment,10,CCR,Freehold,Resale,1,1650000,-,980,Strata,01 to 05,1684,Jul-18
5313,FERRELL RESIDENCES,BUKIT TIMAH ROAD,Apartment,10,CCR,Freehold,Resale,1,3535000,-,1841,Strata,16 to 20,1921,Jul-18
5314,THE SIERRA,MOUNT SINAI DRIVE,Apartment,10,CCR,947 yrs lease commencing from 1937,Resale,1,1460000,-,1033,Strata,06 to 10,1413,Jul-18
5315,CONCOURSE SKYLINE,BEACH ROAD,Apartment,7,RCR,99 yrs lease commencing from 2008,Resale,1,4520100,-,2260,Strata,21 to 25,2000,Jul-18
5316,HILLTOPS,CAIRNHILL CIRCLE,Condominium,9,CCR,Freehold,Resale,1,4650000,-,1550,Strata,06 to 10,3000,Jul-18
5317,NEW FUTURA,LEONIE HILL ROAD,Condominium,9,CCR,Freehold,Resale,1,4832000,-,1367,Strata,06 to 10,3535,Jul-18
5318,CONCOURSE SKYLINE,BEACH ROAD,Apartment,7,RCR,99 yrs lease commencing from 2008,Resale,1,2451540,-,1163,Strata,21 to 25,2109,Jul-18
5319,LEEDON RESIDENCE,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,Resale,1,9040000,-,5016,Strata,01 to 05,1802,Jul-18
5320,MERA SPRINGS,CARLISLE ROAD,Condominium,8,RCR,Freehold,Resale,1,2000000,-,1292,Strata,16 to 20,1548,Jul-18
5321,SOPHIA RESIDENCE,SOPHIA ROAD,Condominium,9,CCR,Freehold,Resale,1,2420000,-,1453,Strata,06 to 10,1665,Jul-18
5322,ROBIN RESIDENCES,ROBIN DRIVE,Condominium,10,CCR,Freehold,Resale,1,3330000,-,1270,Strata,01 to 05,2622,Jul-18
5323,CITYLIGHTS,JELLICOE ROAD,Condominium,8,RCR,99 yrs lease commencing from 2004,Resale,1,1138000,-,689,Strata,31 to 35,1652,Jul-18
5324,CITYLIGHTS,JELLICOE ROAD,Condominium,8,RCR,99 yrs lease commencing from 2004,Resale,1,2650000,-,1927,Strata,36 to 40,1375,Jul-18
5325,ESPADA,ST. THOMAS WALK,Apartment,9,CCR,Freehold,Resale,1,980000,-,355,Strata,26 to 30,2759,Jul-18
5326,LIV ON SOPHIA,ADIS ROAD,Apartment,9,CCR,Freehold,Resale,1,1280000,-,538,Strata,01 to 05,2378,Jul-18
5327,KELLOCK LODGE,KELLOCK ROAD,Apartment,10,CCR,Freehold,Resale,1,1408888,-,893,Strata,06 to 10,1577,Jul-18
5328,TYRWHITT 139,TYRWHITT ROAD,Apartment,8,RCR,Freehold,Resale,1,618000,-,366,Strata,01 to 05,1689,Jul-18
5329,CITYLIGHTS,JELLICOE ROAD,Condominium,8,RCR,99 yrs lease commencing from 2004,Resale,1,1080000,-,678,Strata,11 to 15,1593,Jul-18
5330,ESPADA,ST. THOMAS WALK,Apartment,9,CCR,Freehold,Resale,1,1060000,-,355,Strata,31 to 35,2984,Jul-18
5331,ONE JERVOIS,JERVOIS CLOSE,Condominium,10,CCR,Freehold,Resale,1,1770000,-,990,Strata,01 to 05,1787,Jul-18
5332,OUE TWIN PEAKS,LEONIE HILL ROAD,Condominium,9,CCR,99 yrs lease commencing from 2010,Resale,1,1608000,-,570,Strata,21 to 25,2819,Jul-18
5333,TEXTILE CENTRE,JALAN SULTAN,Apartment,7,RCR,99 yrs lease commencing from 1970,Resale,1,915000,-,1001,Strata,11 to 15,914,Jul-18
5334,PARC CENTENNIAL,KAMPONG JAVA ROAD,Apartment,9,CCR,Freehold,Resale,1,1750000,-,1163,Strata,11 to 15,1505,Jul-18
