S/N,Project Name,Street Name,Type,Postal District,Market Segment,Tenure,Type of Sale,No. of Units,Price ($),Nett Price ($),Area (Sqft),Type of Area,Floor Level,Unit Price ($psf),Date of Sale
619,ROOTS @ TRANSIT,TRANSIT ROAD,Apartment,26,OCR,99 yrs lease commencing from 2014,Resale,1,661800,-,441,Strata,01 to 05,1500,Jul-21
620,PARC VISTA,CORPORATION ROAD,Condominium,22,OCR,99 yrs lease commencing from 1995,Resale,1,928000,-,1076,Strata,11 to 15,862,Jul-21
621,THE HILLSIDE,UPPER BUKIT TIMAH ROAD,Condominium,21,OCR,Freehold,Resale,1,1796750,-,1302,Strata,06 to 10,1380,Jul-21
622,KINGSFORD . HILLVIEW PEAK,HILLVIEW RISE,Condominium,23,OCR,99 yrs lease commencing from 2012,Resale,1,1020000,-,775,Strata,06 to 10,1316,Jul-21
623,WOODGROVE CONDOMINIUM,WOODGROVE DRIVE,Condominium,25,OCR,99 yrs lease commencing from 1997,Resale,1,815000,-,1184,Strata,01 to 05,688,Jul-21
624,THE SKYWOODS,DAIRY FARM HEIGHTS,Condominium,23,OCR,99 yrs lease commencing from 2012,Resale,1,1300000,-,1012,Strata,01 to 05,1285,Jul-21
625,PARKVIEW APARTMENTS,BUKIT BATOK STREET 25,Apartment,23,OCR,99 yrs lease commencing from 1994,Resale,1,881000,-,1119,Strata,06 to 10,787,Jul-21
626,J GATEWAY,GATEWAY DRIVE,Condominium,22,OCR,99 yrs lease commencing from 2012,Resale,1,880000,-,474,Strata,16 to 20,1858,Jul-21
627,1 KING ALBERT PARK,KING ALBERT PARK,Condominium,21,RCR,Freehold,Resale,1,1719000,-,1012,Strata,01 to 05,1699,Jul-21
628,PARC OASIS,JURONG EAST AVENUE 1,Condominium,22,OCR,99 yrs lease commencing from 1991,Resale,1,1150000,-,1227,Strata,01 to 05,937,Jul-21
629,MEADOWS @ PEIRCE,UPPER THOMSON ROAD,Condominium,26,OCR,Freehold,Resale,1,2750000,-,2594,Strata,01 to 05,1060,Jul-21
630,THE HILLIER,HILLVIEW RISE,Apartment,23,OCR,99 yrs lease commencing from 2011,Resale,1,880000,-,624,Strata,16 to 20,1410,Jul-21
631,THE CENTRIS,JURONG WEST CENTRAL 3,Apartment,22,OCR,99 yrs lease commencing from 2006,Resale,1,1130000,-,936,Strata,06 to 10,1207,Jul-21
632,THE HILLIER,HILLVIEW RISE,Apartment,23,OCR,99 yrs lease commencing from 2011,Resale,1,735000,-,517,Strata,11 to 15,1423,Jul-21
633,PARC VISTA,CORPORATION ROAD,Condominium,22,OCR,99 yrs lease commencing from 1995,Resale,1,925000,-,1066,Strata,06 to 10,868,Jul-21
634,J GATEWAY,GATEWAY DRIVE,Condominium,22,OCR,99 yrs lease commencing from 2012,Resale,1,965000,-,527,Strata,31 to 35,1830,Jul-21
635,HILLVIEW HEIGHTS,HILLVIEW AVENUE,Condominium,23,OCR,Freehold,Resale,1,1850000,-,1432,Strata,01 to 05,1292,Jul-21
636,TREE HOUSE,CHESTNUT AVENUE,Condominium,23,OCR,99 yrs lease commencing from 2009,Resale,1,790000,-,743,Strata,01 to 05,1064,Jul-21
637,TREE HOUSE,CHESTNUT AVENUE,Condominium,23,OCR,99 yrs lease commencing from 2009,Resale,1,830000,-,743,Strata,06 to 10,1118,Jul-21
638,THE WARREN,CHOA CHU KANG LOOP,Condominium,23,OCR,99 yrs lease commencing from 2001,Resale,1,1190000,-,1302,Strata,11 to 15,914,Jul-21
639,HILLVISTA,ELIZABETH DRIVE,Condominium,23,OCR,Freehold,Resale,1,1630000,-,1152,Strata,06 to 10,1415,Jul-21
640,PARC PALAIS,HUME AVENUE,Condominium,21,OCR,Freehold,Resale,1,2020000,-,1507,Strata,06 to 10,1340,Jul-21
641,ROSEWOOD SUITES,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2008,Resale,1,630000,-,657,Strata,01 to 05,959,Jul-21
642,HIGHGATE,TOH TUCK ROAD,Condominium,21,RCR,Freehold,Resale,1,1710000,-,1324,Strata,01 to 05,1292,Jul-21
643,TREE HOUSE,CHESTNUT AVENUE,Condominium,23,OCR,99 yrs lease commencing from 2009,Resale,1,828000,-,807,Strata,06 to 10,1026,Jul-21
644,THE PETALS,HILLVIEW AVENUE,Condominium,23,OCR,Freehold,Resale,1,1300000,-,1259,Strata,01 to 05,1032,Jul-21
645,REGENT GROVE,CHOA CHU KANG NORTH 7,Condominium,23,OCR,99 yrs lease commencing from 1997,Resale,1,980000,-,1259,Strata,11 to 15,778,Jul-21
646,THE TENNERY,WOODLANDS ROAD,Apartment,23,OCR,99 yrs lease commencing from 2010,Resale,1,690000,-,614,Strata,06 to 10,1125,Jul-21
647,ROOTS @ TRANSIT,TRANSIT ROAD,Apartment,26,OCR,99 yrs lease commencing from 2014,Resale,1,777800,-,581,Strata,01 to 05,1338,Jul-21
648,HILLVIEW REGENCY,BUKIT BATOK EAST AVENUE 2,Condominium,23,OCR,99 yrs lease commencing from 2000,Resale,1,1080000,-,1109,Strata,16 to 20,974,Jul-21
649,HAZEL PARK CONDOMINIUM,HAZEL PARK TERRACE,Condominium,23,OCR,999 yrs lease commencing from 1882,Resale,1,1970000,-,1518,Strata,06 to 10,1298,Jul-21
650,FORESQUE RESIDENCES,PETIR ROAD,Condominium,23,OCR,99 yrs lease commencing from 2011,Resale,1,893000,-,743,Strata,11 to 15,1202,Jul-21
651,KINGSFORD . HILLVIEW PEAK,HILLVIEW RISE,Condominium,23,OCR,99 yrs lease commencing from 2012,Resale,1,1070000,-,829,Strata,06 to 10,1291,Jul-21
652,FORESQUE RESIDENCES,PETIR ROAD,Condominium,23,OCR,99 yrs lease commencing from 2011,Resale,1,1553888,-,1238,Strata,21 to 25,1255,Jul-21
653,CLEMENTI PARK,SUNSET WAY,Condominium,21,OCR,Freehold,Resale,1,2650000,-,1873,Strata,06 to 10,1415,Jul-21
654,ROOTS @ TRANSIT,TRANSIT ROAD,Apartment,26,OCR,99 yrs lease commencing from 2014,Resale,1,836800,-,667,Strata,01 to 05,1254,Jul-21
655,MEADOWS @ PEIRCE,UPPER THOMSON ROAD,Condominium,26,OCR,Freehold,Resale,1,2200000,-,3068,Strata,01 to 05,717,Jul-21
656,THE SKYWOODS,DAIRY FARM HEIGHTS,Condominium,23,OCR,99 yrs lease commencing from 2012,Resale,1,1220000,-,872,Strata,06 to 10,1399,Jul-21
657,PANDAN VALLEY,PANDAN VALLEY,Condominium,21,RCR,Freehold,Resale,1,2838000,-,2562,Strata,06 to 10,1108,Jul-21
658,SPRINGDALE CONDOMINIUM,HINDHEDE WALK,Condominium,21,OCR,999 yrs lease commencing from 1877,Resale,1,1180000,-,926,Strata,06 to 10,1275,Jul-21
659,PARKVIEW APARTMENTS,BUKIT BATOK STREET 25,Apartment,23,OCR,99 yrs lease commencing from 1994,Resale,1,800000,-,1119,Strata,01 to 05,715,Jul-21
660,SHERWOOD CONDOMINIUM,JALAN JURONG KECHIL,Condominium,21,RCR,Freehold,Resale,1,1085000,-,936,Strata,01 to 05,1159,Jul-21
661,ROOTS @ TRANSIT,TRANSIT ROAD,Apartment,26,OCR,99 yrs lease commencing from 2014,Resale,1,750800,-,592,Strata,01 to 05,1268,Jul-21
662,KAP RESIDENCES,KING ALBERT PARK,Apartment,21,RCR,Freehold,Resale,1,950000,-,517,Strata,01 to 05,1839,Jul-21
663,ROOTS @ TRANSIT,TRANSIT ROAD,Apartment,26,OCR,99 yrs lease commencing from 2014,Resale,1,708800,-,517,Strata,01 to 05,1372,Jul-21
664,HILLBROOKS,HILLVIEW AVENUE,Condominium,23,OCR,Freehold,Resale,1,1190000,-,1130,Strata,01 to 05,1053,Jul-21
665,HILLSTA,PHOENIX ROAD,Condominium,23,OCR,99 yrs lease commencing from 2011,Resale,1,630000,-,527,Strata,06 to 10,1194,Jun-21
666,THE MADEIRA,BUKIT BATOK STREET 31,Condominium,23,OCR,99 yrs lease commencing from 2000,Resale,1,1250000,-,1356,Strata,06 to 10,922,Jun-21
667,PARC ROSEWOOD,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2011,Resale,1,1230000,-,1765,Strata,01 to 05,697,Jun-21
668,THE LAKESHORE,JURONG WEST STREET 41,Condominium,22,OCR,99 yrs lease commencing from 2002,Resale,1,1188000,-,1109,Strata,06 to 10,1072,Jun-21
669,J GATEWAY,GATEWAY DRIVE,Condominium,22,OCR,99 yrs lease commencing from 2012,Resale,1,905000,-,495,Strata,16 to 20,1828,Jun-21
670,REGENT HEIGHTS,BUKIT BATOK EAST AVENUE 5,Condominium,23,OCR,99 yrs lease commencing from 1995,Resale,1,800000,-,1023,Strata,11 to 15,782,Jun-21
671,SPRINGDALE CONDOMINIUM,HINDHEDE WALK,Condominium,21,OCR,999 yrs lease commencing from 1877,Resale,1,1560000,-,1152,Strata,06 to 10,1354,Jun-21
672,REGENT HEIGHTS,BUKIT BATOK EAST AVENUE 5,Condominium,23,OCR,99 yrs lease commencing from 1995,Resale,1,828000,-,1023,Strata,16 to 20,810,Jun-21
673,HILLVIEW REGENCY,BUKIT BATOK EAST AVENUE 2,Condominium,23,OCR,99 yrs lease commencing from 2000,Resale,1,1010000,-,1119,Strata,11 to 15,902,Jun-21
674,HILLION RESIDENCES,JELEBU ROAD,Apartment,23,OCR,99 yrs lease commencing from 2013,Resale,1,755000,-,474,Strata,16 to 20,1594,Jun-21
675,ROOTS @ TRANSIT,TRANSIT ROAD,Apartment,26,OCR,99 yrs lease commencing from 2014,Resale,1,852800,-,667,Strata,01 to 05,1278,Jun-21
676,MAYSPRINGS,PETIR ROAD,Apartment,23,OCR,99 yrs lease commencing from 1994,Resale,1,830000,-,915,Strata,01 to 05,907,Jun-21
677,HAZEL PARK CONDOMINIUM,HAZEL PARK TERRACE,Condominium,23,OCR,999 yrs lease commencing from 1882,Resale,1,1750000,-,1346,Strata,16 to 20,1301,Jun-21
678,MEADOWS @ PEIRCE,UPPER THOMSON ROAD,Condominium,26,OCR,Freehold,Resale,1,1265000,-,915,Strata,01 to 05,1383,Jun-21
679,SOUTHAVEN I,HINDHEDE WALK,Condominium,21,OCR,99 yrs lease commencing from 1994,Resale,1,1303000,-,1292,Strata,01 to 05,1009,Jun-21
680,REGENT HEIGHTS,BUKIT BATOK EAST AVENUE 5,Condominium,23,OCR,99 yrs lease commencing from 1995,Resale,1,800000,-,1023,Strata,11 to 15,782,Jun-21
681,ROSEWOOD SUITES,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2008,Resale,1,1300000,-,1701,Strata,01 to 05,764,Jun-21
682,ROOTS @ TRANSIT,TRANSIT ROAD,Apartment,26,OCR,99 yrs lease commencing from 2014,Resale,1,1629000,-,1324,Strata,01 to 05,1230,Jun-21
683,CAVENDISH PARK,PINE GROVE,Condominium,21,RCR,99 yrs lease commencing from 1991,Resale,1,1188888,-,958,Strata,06 to 10,1241,Jun-21
684,CASABLANCA,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2001,Resale,1,765000,-,936,Strata,06 to 10,817,Jun-21
685,J GATEWAY,GATEWAY DRIVE,Condominium,22,OCR,99 yrs lease commencing from 2012,Resale,1,858000,-,506,Strata,06 to 10,1696,Jun-21
686,WOODHAVEN,WOODGROVE AVENUE,Condominium,25,OCR,99 yrs lease commencing from 2011,Resale,1,760000,-,700,Strata,01 to 05,1086,Jun-21
687,MEADOWS @ PEIRCE,UPPER THOMSON ROAD,Condominium,26,OCR,Freehold,Resale,1,2550000,-,1830,Strata,01 to 05,1394,Jun-21
688,FORESQUE RESIDENCES,PETIR ROAD,Condominium,23,OCR,99 yrs lease commencing from 2011,Resale,1,820888,-,667,Strata,06 to 10,1230,Jun-21
689,RESIDENTIAL APARTMENTS,UPPER THOMSON ROAD,Apartment,26,OCR,Freehold,Resale,1,1200000,-,1184,Strata,01 to 05,1013,Jun-21
690,THE BROOKS I,SPRINGSIDE WALK,Apartment,26,OCR,Freehold,Resale,1,808000,-,570,Strata,01 to 05,1416,Jun-21
691,THE CREEK @ BUKIT,TOH TUCK ROAD,Condominium,21,RCR,Freehold,Resale,1,1350000,-,786,Strata,01 to 05,1718,Jun-21
692,HILLSTA,PHOENIX ROAD,Condominium,23,OCR,99 yrs lease commencing from 2011,Resale,1,698000,-,624,Strata,06 to 10,1118,Jun-21
693,THE LAKESHORE,JURONG WEST STREET 41,Condominium,22,OCR,99 yrs lease commencing from 2002,Resale,1,1188000,-,1227,Strata,01 to 05,968,Jun-21
694,NORTHVALE,CHOA CHU KANG LOOP,Apartment,23,OCR,99 yrs lease commencing from 1995,Resale,1,700000,-,721,Strata,01 to 05,971,Jun-21
695,THE HILLIER,HILLVIEW RISE,Apartment,23,OCR,99 yrs lease commencing from 2011,Resale,1,820000,-,624,Strata,11 to 15,1313,Jun-21
696,FORESQUE RESIDENCES,PETIR ROAD,Condominium,23,OCR,99 yrs lease commencing from 2011,Resale,1,1350000,-,1184,Strata,06 to 10,1140,Jun-21
697,THE HILLSIDE,UPPER BUKIT TIMAH ROAD,Condominium,21,OCR,Freehold,Resale,1,2080000,-,1636,Strata,01 to 05,1271,Jun-21
698,PARC ROSEWOOD,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2011,Resale,1,650000,-,603,Strata,01 to 05,1078,Jun-21
699,CASTLE GREEN,YIO CHU KANG ROAD,Condominium,26,OCR,99 yrs lease commencing from 1993,Resale,1,1030000,-,1302,Strata,01 to 05,791,Jun-21
700,THE BLOSSOMVALE,DUNEARN ROAD,Condominium,21,RCR,999 yrs lease commencing from 1884,Resale,1,1560000,-,904,Strata,06 to 10,1725,Jun-21
701,SIGNATURE PARK,TOH TUCK ROAD,Condominium,21,RCR,Freehold,Resale,1,2120000,-,1421,Strata,06 to 10,1492,Jun-21
702,PALM GARDENS,HONG SAN WALK,Condominium,23,OCR,99 yrs lease commencing from 1996,Resale,1,930000,-,1206,Strata,11 to 15,771,Jun-21
703,PANDAN VALLEY,PANDAN VALLEY,Condominium,21,RCR,Freehold,Resale,1,1900000,-,1475,Strata,01 to 05,1288,Jun-21
704,HILLVIEW REGENCY,BUKIT BATOK EAST AVENUE 2,Condominium,23,OCR,99 yrs lease commencing from 2000,Resale,1,1033000,-,1173,Strata,06 to 10,880,Jun-21
705,KINGSFORD . HILLVIEW PEAK,HILLVIEW RISE,Condominium,23,OCR,99 yrs lease commencing from 2012,Resale,1,1036888,-,829,Strata,01 to 05,1251,Jun-21
706,MAYFAIR PARK,JALAN BINGKA,Apartment,21,RCR,99 yrs lease commencing from 1952,Resale,1,400000,-,915,Strata,01 to 05,437,Jun-21
707,LAKESIDE TOWER,YUAN CHING ROAD,Apartment,22,OCR,99 yrs lease commencing from 1975,Resale,1,2038000,-,3875,Strata,16 to 20,526,Jun-21
708,ROOTS @ TRANSIT,TRANSIT ROAD,Apartment,26,OCR,99 yrs lease commencing from 2014,Resale,1,828800,-,667,Strata,01 to 05,1242,Jun-21
709,J GATEWAY,GATEWAY DRIVE,Condominium,22,OCR,99 yrs lease commencing from 2012,Resale,1,1200000,-,678,Strata,16 to 20,1770,Jun-21
710,GLENDALE PARK,HILLVIEW AVENUE,Condominium,23,OCR,Freehold,Resale,1,1680000,-,1249,Strata,06 to 10,1345,Jun-21
711,LAKE GRANDE,JURONG LAKE LINK,Condominium,22,OCR,99 yrs lease commencing from 2015,Resale,1,800000,-,517,Strata,01 to 05,1548,Jun-21
712,J GATEWAY,GATEWAY DRIVE,Condominium,22,OCR,99 yrs lease commencing from 2012,Resale,1,1488800,-,947,Strata,11 to 15,1572,Jun-21
713,ROSEWOOD,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2000,Resale,1,1050000,-,1550,Strata,01 to 05,677,Jun-21
714,PARC ROSEWOOD,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2011,Resale,1,545000,-,517,Strata,01 to 05,1055,Jun-21
715,HILLVISTA,ELIZABETH DRIVE,Condominium,23,OCR,Freehold,Resale,1,1560000,-,1184,Strata,06 to 10,1318,Jun-21
716,PARC ROSEWOOD,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2011,Resale,1,600000,-,517,Strata,01 to 05,1161,Jun-21
717,CAVENDISH PARK,PINE GROVE,Condominium,21,RCR,99 yrs lease commencing from 1991,Resale,1,1810000,-,1410,Strata,11 to 15,1284,Jun-21
718,THE SKYWOODS,DAIRY FARM HEIGHTS,Condominium,23,OCR,99 yrs lease commencing from 2012,Resale,1,1430000,-,1066,Strata,06 to 10,1342,Jun-21
719,REGENT HEIGHTS,BUKIT BATOK EAST AVENUE 5,Condominium,23,OCR,99 yrs lease commencing from 1995,Resale,1,802000,-,1023,Strata,16 to 20,784,Jun-21
720,PARC VISTA,CORPORATION ROAD,Condominium,22,OCR,99 yrs lease commencing from 1995,Resale,1,1055000,-,1259,Strata,01 to 05,838,Jun-21
721,THE CENTRIS,JURONG WEST CENTRAL 3,Apartment,22,OCR,99 yrs lease commencing from 2006,Resale,1,1100000,-,936,Strata,06 to 10,1175,Jun-21
722,PARC ROSEWOOD,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2011,Resale,1,562000,-,517,Strata,01 to 05,1088,Jun-21
723,THE LAKESHORE,JURONG WEST STREET 41,Condominium,22,OCR,99 yrs lease commencing from 2002,Resale,1,1060000,-,947,Strata,16 to 20,1119,Jun-21
724,SIGNATURE PARK,TOH TUCK ROAD,Condominium,21,RCR,Freehold,Resale,1,1410000,-,1033,Strata,06 to 10,1365,Jun-21
725,CAVENDISH PARK,PINE GROVE,Condominium,21,RCR,99 yrs lease commencing from 1991,Resale,1,1530400,-,1227,Strata,06 to 10,1247,Jun-21
726,PARC ROSEWOOD,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2011,Resale,1,530000,-,506,Strata,01 to 05,1048,Jun-21
727,REGENT HEIGHTS,BUKIT BATOK EAST AVENUE 5,Condominium,23,OCR,99 yrs lease commencing from 1995,Resale,1,740000,-,1023,Strata,01 to 05,724,Jun-21
728,SUMMERHILL,HUME AVENUE,Condominium,21,OCR,Freehold,Resale,1,1569000,-,1206,Strata,01 to 05,1301,Jun-21
729,THE LANAI,HILLVIEW AVENUE,Condominium,23,OCR,999 yrs lease commencing from 1885,Resale,1,1675000,-,1109,Strata,01 to 05,1511,Jun-21
730,FORESQUE RESIDENCES,PETIR ROAD,Condominium,23,OCR,99 yrs lease commencing from 2011,Resale,1,875000,-,732,Strata,01 to 05,1195,Jun-21
731,LAKEVILLE,JURONG LAKE LINK,Condominium,22,OCR,99 yrs lease commencing from 2013,Resale,1,1728000,-,1163,Strata,06 to 10,1486,Jun-21
732,PINE GROVE,PINE GROVE,Condominium,21,RCR,99 yrs lease commencing from 1984,Resale,1,1737500,-,1938,Strata,01 to 05,897,Jun-21
733,KINGSFORD . HILLVIEW PEAK,HILLVIEW RISE,Condominium,23,OCR,99 yrs lease commencing from 2012,Resale,1,1058888,-,775,Strata,11 to 15,1366,Jun-21
734,MAYSPRINGS,PETIR ROAD,Apartment,23,OCR,99 yrs lease commencing from 1994,Resale,1,850000,-,915,Strata,16 to 20,929,Jun-21
735,MEADOWS @ PEIRCE,UPPER THOMSON ROAD,Condominium,26,OCR,Freehold,Resale,1,860000,-,635,Strata,01 to 05,1354,Jun-21
736,PARC OASIS,JURONG EAST AVENUE 1,Condominium,22,OCR,99 yrs lease commencing from 1991,Resale,1,1045000,-,1076,Strata,11 to 15,971,Jun-21
737,THE HILLFORD,JALAN JURONG KECHIL,Apartment,21,RCR,60 yrs lease commencing from 2013,Resale,1,715000,-,657,Strata,01 to 05,1089,Jun-21
738,ROOTS @ TRANSIT,TRANSIT ROAD,Apartment,26,OCR,99 yrs lease commencing from 2014,Resale,1,688800,-,517,Strata,01 to 05,1333,Jun-21
739,HILLVIEW HEIGHTS,HILLVIEW AVENUE,Condominium,23,OCR,Freehold,Resale,1,1270000,-,990,Strata,01 to 05,1282,Jun-21
740,MI CASA,CHOA CHU KANG AVENUE 3,Condominium,23,OCR,99 yrs lease commencing from 2008,Resale,1,1215000,-,1281,Strata,01 to 05,949,Jun-21
741,THE RAINTREE,BUKIT DRIVE,Condominium,21,OCR,99 yrs lease commencing from 2003,Resale,1,1600000,-,1324,Strata,01 to 05,1208,Jun-21
742,CASABLANCA,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2001,Resale,1,850000,-,1119,Strata,06 to 10,759,Jun-21
743,J GATEWAY,GATEWAY DRIVE,Condominium,22,OCR,99 yrs lease commencing from 2012,Resale,1,2000000,-,1163,Strata,26 to 30,1720,Jun-21
744,PANDAN VALLEY,PANDAN VALLEY,Condominium,21,RCR,Freehold,Resale,1,2000000,-,1335,Strata,11 to 15,1498,Jun-21
745,PALM GARDENS,HONG SAN WALK,Condominium,23,OCR,99 yrs lease commencing from 1996,Resale,1,918000,-,1216,Strata,11 to 15,755,Jun-21
746,THE BLOSSOMVALE,DUNEARN ROAD,Condominium,21,RCR,999 yrs lease commencing from 1884,Resale,1,2128000,-,1335,Strata,01 to 05,1594,Jun-21
747,THE LAKEFRONT RESIDENCES,LAKESIDE DRIVE,Condominium,22,OCR,99 yrs lease commencing from 2010,Resale,1,1350000,-,1001,Strata,11 to 15,1349,Jun-21
748,PARK NATURA,BUKIT BATOK EAST AVENUE 6,Condominium,23,RCR,Freehold,Resale,1,2250000,-,1744,Strata,01 to 05,1290,Jun-21
749,KINGSFORD . HILLVIEW PEAK,HILLVIEW RISE,Condominium,23,OCR,99 yrs lease commencing from 2012,Resale,1,818000,-,980,Strata,11 to 15,835,Jun-21
750,PARC ROSEWOOD,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2011,Resale,1,720000,-,764,Strata,01 to 05,942,Jun-21
751,LAKESIDE TOWER,YUAN CHING ROAD,Apartment,22,OCR,99 yrs lease commencing from 1975,Resale,1,1120000,-,1970,Strata,06 to 10,569,Jun-21
752,THE SKYWOODS,DAIRY FARM HEIGHTS,Condominium,23,OCR,99 yrs lease commencing from 2012,Resale,1,1360000,-,1012,Strata,06 to 10,1344,Jun-21
753,CASABLANCA,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2001,Resale,1,855000,-,1119,Strata,06 to 10,764,Jun-21
754,SUMMERHILL,HUME AVENUE,Condominium,21,OCR,Freehold,Resale,1,2350000,-,1604,Strata,06 to 10,1465,Jun-21
755,KINGSFORD . HILLVIEW PEAK,HILLVIEW RISE,Condominium,23,OCR,99 yrs lease commencing from 2012,Resale,1,695000,-,517,Strata,06 to 10,1345,Jun-21
756,PALM GARDENS,HONG SAN WALK,Condominium,23,OCR,99 yrs lease commencing from 1996,Resale,1,1100000,-,1432,Strata,06 to 10,768,Jun-21
757,HILLVIEW GREEN,HUME AVENUE,Condominium,21,OCR,999 yrs lease commencing from 1883,Resale,1,1530000,-,1292,Strata,06 to 10,1185,Jun-21
758,SOUTHAVEN II,HINDHEDE WALK,Condominium,21,OCR,999 yrs lease commencing from 1877,Resale,1,1670000,-,1302,Strata,01 to 05,1282,Jun-21
759,SIGNATURE PARK,TOH TUCK ROAD,Condominium,21,RCR,Freehold,Resale,1,1480000,-,1055,Strata,06 to 10,1403,Jun-21
760,PARC VISTA,CORPORATION ROAD,Condominium,22,OCR,99 yrs lease commencing from 1995,Resale,1,1050000,-,1270,Strata,01 to 05,827,Jun-21
761,REGENT HEIGHTS,BUKIT BATOK EAST AVENUE 5,Condominium,23,OCR,99 yrs lease commencing from 1995,Resale,1,765000,-,1023,Strata,01 to 05,748,Jun-21
762,ROSEWOOD,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2000,Resale,1,1500000,-,2153,Strata,16 to 20,697,Jun-21
763,CASABLANCA,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2001,Resale,1,830000,-,1119,Strata,06 to 10,741,Jun-21
764,THE HILLIER,HILLVIEW RISE,Apartment,23,OCR,99 yrs lease commencing from 2011,Resale,1,925000,-,614,Strata,11 to 15,1508,Jun-21
765,LAKESIDE TOWER,YUAN CHING ROAD,Apartment,22,OCR,99 yrs lease commencing from 1975,Resale,1,1360000,-,1970,Strata,11 to 15,690,Jun-21
766,REGENT HEIGHTS,BUKIT BATOK EAST AVENUE 5,Condominium,23,OCR,99 yrs lease commencing from 1995,Resale,1,825000,-,1023,Strata,21 to 25,807,Jun-21
767,BUKIT REGENCY,UPPER BUKIT TIMAH VIEW,Condominium,21,RCR,Freehold,Resale,1,1830000,-,1399,Strata,06 to 10,1308,Jun-21
768,THE MADEIRA,BUKIT BATOK STREET 31,Condominium,23,OCR,99 yrs lease commencing from 2000,Resale,1,1070000,-,1249,Strata,11 to 15,857,Jun-21
769,FORESQUE RESIDENCES,PETIR ROAD,Condominium,23,OCR,99 yrs lease commencing from 2011,Resale,1,1800000,-,1798,Strata,21 to 25,1001,Jun-21
770,WOODGROVE CONDOMINIUM,WOODGROVE DRIVE,Condominium,25,OCR,99 yrs lease commencing from 1997,Resale,1,1040000,-,1518,Strata,01 to 05,685,Jun-21
771,THE CALROSE,YIO CHU KANG ROAD,Condominium,26,OCR,Freehold,Resale,1,1400000,-,969,Strata,01 to 05,1445,Jun-21
772,SHERWOOD CONDOMINIUM,JALAN JURONG KECHIL,Condominium,21,RCR,Freehold,Resale,1,1450000,-,1238,Strata,06 to 10,1171,Jun-21
773,LAKEHOLMZ,CORPORATION ROAD,Condominium,22,OCR,99 yrs lease commencing from 2001,Resale,1,1220000,-,1238,Strata,11 to 15,986,Jun-21
774,ROOTS @ TRANSIT,TRANSIT ROAD,Apartment,26,OCR,99 yrs lease commencing from 2014,Resale,1,687000,-,517,Strata,01 to 05,1330,Jun-21
775,THE HILLFORD,JALAN JURONG KECHIL,Apartment,21,RCR,60 yrs lease commencing from 2013,Resale,1,485000,-,398,Strata,06 to 10,1218,Jun-21
776,MAYSPRINGS,PETIR ROAD,Apartment,23,OCR,99 yrs lease commencing from 1994,Resale,1,1080000,-,1313,Strata,01 to 05,822,Jun-21
777,HAZEL PARK CONDOMINIUM,HAZEL PARK TERRACE,Condominium,23,OCR,999 yrs lease commencing from 1882,Resale,1,1600000,-,1324,Strata,11 to 15,1208,Jun-21
778,CLEMENTI PARK,SUNSET WAY,Condominium,21,OCR,Freehold,Resale,1,2015000,-,1539,Strata,06 to 10,1309,Jun-21
779,THE PETALS,HILLVIEW AVENUE,Condominium,23,OCR,Freehold,Resale,1,1480000,-,1302,Strata,06 to 10,1136,Jun-21
780,CLEMENTI PARK,SUNSET WAY,Condominium,21,OCR,Freehold,Resale,1,1685000,-,1346,Strata,01 to 05,1252,Jun-21
781,THE LAKESHORE,JURONG WEST STREET 41,Condominium,22,OCR,99 yrs lease commencing from 2002,Resale,1,1050000,-,936,Strata,06 to 10,1121,Jun-21
782,SEASONS PARK,YIO CHU KANG ROAD,Condominium,26,OCR,99 yrs lease commencing from 1995,Resale,1,1260000,-,1249,Strata,06 to 10,1009,Jun-21
783,PINE GROVE,PINE GROVE,Condominium,21,RCR,99 yrs lease commencing from 1984,Resale,1,1700000,-,1798,Strata,11 to 15,946,Jun-21
784,HILLVISTA,ELIZABETH DRIVE,Condominium,23,OCR,Freehold,Resale,1,1560000,-,1152,Strata,01 to 05,1354,Jun-21
785,HILLION RESIDENCES,JELEBU ROAD,Apartment,23,OCR,99 yrs lease commencing from 2013,Resale,1,1080000,-,710,Strata,16 to 20,1520,Jun-21
786,ROOTS @ TRANSIT,TRANSIT ROAD,Apartment,26,OCR,99 yrs lease commencing from 2014,Resale,1,799000,-,667,Strata,01 to 05,1197,Jun-21
