S/N,Project Name,Street Name,Type,Postal District,Market Segment,Tenure,Type of Sale,No. of Units,Price ($),Nett Price ($),Area (Sqft),Type of Area,Floor Level,Unit Price ($psf),Date of Sale
1,CASA ESPERANZA,BUKIT TIMAH ROAD,Condominium,21,RCR,Freehold,Resale,1,3565000,-,2002,Strata,01 to 05,1781,Oct-21
2,NATURA@HILLVIEW,HILLVIEW TERRACE,Apartment,23,OCR,Freehold,Resale,1,710000,-,527,Strata,01 to 05,1346,Oct-21
3,THE LAKEFRONT RESIDENCES,LAKESIDE DRIVE,Condominium,22,OCR,99 yrs lease commencing from 2010,Resale,1,1200000,-,775,Strata,11 to 15,1548,Oct-21
4,SUMMERHILL,HUME AVENUE,Condominium,21,OCR,Freehold,Resale,1,2230000,-,1604,Strata,01 to 05,1390,Oct-21
5,HILLION RESIDENCES,JELEBU ROAD,Apartment,23,OCR,99 yrs lease commencing from 2013,Resale,1,715000,-,474,Strata,06 to 10,1510,Oct-21
6,NORTHVALE,CHOA CHU KANG LOOP,Apartment,23,OCR,99 yrs lease commencing from 1995,Resale,1,1060000,-,1356,Strata,01 to 05,782,Oct-21
7,J GATEWAY,GATEWAY DRIVE,Condominium,22,OCR,99 yrs lease commencing from 2012,Resale,1,812000,-,474,Strata,01 to 05,1714,Oct-21
8,THE CENTRIS,JURONG WEST CENTRAL 3,Apartment,22,OCR,99 yrs lease commencing from 2006,Resale,1,1250000,-,1001,Strata,06 to 10,1249,Oct-21
9,TREE HOUSE,CHESTNUT AVENUE,Condominium,23,OCR,99 yrs lease commencing from 2009,Resale,1,915000,-,807,Strata,06 to 10,1133,Oct-21
10,PARC VISTA,CORPORATION ROAD,Condominium,22,OCR,99 yrs lease commencing from 1995,Resale,1,1088888,-,1270,Strata,01 to 05,857,Oct-21
11,THE SKYWOODS,DAIRY FARM HEIGHTS,Condominium,23,OCR,99 yrs lease commencing from 2012,Resale,1,1700000,-,1292,Strata,06 to 10,1316,Oct-21
12,J GATEWAY,GATEWAY DRIVE,Condominium,22,OCR,99 yrs lease commencing from 2012,Resale,1,1630000,-,893,Strata,31 to 35,1824,Oct-21
13,HAZEL PARK CONDOMINIUM,HAZEL PARK TERRACE,Condominium,23,OCR,999 yrs lease commencing from 1882,Resale,1,1420000,-,1206,Strata,01 to 05,1178,Oct-21
14,SPRINGDALE CONDOMINIUM,HINDHEDE WALK,Condominium,21,OCR,999 yrs lease commencing from 1877,Resale,1,1545000,-,1130,Strata,01 to 05,1367,Oct-21
15,J GATEWAY,GATEWAY DRIVE,Condominium,22,OCR,99 yrs lease commencing from 2012,Resale,1,908000,-,474,Strata,21 to 25,1917,Oct-21
16,LAKEVILLE,JURONG LAKE LINK,Condominium,22,OCR,99 yrs lease commencing from 2013,Resale,1,798000,-,560,Strata,06 to 10,1426,Oct-21
17,PARK NATURA,BUKIT BATOK EAST AVENUE 6,Condominium,23,RCR,Freehold,Resale,1,2032000,-,1410,Strata,01 to 05,1441,Oct-21
18,CASABLANCA,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2001,Resale,1,1050000,-,1184,Strata,06 to 10,887,Oct-21
19,HILLVIEW HEIGHTS,HILLVIEW AVENUE,Condominium,23,OCR,Freehold,Resale,1,1350000,-,958,Strata,06 to 10,1409,Oct-21
20,GLENDALE PARK,HILLVIEW AVENUE,Condominium,23,OCR,Freehold,Resale,1,1800000,-,1313,Strata,01 to 05,1371,Oct-21
21,ECO SANCTUARY,CHESTNUT AVENUE,Condominium,23,OCR,99 yrs lease commencing from 2012,Resale,1,908000,-,667,Strata,11 to 15,1361,Oct-21
22,J GATEWAY,GATEWAY DRIVE,Condominium,22,OCR,99 yrs lease commencing from 2012,Resale,1,935000,-,517,Strata,11 to 15,1810,Oct-21
23,THE HILLIER,HILLVIEW RISE,Apartment,23,OCR,99 yrs lease commencing from 2011,Resale,1,740000,-,517,Strata,16 to 20,1432,Oct-21
24,NICON GARDENS,CHOA CHU KANG ROAD,Condominium,23,OCR,99 yrs lease commencing from 1981,Resale,1,1455000,-,2013,Strata,-,723,Oct-21
25,SUMMERHILL,HUME AVENUE,Condominium,21,OCR,Freehold,Resale,1,1335000,-,947,Strata,06 to 10,1409,Oct-21
26,HILLSTA,PHOENIX ROAD,Condominium,23,OCR,99 yrs lease commencing from 2011,Resale,1,950000,-,861,Strata,21 to 25,1103,Oct-21
27,NATURA@HILLVIEW,HILLVIEW TERRACE,Apartment,23,OCR,Freehold,Resale,1,760000,-,527,Strata,06 to 10,1441,Oct-21
28,LAKE GRANDE,JURONG LAKE LINK,Condominium,22,OCR,99 yrs lease commencing from 2015,Resale,1,750000,-,474,Strata,06 to 10,1584,Oct-21
29,THE SKYWOODS,DAIRY FARM HEIGHTS,Condominium,23,OCR,99 yrs lease commencing from 2012,Resale,1,1830000,-,1346,Strata,01 to 05,1360,Oct-21
30,THE HILLFORD,JALAN JURONG KECHIL,Apartment,21,RCR,60 yrs lease commencing from 2013,Resale,1,510000,-,398,Strata,06 to 10,1281,Oct-21
31,PARC OASIS,JURONG EAST AVENUE 1,Condominium,22,OCR,99 yrs lease commencing from 1991,Resale,1,1500000,-,1507,Strata,16 to 20,995,Oct-21
32,HILLTOP GROVE,HILLVIEW AVENUE,Condominium,23,OCR,99 yrs lease commencing from 1996,Resale,1,890000,-,1012,Strata,06 to 10,880,Oct-21
33,HILLSTA,PHOENIX ROAD,Condominium,23,OCR,99 yrs lease commencing from 2011,Resale,1,915888,-,861,Strata,11 to 15,1064,Oct-21
34,HAZEL PARK CONDOMINIUM,HAZEL PARK TERRACE,Condominium,23,OCR,999 yrs lease commencing from 1882,Resale,1,1330000,-,980,Strata,01 to 05,1358,Oct-21
35,FOREST HILLS CONDOMINIUM,TRANSIT ROAD,Condominium,26,OCR,99 yrs lease commencing from 2000,Resale,1,1030888,-,1227,Strata,01 to 05,840,Oct-21
36,KINGSFORD . HILLVIEW PEAK,HILLVIEW RISE,Condominium,23,OCR,99 yrs lease commencing from 2012,Resale,1,1070000,-,829,Strata,16 to 20,1291,Oct-21
37,GLENDALE PARK,HILLVIEW AVENUE,Condominium,23,OCR,Freehold,Resale,1,1770000,-,1216,Strata,06 to 10,1455,Oct-21
38,THE TENNERY,WOODLANDS ROAD,Apartment,23,OCR,99 yrs lease commencing from 2010,Resale,1,725000,-,614,Strata,16 to 20,1182,Oct-21
39,THE TENNERY,WOODLANDS ROAD,Apartment,23,OCR,99 yrs lease commencing from 2010,Resale,1,745000,-,614,Strata,11 to 15,1214,Oct-21
40,THE TENNERY,WOODLANDS ROAD,Apartment,23,OCR,99 yrs lease commencing from 2010,Resale,1,713000,-,614,Strata,06 to 10,1162,Oct-21
41,NORTHVALE,CHOA CHU KANG LOOP,Apartment,23,OCR,99 yrs lease commencing from 1995,Resale,1,849000,-,1087,Strata,06 to 10,781,Oct-21
42,REGENT GROVE,CHOA CHU KANG NORTH 7,Condominium,23,OCR,99 yrs lease commencing from 1997,Resale,1,888000,-,1173,Strata,06 to 10,757,Oct-21
43,HILLSTA,PHOENIX ROAD,Condominium,23,OCR,99 yrs lease commencing from 2011,Resale,1,662000,-,538,Strata,16 to 20,1230,Oct-21
44,THE LAKESHORE,JURONG WEST STREET 41,Condominium,22,OCR,99 yrs lease commencing from 2002,Resale,1,1270000,-,1152,Strata,16 to 20,1103,Oct-21
45,CASPIAN,LAKESIDE DRIVE,Condominium,22,OCR,99 yrs lease commencing from 2008,Resale,1,1000000,-,872,Strata,11 to 15,1147,Oct-21
46,TREE HOUSE,CHESTNUT AVENUE,Condominium,23,OCR,99 yrs lease commencing from 2009,Resale,1,1150000,-,1076,Strata,01 to 05,1068,Oct-21
47,CASTLE GREEN,YIO CHU KANG ROAD,Condominium,26,OCR,99 yrs lease commencing from 1993,Resale,1,1520000,-,1410,Strata,11 to 15,1078,Oct-21
48,TREE HOUSE,CHESTNUT AVENUE,Condominium,23,OCR,99 yrs lease commencing from 2009,Resale,1,1060000,-,1012,Strata,01 to 05,1048,Oct-21
49,PARC ROSEWOOD,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2011,Resale,1,655000,-,581,Strata,01 to 05,1127,Oct-21
50,PARC OASIS,JURONG EAST AVENUE 1,Condominium,22,OCR,99 yrs lease commencing from 1991,Resale,1,1520000,-,1507,Strata,06 to 10,1009,Oct-21
51,SYMPHONY HEIGHTS,HUME AVENUE,Condominium,21,OCR,Freehold,Resale,1,2285000,-,1668,Strata,06 to 10,1370,Oct-21
52,HAZEL PARK CONDOMINIUM,HAZEL PARK TERRACE,Condominium,23,OCR,999 yrs lease commencing from 1882,Resale,1,1860000,-,1378,Strata,11 to 15,1350,Oct-21
53,PANDAN VALLEY,PANDAN VALLEY,Condominium,21,RCR,Freehold,Resale,1,3140000,-,2669,Strata,01 to 05,1176,Oct-21
54,JARDIN,DUNEARN ROAD,Condominium,21,RCR,Freehold,Resale,1,3000000,-,1690,Strata,01 to 05,1775,Oct-21
55,PALM GARDENS,HONG SAN WALK,Condominium,23,OCR,99 yrs lease commencing from 1996,Resale,1,971000,-,1206,Strata,16 to 20,805,Oct-21
56,REGENT GROVE,CHOA CHU KANG NORTH 7,Condominium,23,OCR,99 yrs lease commencing from 1997,Resale,1,950000,-,1259,Strata,11 to 15,754,Oct-21
57,THE HILLIER,HILLVIEW RISE,Apartment,23,OCR,99 yrs lease commencing from 2011,Resale,1,838000,-,624,Strata,06 to 10,1342,Oct-21
58,MAYSPRINGS,PETIR ROAD,Apartment,23,OCR,99 yrs lease commencing from 1994,Resale,1,808888,-,807,Strata,16 to 20,1002,Oct-21
59,MAYSPRINGS,PETIR ROAD,Apartment,23,OCR,99 yrs lease commencing from 1994,Resale,1,1160000,-,1302,Strata,06 to 10,891,Oct-21
60,J GATEWAY,GATEWAY DRIVE,Condominium,22,OCR,99 yrs lease commencing from 2012,Resale,1,1245000,-,689,Strata,06 to 10,1807,Oct-21
61,PARC ROSEWOOD,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2011,Resale,1,995000,-,1270,Strata,01 to 05,783,Oct-21
62,CLEMENTI PARK,SUNSET WAY,Condominium,21,OCR,Freehold,Resale,1,1600100,-,1163,Strata,01 to 05,1376,Oct-21
63,HILLVIEW HEIGHTS,HILLVIEW AVENUE,Condominium,23,OCR,Freehold,Resale,1,1800000,-,1432,Strata,01 to 05,1257,Oct-21
64,TREE HOUSE,CHESTNUT AVENUE,Condominium,23,OCR,99 yrs lease commencing from 2009,Resale,1,1428000,-,1152,Strata,06 to 10,1240,Oct-21
65,CASA ESPERANZA,BUKIT TIMAH ROAD,Condominium,21,RCR,Freehold,Resale,1,1830000,-,1152,Strata,06 to 10,1589,Oct-21
66,GARDENVISTA,DUNEARN ROAD,Condominium,21,RCR,99 yrs lease commencing from 1999,Resale,1,1730000,-,1130,Strata,06 to 10,1531,Oct-21
67,ASTOR GREEN,PINE GROVE,Condominium,21,RCR,99 yrs lease commencing from 1991,Resale,1,1800000,-,1528,Strata,01 to 05,1178,Oct-21
68,THE HILLFORD,JALAN JURONG KECHIL,Apartment,21,RCR,60 yrs lease commencing from 2013,Resale,1,718000,-,657,Strata,01 to 05,1094,Oct-21
69,LAKEHOLMZ,CORPORATION ROAD,Condominium,22,OCR,99 yrs lease commencing from 2001,Resale,1,1250000,-,1249,Strata,06 to 10,1001,Oct-21
70,NORTHVALE,CHOA CHU KANG LOOP,Apartment,23,OCR,99 yrs lease commencing from 1995,Resale,1,828000,-,1033,Strata,01 to 05,801,Oct-21
71,THE CASCADIA,BUKIT TIMAH ROAD,Condominium,21,RCR,Freehold,Resale,1,1750000,-,990,Strata,06 to 10,1767,Oct-21
72,HILLVIEW REGENCY,BUKIT BATOK EAST AVENUE 2,Condominium,23,OCR,99 yrs lease commencing from 2000,Resale,1,1280000,-,1195,Strata,21 to 25,1071,Oct-21
73,THE NEXUS,BUKIT TIMAH ROAD,Condominium,21,RCR,Freehold,Resale,1,2700000,-,1485,Strata,01 to 05,1818,Oct-21
74,HILLVIEW GARDEN ESTATE,CHU LIN ROAD,Apartment,23,OCR,998 yrs lease commencing from 1885,Resale,1,1510000,-,1076,Strata,01 to 05,1403,Oct-21
75,PALM GARDENS,HONG SAN WALK,Condominium,23,OCR,99 yrs lease commencing from 1996,Resale,1,1280000,-,1432,Strata,06 to 10,894,Oct-21
76,SPRINGDALE CONDOMINIUM,HINDHEDE WALK,Condominium,21,OCR,999 yrs lease commencing from 1877,Resale,1,1640000,-,1119,Strata,06 to 10,1465,Oct-21
77,PARC OASIS,JURONG EAST AVENUE 1,Condominium,22,OCR,99 yrs lease commencing from 1991,Resale,1,1430000,-,1378,Strata,11 to 15,1038,Oct-21
78,REGENT HEIGHTS,BUKIT BATOK EAST AVENUE 5,Condominium,23,OCR,99 yrs lease commencing from 1995,Resale,1,1020000,-,1163,Strata,21 to 25,877,Oct-21
79,WOODHAVEN,WOODGROVE AVENUE,Condominium,25,OCR,99 yrs lease commencing from 2011,Resale,1,855000,-,850,Strata,01 to 05,1005,Oct-21
80,PALM GARDENS,HONG SAN WALK,Condominium,23,OCR,99 yrs lease commencing from 1996,Resale,1,940000,-,1206,Strata,06 to 10,780,Oct-21
81,FORESQUE RESIDENCES,PETIR ROAD,Condominium,23,OCR,99 yrs lease commencing from 2011,Resale,1,1390000,-,1130,Strata,21 to 25,1230,Oct-21
82,PARKVIEW APARTMENTS,BUKIT BATOK STREET 25,Apartment,23,OCR,99 yrs lease commencing from 1994,Resale,1,880000,-,1087,Strata,06 to 10,809,Oct-21
83,NORTHVALE,CHOA CHU KANG LOOP,Apartment,23,OCR,99 yrs lease commencing from 1995,Resale,1,1280000,-,1507,Strata,06 to 10,849,Oct-21
84,CASABLANCA,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2001,Resale,1,762000,-,893,Strata,11 to 15,853,Oct-21
85,PINE GROVE,PINE GROVE,Condominium,21,RCR,99 yrs lease commencing from 1984,Resale,1,1700000,-,1755,Strata,11 to 15,969,Oct-21
86,HILLINGTON GREEN,HILLVIEW AVENUE,Condominium,23,OCR,999 yrs lease commencing from 1883,Resale,1,1350000,-,980,Strata,06 to 10,1378,Oct-21
87,GARDENVISTA,DUNEARN ROAD,Condominium,21,RCR,99 yrs lease commencing from 1999,Resale,1,1600000,-,1130,Strata,06 to 10,1416,Oct-21
88,PARC ROSEWOOD,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2011,Resale,1,560000,-,431,Strata,01 to 05,1301,Oct-21
89,J GATEWAY,GATEWAY DRIVE,Condominium,22,OCR,99 yrs lease commencing from 2012,Resale,1,2120000,-,1206,Strata,31 to 35,1759,Oct-21
90,FORESQUE RESIDENCES,PETIR ROAD,Condominium,23,OCR,99 yrs lease commencing from 2011,Resale,1,1405000,-,1184,Strata,01 to 05,1187,Oct-21
91,CASPIAN,LAKESIDE DRIVE,Condominium,22,OCR,99 yrs lease commencing from 2008,Resale,1,1580000,-,1238,Strata,11 to 15,1276,Oct-21
92,THE MADEIRA,BUKIT BATOK STREET 31,Condominium,23,OCR,99 yrs lease commencing from 2000,Resale,1,1270000,-,1356,Strata,16 to 20,936,Oct-21
93,PARC PALAIS,HUME AVENUE,Condominium,21,OCR,Freehold,Resale,1,1800000,-,1227,Strata,01 to 05,1467,Oct-21
94,THE LINEAR,UPPER BUKIT TIMAH ROAD,Apartment,23,OCR,999 yrs lease commencing from 1876,Resale,1,1455000,-,1335,Strata,01 to 05,1090,Oct-21
95,KINGSFORD . HILLVIEW PEAK,HILLVIEW RISE,Condominium,23,OCR,99 yrs lease commencing from 2012,Resale,1,690000,-,517,Strata,06 to 10,1335,Oct-21
96,PARC OASIS,JURONG EAST AVENUE 1,Condominium,22,OCR,99 yrs lease commencing from 1991,Resale,1,1055000,-,1076,Strata,11 to 15,980,Oct-21
97,HILLION RESIDENCES,JELEBU ROAD,Apartment,23,OCR,99 yrs lease commencing from 2013,Resale,1,725000,-,474,Strata,11 to 15,1531,Oct-21
98,PARC VISTA,CORPORATION ROAD,Condominium,22,OCR,99 yrs lease commencing from 1995,Resale,1,920000,-,1055,Strata,11 to 15,872,Oct-21
99,THE HILLIER,HILLVIEW RISE,Apartment,23,OCR,99 yrs lease commencing from 2011,Resale,1,890000,-,624,Strata,16 to 20,1426,Oct-21
100,THE HILLIER,HILLVIEW RISE,Apartment,23,OCR,99 yrs lease commencing from 2011,Resale,1,795000,-,592,Strata,06 to 10,1343,Sep-21
101,TEACHER'S HOUSING ESTATE,KALIDASA AVENUE,Apartment,26,OCR,999 yrs lease commencing from 1885,Resale,1,1000000,-,2196,Strata,01 to 05,455,Sep-21
102,ECO SANCTUARY,CHESTNUT AVENUE,Condominium,23,OCR,99 yrs lease commencing from 2012,Resale,1,975000,-,732,Strata,06 to 10,1332,Sep-21
103,PARC OASIS,JURONG EAST AVENUE 1,Condominium,22,OCR,99 yrs lease commencing from 1991,Resale,1,1035000,-,1076,Strata,01 to 05,962,Sep-21
104,CASABLANCA,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2001,Resale,1,815000,-,936,Strata,11 to 15,870,Sep-21
105,REGENT HEIGHTS,BUKIT BATOK EAST AVENUE 5,Condominium,23,OCR,99 yrs lease commencing from 1995,Resale,1,900000,-,1023,Strata,21 to 25,880,Sep-21
106,WOODHAVEN,WOODGROVE AVENUE,Condominium,25,OCR,99 yrs lease commencing from 2011,Resale,1,1260000,-,1173,Strata,01 to 05,1074,Sep-21
107,KINGSFORD . HILLVIEW PEAK,HILLVIEW RISE,Condominium,23,OCR,99 yrs lease commencing from 2012,Resale,1,1015000,-,1033,Strata,01 to 05,982,Sep-21
108,MONTROSA,HILLVIEW AVENUE,Condominium,23,OCR,999 yrs lease commencing from 1885,Resale,1,1385000,-,1216,Strata,01 to 05,1139,Sep-21
109,THE HILLIER,HILLVIEW RISE,Apartment,23,OCR,99 yrs lease commencing from 2011,Resale,1,782000,-,517,Strata,11 to 15,1514,Sep-21
110,THE LINEAR,UPPER BUKIT TIMAH ROAD,Apartment,23,OCR,999 yrs lease commencing from 1876,Resale,1,1500000,-,1227,Strata,01 to 05,1222,Sep-21
111,KAP RESIDENCES,KING ALBERT PARK,Apartment,21,RCR,Freehold,Resale,1,1450000,-,926,Strata,06 to 10,1566,Sep-21
112,PARKVIEW APARTMENTS,BUKIT BATOK STREET 25,Apartment,23,OCR,99 yrs lease commencing from 1994,Resale,1,735000,-,926,Strata,01 to 05,794,Sep-21
113,SIGNATURE PARK,TOH TUCK ROAD,Condominium,21,RCR,Freehold,Resale,1,2110000,-,1399,Strata,01 to 05,1508,Sep-21
114,PARK NATURA,BUKIT BATOK EAST AVENUE 6,Condominium,23,RCR,Freehold,Resale,1,2660000,-,2368,Strata,06 to 10,1123,Sep-21
115,CAVENDISH PARK,PINE GROVE,Condominium,21,RCR,99 yrs lease commencing from 1991,Resale,1,1205000,-,958,Strata,11 to 15,1258,Sep-21
116,HILLVIEW REGENCY,BUKIT BATOK EAST AVENUE 2,Condominium,23,OCR,99 yrs lease commencing from 2000,Resale,1,1147000,-,1130,Strata,16 to 20,1015,Sep-21
117,J GATEWAY,GATEWAY DRIVE,Condominium,22,OCR,99 yrs lease commencing from 2012,Resale,1,1162000,-,678,Strata,06 to 10,1714,Sep-21
118,HUME PARK II,HUME AVENUE,Condominium,21,OCR,Freehold,Resale,1,1120000,-,958,Strata,01 to 05,1169,Sep-21
119,NOTTINGHILL SUITES,TOH TUCK ROAD,Apartment,21,RCR,Freehold,Resale,1,870000,-,538,Strata,01 to 05,1616,Sep-21
120,GLENDALE PARK,HILLVIEW AVENUE,Condominium,23,OCR,Freehold,Resale,1,1873888,-,1313,Strata,06 to 10,1427,Sep-21
121,REGENT HEIGHTS,BUKIT BATOK EAST AVENUE 5,Condominium,23,OCR,99 yrs lease commencing from 1995,Resale,1,900000,-,1163,Strata,01 to 05,774,Sep-21
122,PANDAN VALLEY,PANDAN VALLEY,Condominium,21,RCR,Freehold,Resale,1,3200000,-,2669,Strata,06 to 10,1199,Sep-21
123,KINGSFORD . HILLVIEW PEAK,HILLVIEW RISE,Condominium,23,OCR,99 yrs lease commencing from 2012,Resale,1,750000,-,527,Strata,01 to 05,1422,Sep-21
124,THE CASCADIA,BUKIT TIMAH ROAD,Condominium,21,RCR,Freehold,Resale,1,2798000,-,1496,Strata,01 to 05,1870,Sep-21
125,REGENT HEIGHTS,BUKIT BATOK EAST AVENUE 5,Condominium,23,OCR,99 yrs lease commencing from 1995,Resale,1,900000,-,1163,Strata,01 to 05,774,Sep-21
126,SEASONS PARK,YIO CHU KANG ROAD,Condominium,26,OCR,99 yrs lease commencing from 1995,Resale,1,1160000,-,1066,Strata,11 to 15,1089,Sep-21
127,LAKEVILLE,JURONG LAKE LINK,Condominium,22,OCR,99 yrs lease commencing from 2013,Resale,1,1450000,-,969,Strata,11 to 15,1497,Sep-21
128,PARC PALAIS,HUME AVENUE,Condominium,21,OCR,Freehold,Resale,1,1609400,-,1238,Strata,01 to 05,1300,Sep-21
129,LAKEVILLE,JURONG LAKE LINK,Condominium,22,OCR,99 yrs lease commencing from 2013,Resale,1,765000,-,560,Strata,01 to 05,1367,Sep-21
130,PARC OASIS,JURONG EAST AVENUE 1,Condominium,22,OCR,99 yrs lease commencing from 1991,Resale,1,1050000,-,1227,Strata,01 to 05,856,Sep-21
131,THE CALROSE,YIO CHU KANG ROAD,Condominium,26,OCR,Freehold,Resale,1,1762888,-,1302,Strata,01 to 05,1354,Sep-21
132,KINGSFORD . HILLVIEW PEAK,HILLVIEW RISE,Condominium,23,OCR,99 yrs lease commencing from 2012,Resale,1,695000,-,517,Strata,01 to 05,1345,Sep-21
133,MI CASA,CHOA CHU KANG AVENUE 3,Condominium,23,OCR,99 yrs lease commencing from 2008,Resale,1,980000,-,990,Strata,01 to 05,990,Sep-21
134,CASTLE GREEN,YIO CHU KANG ROAD,Condominium,26,OCR,99 yrs lease commencing from 1993,Resale,1,900000,-,947,Strata,01 to 05,950,Sep-21
135,HIGH OAK CONDOMINIUM,TOH TUCK ROAD,Condominium,21,RCR,99 yrs lease commencing from 1996,Resale,1,1400000,-,1216,Strata,01 to 05,1151,Sep-21
136,CASTLE GREEN,YIO CHU KANG ROAD,Condominium,26,OCR,99 yrs lease commencing from 1993,Resale,1,1480000,-,1410,Strata,11 to 15,1050,Sep-21
137,THE HILLIER,HILLVIEW RISE,Apartment,23,OCR,99 yrs lease commencing from 2011,Resale,1,778000,-,506,Strata,21 to 25,1538,Sep-21
138,MAYSPRINGS,PETIR ROAD,Apartment,23,OCR,99 yrs lease commencing from 1994,Resale,1,1120000,-,1292,Strata,06 to 10,867,Sep-21
139,CASPIAN,LAKESIDE DRIVE,Condominium,22,OCR,99 yrs lease commencing from 2008,Resale,1,1808000,-,1528,Strata,06 to 10,1183,Sep-21
140,BULLION PARK,LENTOR LOOP,Condominium,26,OCR,Freehold,Resale,1,999000,-,807,Strata,06 to 10,1237,Sep-21
141,MI CASA,CHOA CHU KANG AVENUE 3,Condominium,23,OCR,99 yrs lease commencing from 2008,Resale,1,1060000,-,1098,Strata,16 to 20,965,Sep-21
142,HILLVIEW REGENCY,BUKIT BATOK EAST AVENUE 2,Condominium,23,OCR,99 yrs lease commencing from 2000,Resale,1,1160000,-,1119,Strata,21 to 25,1036,Sep-21
143,THE TENNERY,WOODLANDS ROAD,Apartment,23,OCR,99 yrs lease commencing from 2010,Resale,1,900000,-,893,Strata,01 to 05,1007,Sep-21
144,HILLSTA,PHOENIX ROAD,Condominium,23,OCR,99 yrs lease commencing from 2011,Resale,1,888000,-,850,Strata,01 to 05,1044,Sep-21
145,THE LAKEFRONT RESIDENCES,LAKESIDE DRIVE,Condominium,22,OCR,99 yrs lease commencing from 2010,Resale,1,1518000,-,1216,Strata,11 to 15,1248,Sep-21
146,HILLTOP GROVE,HILLVIEW AVENUE,Condominium,23,OCR,99 yrs lease commencing from 1996,Resale,1,1060000,-,1238,Strata,06 to 10,856,Sep-21
147,FLORIDIAN,BUKIT TIMAH ROAD,Condominium,21,RCR,Freehold,Resale,1,3580000,-,1658,Strata,01 to 05,2160,Sep-21
148,THE WOODGROVE,WOODGROVE DRIVE,Apartment,25,OCR,99 yrs lease commencing from 1996,Resale,1,815000,-,1023,Strata,06 to 10,797,Sep-21
149,LAKESIDE TOWER,YUAN CHING ROAD,Apartment,22,OCR,99 yrs lease commencing from 1975,Resale,1,1120000,-,1970,Strata,01 to 05,569,Sep-21
150,THE HILLFORD,JALAN JURONG KECHIL,Apartment,21,RCR,60 yrs lease commencing from 2013,Resale,1,490000,-,398,Strata,01 to 05,1230,Sep-21
151,KINGSFORD . HILLVIEW PEAK,HILLVIEW RISE,Condominium,23,OCR,99 yrs lease commencing from 2012,Resale,1,705000,-,517,Strata,06 to 10,1365,Sep-21
152,J GATEWAY,GATEWAY DRIVE,Condominium,22,OCR,99 yrs lease commencing from 2012,Resale,1,850000,-,474,Strata,01 to 05,1795,Sep-21
153,KINGSFORD . HILLVIEW PEAK,HILLVIEW RISE,Condominium,23,OCR,99 yrs lease commencing from 2012,Resale,1,699000,-,549,Strata,01 to 05,1273,Sep-21
154,THE CASCADIA,BUKIT TIMAH ROAD,Condominium,21,RCR,Freehold,Resale,1,1838888,-,990,Strata,06 to 10,1857,Sep-21
155,MAYSPRINGS,PETIR ROAD,Apartment,23,OCR,99 yrs lease commencing from 1994,Resale,1,1320000,-,1399,Strata,21 to 25,943,Sep-21
156,SEASONS PARK,YIO CHU KANG ROAD,Condominium,26,OCR,99 yrs lease commencing from 1995,Resale,1,980000,-,1044,Strata,01 to 05,939,Sep-21
157,FORESQUE RESIDENCES,PETIR ROAD,Condominium,23,OCR,99 yrs lease commencing from 2011,Resale,1,855000,-,667,Strata,16 to 20,1281,Sep-21
158,THE LAKESHORE,JURONG WEST STREET 41,Condominium,22,OCR,99 yrs lease commencing from 2002,Resale,1,1018000,-,926,Strata,16 to 20,1100,Sep-21
159,LAKEVILLE,JURONG LAKE LINK,Condominium,22,OCR,99 yrs lease commencing from 2013,Resale,1,950000,-,635,Strata,06 to 10,1496,Sep-21
160,REGENT HEIGHTS,BUKIT BATOK EAST AVENUE 5,Condominium,23,OCR,99 yrs lease commencing from 1995,Resale,1,830000,-,1023,Strata,21 to 25,812,Sep-21
161,CASTLE GREEN,YIO CHU KANG ROAD,Condominium,26,OCR,99 yrs lease commencing from 1993,Resale,1,880000,-,947,Strata,01 to 05,929,Sep-21
162,PARC ROSEWOOD,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2011,Resale,1,523000,-,431,Strata,01 to 05,1215,Sep-21
163,CHANTILLY RISE,HILLVIEW AVENUE,Condominium,23,OCR,Freehold,Resale,1,2250000,-,1733,Strata,06 to 10,1298,Sep-21
164,FLORIDIAN,BUKIT TIMAH ROAD,Condominium,21,RCR,Freehold,Resale,1,3530000,-,1679,Strata,01 to 05,2102,Sep-21
165,SUITES AT BUKIT TIMAH,JALAN JURONG KECHIL,Apartment,21,RCR,Freehold,Resale,1,650000,-,431,Strata,01 to 05,1510,Sep-21
166,THE HILLFORD,JALAN JURONG KECHIL,Apartment,21,RCR,60 yrs lease commencing from 2013,Resale,1,615000,-,506,Strata,01 to 05,1216,Sep-21
167,BEAUTY WORLD CENTRE,UPPER BUKIT TIMAH ROAD,Apartment,21,RCR,99 yrs lease commencing from 1979,Resale,1,1800000,-,1873,Strata,06 to 10,961,Sep-21
168,THE PETALS,HILLVIEW AVENUE,Condominium,23,OCR,Freehold,Resale,1,1900000,-,1625,Strata,01 to 05,1169,Sep-21
