S/N,Project Name,Street Name,Type,Postal District,Market Segment,Tenure,Type of Sale,No. of Units,Price ($),Nett Price ($),Area (Sqft),Type of Area,Floor Level,Unit Price ($psf),Date of Sale
923,BALLOTA PARK CONDOMINIUM,MARIAM WAY,Condominium,17,OCR,Freehold,Resale,1,1390000,-,1830,Strata,01 to 05,760,Aug-21
924,THE PALETTE,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2010,Resale,1,1230000,-,1173,Strata,01 to 05,1048,Aug-21
925,JEWEL @ BUANGKOK,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2012,Resale,1,1910000,-,1561,Strata,01 to 05,1224,Aug-21
926,CASA ROSA,LORONG ONG LYE,Condominium,19,OCR,99 yrs lease commencing from 1998,Resale,1,1140000,-,1098,Strata,01 to 05,1038,Aug-21
927,TANAMERA CREST,PARI DEDAP WALK,Condominium,16,OCR,99 yrs lease commencing from 2000,Resale,1,1248000,-,1195,Strata,11 to 15,1045,Aug-21
928,THE SANTORINI,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2013,Resale,1,1250000,-,1119,Strata,06 to 10,1117,Aug-21
929,THE CLEARWATER,BEDOK RESERVOIR VIEW,Condominium,16,OCR,99 yrs lease commencing from 1997,Resale,1,1500000,-,1442,Strata,11 to 15,1040,Aug-21
930,STRATFORD COURT,BEDOK RIA CRESCENT,Condominium,16,OCR,99 yrs lease commencing from 1995,Resale,1,1410000,-,1593,Strata,01 to 05,885,Aug-21
931,PARC CENTROS,PUNGGOL CENTRAL,Condominium,19,OCR,99 yrs lease commencing from 2012,Resale,1,1295000,-,1141,Strata,01 to 05,1135,Aug-21
932,Q BAY RESIDENCES,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2012,Resale,1,638000,-,527,Strata,11 to 15,1210,Aug-21
933,BOATHOUSE RESIDENCES,UPPER SERANGOON VIEW,Condominium,19,OCR,99 yrs lease commencing from 2011,Resale,1,953000,-,915,Strata,01 to 05,1042,Aug-21
934,COCO PALMS,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2008,Resale,1,670000,-,624,Strata,01 to 05,1073,Aug-21
935,Q BAY RESIDENCES,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2012,Resale,1,795000,-,764,Strata,01 to 05,1040,Aug-21
936,STARS OF KOVAN,UPPER SERANGOON ROAD,Apartment,19,OCR,99 yrs lease commencing from 2015,Resale,1,1200000,-,743,Strata,11 to 15,1616,Aug-21
937,RIVER ISLES,EDGEDALE PLAINS,Condominium,19,OCR,99 yrs lease commencing from 2012,Resale,1,950000,-,947,Strata,01 to 05,1003,Aug-21
938,D'ZIRE,ROBEY CRESCENT,Apartment,19,OCR,999 yrs lease commencing from 1875,Resale,1,915000,-,753,Strata,01 to 05,1214,Aug-21
939,KOVAN REGENCY,KOVAN RISE,Condominium,19,OCR,99 yrs lease commencing from 2012,Resale,1,940000,-,689,Strata,11 to 15,1365,Aug-21
940,WATERTOWN,PUNGGOL CENTRAL,Apartment,19,OCR,99 yrs lease commencing from 2011,Resale,1,795000,-,603,Strata,06 to 10,1319,Aug-21
941,BARTLEY RESIDENCES,LORONG HOW SUN,Apartment,19,OCR,99 yrs lease commencing from 2011,Resale,1,1940000,-,1636,Strata,11 to 15,1186,Aug-21
942,SEASTRAND,PASIR RIS LINK,Condominium,18,OCR,99 yrs lease commencing from 2011,Resale,1,830000,-,883,Strata,06 to 10,940,Aug-21
943,RIO VISTA,UPPER SERANGOON VIEW,Condominium,19,OCR,99 yrs lease commencing from 2001,Resale,1,1050000,-,1249,Strata,11 to 15,841,Aug-21
944,RIVERSAILS,UPPER SERANGOON CRESCENT,Condominium,19,OCR,99 yrs lease commencing from 2011,Resale,1,960000,-,915,Strata,06 to 10,1049,Aug-21
945,HEDGES PARK CONDOMINIUM,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2010,Resale,1,820000,-,872,Strata,01 to 05,940,Aug-21
946,FLO RESIDENCE,PUNGGOL FIELD WALK,Condominium,19,OCR,99 yrs lease commencing from 2011,Resale,1,1292000,-,1227,Strata,16 to 20,1053,Aug-21
947,COSTA DEL SOL,BAYSHORE ROAD,Condominium,16,OCR,99 yrs lease commencing from 1997,Resale,1,1960000,-,1561,Strata,01 to 05,1256,Aug-21
948,AMARANDA GARDENS,SERANGOON AVENUE 3,Condominium,19,OCR,Freehold,Resale,1,1546800,-,990,Strata,01 to 05,1562,Aug-21
949,THE TROPICA,TAMPINES AVENUE 1,Condominium,18,OCR,99 yrs lease commencing from 1996,Resale,1,1200000,-,1238,Strata,06 to 10,969,Aug-21
950,THE SANTORINI,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2013,Resale,1,640000,-,527,Strata,11 to 15,1213,Aug-21
951,CHANGI GREEN,UPPER CHANGI ROAD EAST,Condominium,16,OCR,Freehold,Resale,1,920000,-,872,Strata,01 to 05,1055,Aug-21
952,THE LUXURIE,COMPASSVALE ROAD,Condominium,19,OCR,99 yrs lease commencing from 2011,Resale,1,1145000,-,969,Strata,01 to 05,1182,Aug-21
953,CHANGI RISE CONDOMINIUM,SIMEI RISE,Condominium,18,OCR,99 yrs lease commencing from 2000,Resale,1,859000,-,1023,Strata,01 to 05,840,Aug-21
954,THE QUARTZ,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2005,Resale,1,1200000,-,1055,Strata,11 to 15,1138,Aug-21
955,A TREASURE TROVE,PUNGGOL WALK,Condominium,19,OCR,99 yrs lease commencing from 2011,Resale,1,1680000,-,1658,Strata,01 to 05,1013,Aug-21
956,THE SANTORINI,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2013,Resale,1,1680000,-,1421,Strata,11 to 15,1182,Aug-21
957,WATERFRONT ISLE,BEDOK RESERVOIR ROAD,Condominium,16,OCR,99 yrs lease commencing from 2009,Resale,1,1062000,-,915,Strata,01 to 05,1161,Aug-21
958,COSTA DEL SOL,BAYSHORE ROAD,Condominium,16,OCR,99 yrs lease commencing from 1997,Resale,1,2180000,-,1346,Strata,21 to 25,1620,Aug-21
959,EAST MEADOWS,TANAH MERAH KECHIL ROAD,Condominium,16,OCR,99 yrs lease commencing from 1998,Resale,1,1220000,-,1227,Strata,11 to 15,994,Aug-21
960,BOTANIQUE AT BARTLEY,UPPER PAYA LEBAR ROAD,Condominium,19,OCR,99 yrs lease commencing from 2014,Resale,1,780000,-,495,Strata,11 to 15,1575,Aug-21
961,CHARLTON CORNER,CHARLTON LANE,Apartment,19,OCR,Freehold,Resale,1,870000,-,850,Strata,01 to 05,1023,Aug-21
962,AFFLUENCE COURT,AH SOO GARDEN,Apartment,19,OCR,Freehold,Resale,1,1200000,-,1249,Strata,01 to 05,961,Aug-21
963,THE PALETTE,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2010,Resale,1,820000,-,753,Strata,01 to 05,1088,Aug-21
964,EASTWOOD REGENCY,EASTWOOD ROAD,Apartment,16,OCR,Freehold,Resale,1,590000,-,388,Strata,01 to 05,1523,Aug-21
965,CHANGI GREEN,UPPER CHANGI ROAD EAST,Condominium,16,OCR,Freehold,Resale,1,1043000,-,1001,Strata,01 to 05,1042,Aug-21
966,MINT RESIDENCES @ JANSEN,JANSEN ROAD,Apartment,19,OCR,999 yrs lease commencing from 1878,Resale,1,1180000,-,1270,Strata,01 to 05,929,Aug-21
967,KINGSFORD WATERBAY,UPPER SERANGOON VIEW,Apartment,19,OCR,99 yrs lease commencing from 2014,Resale,1,630000,-,484,Strata,11 to 15,1301,Aug-21
968,THOMSON IMPRESSIONS,LORONG PUNTONG,Apartment,20,RCR,99 yrs lease commencing from 2015,Resale,1,775000,-,463,Strata,06 to 10,1674,Aug-21
969,MY MANHATTAN,SIMEI STREET 3,Condominium,18,OCR,99 yrs lease commencing from 2010,Resale,1,1700000,-,1302,Strata,06 to 10,1305,Aug-21
970,OASIS @ ELIAS,ELIAS ROAD,Condominium,18,OCR,99 yrs lease commencing from 2008,Resale,1,1046000,-,1281,Strata,06 to 10,817,Aug-21
971,PARC OLYMPIA,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2012,Resale,1,1660000,-,2164,Strata,06 to 10,767,Aug-21
972,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,Resale,1,1290000,-,1001,Strata,06 to 10,1289,Aug-21
973,MELVILLE PARK,SIMEI STREET 1,Condominium,18,OCR,99 yrs lease commencing from 1992,Resale,1,1090000,-,1453,Strata,06 to 10,750,Aug-21
974,MELVILLE PARK,SIMEI STREET 1,Condominium,18,OCR,99 yrs lease commencing from 1992,Resale,1,707500,-,1087,Strata,01 to 05,651,Aug-21
975,THE GARDENS AT BISHAN,SIN MING WALK,Condominium,20,RCR,99 yrs lease commencing from 1997,Resale,1,2065000,-,1582,Strata,16 to 20,1305,Aug-21
976,LIVIA,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2008,Resale,1,985000,-,1152,Strata,01 to 05,855,Aug-21
977,SEASTRAND,PASIR RIS LINK,Condominium,18,OCR,99 yrs lease commencing from 2011,Resale,1,680000,-,581,Strata,06 to 10,1170,Aug-21
978,PARC CENTROS,PUNGGOL CENTRAL,Condominium,19,OCR,99 yrs lease commencing from 2012,Resale,1,1338888,-,1141,Strata,06 to 10,1173,Aug-21
979,VUE 8 RESIDENCE,PASIR RIS HEIGHTS,Condominium,18,OCR,99 yrs lease commencing from 2012,Resale,1,621888,-,474,Strata,06 to 10,1313,Aug-21
980,THE LUXURIE,COMPASSVALE ROAD,Condominium,19,OCR,99 yrs lease commencing from 2011,Resale,1,1276000,-,1055,Strata,11 to 15,1210,Aug-21
981,LAGUNA 88,EASTWOOD ROAD,Condominium,16,OCR,99 yrs lease commencing from 1995,Resale,1,1150000,-,1119,Strata,01 to 05,1027,Aug-21
982,D'NEST,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2010,Resale,1,1388000,-,1130,Strata,06 to 10,1228,Aug-21
983,CENTRO RESIDENCES,ANG MO KIO AVENUE 8,Condominium,20,OCR,99 yrs lease commencing from 2007,Resale,1,1260000,-,872,Strata,06 to 10,1445,Aug-21
984,THE BAYSHORE,BAYSHORE ROAD,Condominium,16,OCR,99 yrs lease commencing from 1993,Resale,1,1050000,-,1023,Strata,11 to 15,1027,Aug-21
985,THE GLADES,BEDOK RISE,Condominium,16,OCR,99 yrs lease commencing from 2013,Resale,1,1880000,-,1281,Strata,06 to 10,1468,Aug-21
986,MIDTOWN RESIDENCES,UPPER SERANGOON ROAD,Apartment,19,OCR,99 yrs lease commencing from 2013,Resale,1,905000,-,689,Strata,06 to 10,1314,Aug-21
987,THE SCALA,SERANGOON AVENUE 3,Apartment,19,OCR,99 yrs lease commencing from 2010,Resale,1,1370000,-,904,Strata,06 to 10,1515,Aug-21
988,KINGSFORD WATERBAY,UPPER SERANGOON VIEW,Apartment,19,OCR,99 yrs lease commencing from 2014,Resale,1,615000,-,474,Strata,11 to 15,1299,Aug-21
989,COMPASS HEIGHTS,SENGKANG SQUARE,Apartment,19,OCR,99 yrs lease commencing from 2000,Resale,1,1970000,-,2497,Strata,11 to 15,789,Aug-21
990,BRADDELL VIEW,BRADDELL HILL,Apartment,20,RCR,102 yrs lease commencing from 1978,Resale,1,1340000,-,1453,Strata,11 to 15,922,Aug-21
991,THOMSON THREE,BRIGHT HILL DRIVE,Apartment,20,RCR,99 yrs lease commencing from 2012,Resale,1,1880000,-,1141,Strata,06 to 10,1648,Aug-21
992,THE TROPICA,TAMPINES AVENUE 1,Condominium,18,OCR,99 yrs lease commencing from 1996,Resale,1,1400000,-,1615,Strata,01 to 05,867,Aug-21
993,MELVILLE PARK,SIMEI STREET 1,Condominium,18,OCR,99 yrs lease commencing from 1992,Resale,1,950000,-,1346,Strata,06 to 10,706,Aug-21
994,COCO PALMS,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2008,Resale,1,915000,-,753,Strata,11 to 15,1214,Aug-21
995,RESIDENCES BOTANIQUE,YIO CHU KANG ROAD,Condominium,19,OCR,Freehold,Resale,1,1418000,-,1152,Strata,01 to 05,1231,Aug-21
996,AQUARIUS BY THE PARK,BEDOK RESERVOIR VIEW,Condominium,16,OCR,99 yrs lease commencing from 1996,Resale,1,1170000,-,1227,Strata,11 to 15,953,Aug-21
997,AQUARIUS BY THE PARK,BEDOK RESERVOIR VIEW,Condominium,16,OCR,99 yrs lease commencing from 1996,Resale,1,888888,-,893,Strata,11 to 15,995,Aug-21
998,WATERTOWN,PUNGGOL CENTRAL,Apartment,19,OCR,99 yrs lease commencing from 2011,Resale,1,750000,-,527,Strata,06 to 10,1422,Aug-21
999,CASA MERAH,TANAH MERAH KECHIL AVENUE,Apartment,16,OCR,99 yrs lease commencing from 2006,Resale,1,1088888,-,947,Strata,01 to 05,1150,Aug-21
1000,A TREASURE TROVE,PUNGGOL WALK,Condominium,19,OCR,99 yrs lease commencing from 2011,Resale,1,3650000,-,4812,Strata,16 to 20,759,Aug-21
1001,THE DAFFODIL,UPPER EAST COAST ROAD,Apartment,16,OCR,Freehold,Resale,1,948000,-,743,Strata,01 to 05,1276,Aug-21
1002,SIMON PLAZA,KOVAN ROAD,Apartment,19,OCR,Freehold,Resale,1,1680000,-,1615,Strata,01 to 05,1041,Aug-21
1003,THE MORNING GLORY,SIRAT ROAD,Apartment,19,OCR,Freehold,Resale,1,1226888,-,1033,Strata,01 to 05,1187,Aug-21
1004,THE PALETTE,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2010,Resale,1,1230000,-,1206,Strata,01 to 05,1020,Aug-21
1005,SEASTRAND,PASIR RIS LINK,Condominium,18,OCR,99 yrs lease commencing from 2011,Resale,1,845000,-,883,Strata,06 to 10,957,Aug-21
1006,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,Resale,1,1500000,-,1098,Strata,11 to 15,1366,Aug-21
1007,KOVAN RESIDENCES,KOVAN ROAD,Condominium,19,OCR,99 yrs lease commencing from 2007,Resale,1,1320888,-,893,Strata,11 to 15,1478,Aug-21
1008,CHANGI RISE CONDOMINIUM,SIMEI RISE,Condominium,18,OCR,99 yrs lease commencing from 2000,Resale,1,1080000,-,1259,Strata,01 to 05,858,Aug-21
1009,URBAN VISTA,TANAH MERAH KECHIL LINK,Condominium,16,OCR,99 yrs lease commencing from 2012,Resale,1,670000,-,441,Strata,01 to 05,1518,Aug-21
1010,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,Resale,1,1820000,-,1044,Strata,06 to 10,1743,Aug-21
1011,KOVAN REGENCY,KOVAN RISE,Condominium,19,OCR,99 yrs lease commencing from 2012,Resale,1,1488000,-,980,Strata,11 to 15,1519,Aug-21
1012,BOTANIQUE AT BARTLEY,UPPER PAYA LEBAR ROAD,Condominium,19,OCR,99 yrs lease commencing from 2014,Resale,1,1159000,-,732,Strata,06 to 10,1583,Aug-21
1013,BLISS@KOVAN,SIMON LANE,Condominium,19,OCR,Freehold,Resale,1,1668000,-,1163,Strata,01 to 05,1435,Aug-21
1014,WATERTOWN,PUNGGOL CENTRAL,Apartment,19,OCR,99 yrs lease commencing from 2011,Resale,1,750000,-,527,Strata,06 to 10,1422,Aug-21
1015,BARTLEY RESIDENCES,LORONG HOW SUN,Apartment,19,OCR,99 yrs lease commencing from 2011,Resale,1,1085000,-,797,Strata,06 to 10,1362,Aug-21
1016,D'NEST,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2010,Resale,1,840000,-,753,Strata,11 to 15,1115,Aug-21
1017,KOVAN MELODY,KOVAN ROAD,Condominium,19,OCR,99 yrs lease commencing from 2004,Resale,1,1410000,-,1216,Strata,06 to 10,1159,Aug-21
1018,CASA MERAH,TANAH MERAH KECHIL AVENUE,Apartment,16,OCR,99 yrs lease commencing from 2006,Resale,1,1460000,-,1227,Strata,01 to 05,1190,Aug-21
1019,THE SCALA,SERANGOON AVENUE 3,Apartment,19,OCR,99 yrs lease commencing from 2010,Resale,1,1335000,-,904,Strata,01 to 05,1476,Aug-21
1020,FERRARIA PARK CONDOMINIUM,FLORA DRIVE,Condominium,17,OCR,Freehold,Resale,1,1232000,-,1195,Strata,01 to 05,1031,Aug-21
1021,AVILA GARDENS,FLORA ROAD,Condominium,17,OCR,Freehold,Resale,1,1150000,-,1302,Strata,01 to 05,883,Aug-21
1022,CHILTERN PARK,SERANGOON AVENUE 3,Condominium,19,OCR,99 yrs lease commencing from 1991,Resale,1,1800000,-,1518,Strata,06 to 10,1186,Aug-21
1023,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,Resale,1,1110000,-,840,Strata,01 to 05,1322,Aug-21
1024,SAVANNAH CONDOPARK,SIMEI RISE,Condominium,18,OCR,99 yrs lease commencing from 2000,Resale,1,2200000,-,2680,Strata,06 to 10,821,Aug-21
1025,D'NEST,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2010,Resale,1,1585000,-,1410,Strata,06 to 10,1124,Aug-21
1026,ROSALIA PARK,LORONG ONG LYE,Condominium,19,OCR,Freehold,Resale,1,1380000,-,1690,Strata,01 to 05,817,Aug-21
1027,SAVANNAH CONDOPARK,SIMEI RISE,Condominium,18,OCR,99 yrs lease commencing from 2000,Resale,1,1020000,-,1206,Strata,01 to 05,846,Aug-21
1028,DOUBLE BAY RESIDENCES,SIMEI STREET 4,Condominium,18,OCR,99 yrs lease commencing from 2008,Resale,1,1830000,-,1830,Strata,01 to 05,1000,Aug-21
1029,WATERVIEW,TAMPINES AVENUE 1,Condominium,18,OCR,99 yrs lease commencing from 2010,Resale,1,940000,-,926,Strata,06 to 10,1015,Aug-21
1030,CHANGI GREEN,UPPER CHANGI ROAD EAST,Condominium,16,OCR,Freehold,Resale,1,915000,-,872,Strata,01 to 05,1049,Aug-21
1031,RIO VISTA,UPPER SERANGOON VIEW,Condominium,19,OCR,99 yrs lease commencing from 2001,Resale,1,1660000,-,2153,Strata,16 to 20,771,Aug-21
1032,THE MINTON,HOUGANG STREET 11,Condominium,19,OCR,99 yrs lease commencing from 2007,Resale,1,1250000,-,1087,Strata,06 to 10,1150,Aug-21
1033,NV RESIDENCES,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2008,Resale,1,773000,-,764,Strata,06 to 10,1011,Aug-21
1034,NV RESIDENCES,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2008,Resale,1,1305000,-,1453,Strata,01 to 05,898,Aug-21
1035,ARCHIPELAGO,BEDOK RESERVOIR ROAD,Condominium,16,OCR,99 yrs lease commencing from 2011,Resale,1,950000,-,840,Strata,01 to 05,1132,Aug-21
1036,THE BENTLY RESIDENCES@KOVAN,KOVAN ROAD,Apartment,19,OCR,Freehold,Resale,1,888000,-,592,Strata,01 to 05,1500,Aug-21
1037,THOMSON IMPRESSIONS,LORONG PUNTONG,Apartment,20,RCR,99 yrs lease commencing from 2015,Resale,1,808000,-,463,Strata,06 to 10,1746,Jul-21
1038,RIVERSAILS,UPPER SERANGOON CRESCENT,Condominium,19,OCR,99 yrs lease commencing from 2011,Resale,1,1250000,-,1109,Strata,16 to 20,1127,Jul-21
1039,KINGSFORD WATERBAY,UPPER SERANGOON VIEW,Apartment,19,OCR,99 yrs lease commencing from 2014,Resale,1,875000,-,721,Strata,06 to 10,1213,Jul-21
1040,THE COURTYARD,LIM AH PIN ROAD,Apartment,19,OCR,Freehold,Resale,1,1430000,-,1270,Strata,01 to 05,1126,Jul-21
1041,CASA MERAH,TANAH MERAH KECHIL AVENUE,Apartment,16,OCR,99 yrs lease commencing from 2006,Resale,1,1080000,-,947,Strata,11 to 15,1140,Jul-21
1042,CHERRY GARDENS,LORONG LEW LIAN,Apartment,19,OCR,99 yrs lease commencing from 1996,Resale,1,1060000,-,1066,Strata,01 to 05,995,Jul-21
1043,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,Resale,1,1158888,-,893,Strata,11 to 15,1297,Jul-21
1044,BOTANIQUE AT BARTLEY,UPPER PAYA LEBAR ROAD,Condominium,19,OCR,99 yrs lease commencing from 2014,Resale,1,1150000,-,721,Strata,06 to 10,1595,Jul-21
1045,THE SANTORINI,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2013,Resale,1,1500000,-,1787,Strata,01 to 05,839,Jul-21
1046,COCO PALMS,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2008,Resale,1,638000,-,463,Strata,06 to 10,1378,Jul-21
1047,COCO PALMS,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2008,Resale,1,645000,-,463,Strata,06 to 10,1394,Jul-21
1048,SEA ESTA,PASIR RIS LINK,Condominium,18,OCR,99 yrs lease commencing from 2012,Resale,1,1030000,-,980,Strata,06 to 10,1052,Jul-21
1049,TROPICAL SPRING,SIMEI STREET 4,Condominium,18,OCR,99 yrs lease commencing from 1997,Resale,1,980000,-,1066,Strata,06 to 10,920,Jul-21
1050,THE PANORAMA,ANG MO KIO AVENUE 2,Condominium,20,OCR,99 yrs lease commencing from 2013,Resale,1,1620000,-,1163,Strata,01 to 05,1394,Jul-21
1051,SKY VUE,BISHAN STREET 15,Condominium,20,RCR,99 yrs lease commencing from 2013,Resale,1,1198888,-,678,Strata,06 to 10,1768,Jul-21
1052,RAFFLESIA CONDOMINIUM,BISHAN STREET 21,Condominium,20,RCR,99 yrs lease commencing from 1997,Resale,1,1530000,-,1195,Strata,16 to 20,1281,Jul-21
1053,RIVERSAILS,UPPER SERANGOON CRESCENT,Condominium,19,OCR,99 yrs lease commencing from 2011,Resale,1,1300000,-,1109,Strata,16 to 20,1173,Jul-21
1054,THE QUARTZ,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2005,Resale,1,1180000,-,1066,Strata,11 to 15,1107,Jul-21
1055,RIVERSAILS,UPPER SERANGOON CRESCENT,Condominium,19,OCR,99 yrs lease commencing from 2011,Resale,1,900000,-,883,Strata,06 to 10,1020,Jul-21
1056,STRATUM,ELIAS ROAD,Condominium,18,OCR,99 yrs lease commencing from 2012,Resale,1,795000,-,710,Strata,01 to 05,1119,Jul-21
1057,BAYSHORE PARK,BAYSHORE ROAD,Condominium,16,OCR,99 yrs lease commencing from 1982,Resale,1,930000,-,936,Strata,01 to 05,993,Jul-21
1058,WATERFRONT KEY,BEDOK RESERVOIR ROAD,Condominium,16,OCR,99 yrs lease commencing from 2007,Resale,1,1450000,-,1389,Strata,01 to 05,1044,Jul-21
1059,CHANGI RISE CONDOMINIUM,SIMEI RISE,Condominium,18,OCR,99 yrs lease commencing from 2000,Resale,1,955000,-,1259,Strata,01 to 05,758,Jul-21
1060,MELVILLE PARK,SIMEI STREET 1,Condominium,18,OCR,99 yrs lease commencing from 1992,Resale,1,811000,-,1044,Strata,11 to 15,777,Jul-21
1061,EASTPOINT GREEN,SIMEI STREET 3,Condominium,18,OCR,99 yrs lease commencing from 1996,Resale,1,1000000,-,1173,Strata,06 to 10,852,Jul-21
1062,MIDTOWN RESIDENCES,UPPER SERANGOON ROAD,Apartment,19,OCR,99 yrs lease commencing from 2013,Resale,1,838000,-,635,Strata,01 to 05,1320,Jul-21
1063,KINGSFORD WATERBAY,UPPER SERANGOON VIEW,Apartment,19,OCR,99 yrs lease commencing from 2014,Resale,1,868000,-,689,Strata,01 to 05,1260,Jul-21
1064,LAGUNA GREEN,JALAN HAJIJAH,Condominium,16,OCR,99 yrs lease commencing from 1995,Resale,1,1180000,-,1055,Strata,01 to 05,1119,Jul-21
1065,RIO VISTA,UPPER SERANGOON VIEW,Condominium,19,OCR,99 yrs lease commencing from 2001,Resale,1,1350000,-,1528,Strata,01 to 05,883,Jul-21
1066,RESIDENCES BOTANIQUE,YIO CHU KANG ROAD,Condominium,19,OCR,Freehold,Resale,1,1158000,-,883,Strata,01 to 05,1312,Jul-21
1067,Q BAY RESIDENCES,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2012,Resale,1,1330000,-,1119,Strata,06 to 10,1188,Jul-21
1068,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,Resale,1,970000,-,732,Strata,06 to 10,1325,Jul-21
1069,MELVILLE PARK,SIMEI STREET 1,Condominium,18,OCR,99 yrs lease commencing from 1992,Resale,1,795888,-,1206,Strata,01 to 05,660,Jul-21
1070,CASA PASIR RIS,JALAN LOYANG BESAR,Condominium,17,OCR,946 yrs lease commencing from 1938,Resale,1,1120000,-,1216,Strata,01 to 05,921,Jul-21
1071,KOVAN REGENCY,KOVAN RISE,Condominium,19,OCR,99 yrs lease commencing from 2012,Resale,1,885000,-,624,Strata,01 to 05,1418,Jul-21
1072,SPACE @ KOVAN,YIO CHU KANG ROAD,Apartment,19,OCR,Freehold,Resale,1,1200000,-,1098,Strata,01 to 05,1093,Jul-21
1073,THE QUARTZ,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2005,Resale,1,1250000,-,1066,Strata,11 to 15,1173,Jul-21
1074,NV RESIDENCES,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2008,Resale,1,1350000,-,1453,Strata,01 to 05,929,Jul-21
1075,NV RESIDENCES,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2008,Resale,1,1040000,-,1109,Strata,06 to 10,938,Jul-21
1076,A TREASURE TROVE,PUNGGOL WALK,Condominium,19,OCR,99 yrs lease commencing from 2011,Resale,1,1375000,-,1206,Strata,06 to 10,1141,Jul-21
1077,STRATUM,ELIAS ROAD,Condominium,18,OCR,99 yrs lease commencing from 2012,Resale,1,1150000,-,1098,Strata,01 to 05,1047,Jul-21
1078,CARISSA PARK CONDOMINIUM,FLORA DRIVE,Condominium,17,OCR,Freehold,Resale,1,1220000,-,1281,Strata,06 to 10,952,Jul-21
1079,GRANDEUR 8,ANG MO KIO CENTRAL 3,Condominium,20,OCR,99 yrs lease commencing from 2002,Resale,1,1430000,-,1259,Strata,11 to 15,1135,Jul-21
1080,AQUARIUS BY THE PARK,BEDOK RESERVOIR VIEW,Condominium,16,OCR,99 yrs lease commencing from 1996,Resale,1,1128750,-,1227,Strata,01 to 05,920,Jul-21
1081,THE MINTON,HOUGANG STREET 11,Condominium,19,OCR,99 yrs lease commencing from 2007,Resale,1,785000,-,700,Strata,06 to 10,1122,Jul-21
1082,JEWEL @ BUANGKOK,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2012,Resale,1,680000,-,474,Strata,06 to 10,1436,Jul-21
1083,BARTLEY RESIDENCES,LORONG HOW SUN,Apartment,19,OCR,99 yrs lease commencing from 2011,Resale,1,1550000,-,1087,Strata,06 to 10,1426,Jul-21
1084,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,Resale,1,630000,-,431,Strata,01 to 05,1463,Jul-21
1085,DAHLIA PARK CONDOMINIUM,FLORA DRIVE,Condominium,17,OCR,Freehold,Resale,1,1356000,-,1507,Strata,01 to 05,900,Jul-21
1086,BOATHOUSE RESIDENCES,UPPER SERANGOON VIEW,Condominium,19,OCR,99 yrs lease commencing from 2011,Resale,1,678000,-,624,Strata,01 to 05,1086,Jul-21
1087,OPTIMA @ TANAH MERAH,TANAH MERAH KECHIL AVENUE,Condominium,16,OCR,99 yrs lease commencing from 2008,Resale,1,1645000,-,1259,Strata,06 to 10,1306,Jul-21
