S/N,Project Name,Street Name,Type,Postal District,Market Segment,Tenure,Type of Sale,No. of Units,Price ($),Nett Price ($),Area (Sqft),Type of Area,Floor Level,Unit Price ($psf),Date of Sale
7039,THE CHERRYWOOD,LORONG L TELOK KURAU,Apartment,15,OCR,Freehold,Resale,1,998000,-,818,Strata,01 to 05,1220,Dec-18
7040,JC RESIDENCE,JOO CHIAT LANE,Apartment,15,RCR,Freehold,Resale,1,785000,-,721,Strata,01 to 05,1088,Dec-18
7041,COSTA RHU,RHU CROSS,Condominium,15,RCR,99 yrs lease commencing from 1994,Resale,1,2580000,-,2056,Strata,16 to 20,1255,Dec-18
7042,IRIDIUM,LINCOLN ROAD,Apartment,11,CCR,Freehold,Resale,1,1660000,-,1076,Strata,06 to 10,1542,Dec-18
7043,LA SUISSE,SWISS VIEW,Condominium,11,CCR,999 yrs lease commencing from 1878,Resale,1,2250000,-,2045,Strata,01 to 05,1100,Dec-18
7044,FLAMINGO VALLEY,SIGLAP ROAD,Condominium,15,OCR,Freehold,Resale,1,1180000,-,936,Strata,01 to 05,1260,Dec-18
7045,NINETEEN SHELFORD ROAD,SHELFORD ROAD,Condominium,11,CCR,Freehold,Resale,1,2080000,-,1399,Strata,06 to 10,1486,Dec-18
7046,THE INTERWEAVE,KIM KEAT ROAD,Apartment,12,RCR,Freehold,Resale,1,698000,-,431,Strata,16 to 20,1621,Dec-18
7047,EIGHT RIVERSUITES,WHAMPOA EAST,Condominium,12,RCR,99 yrs lease commencing from 2011,Resale,1,1292000,-,936,Strata,26 to 30,1380,Dec-18
7048,NATURE MANSIONS,LORONG K TELOK KURAU,Apartment,15,OCR,Freehold,Resale,1,1320000,-,1216,Strata,01 to 05,1085,Dec-18
7049,LUCIDA,SUFFOLK ROAD,Apartment,11,CCR,Freehold,Resale,1,992000,-,624,Strata,11 to 15,1589,Dec-18
7050,ONE DUSUN RESIDENCES,JALAN DUSUN,Apartment,12,RCR,Freehold,Resale,1,1030000,-,657,Strata,16 to 20,1569,Dec-18
7051,PALMERA RESIDENCE,LORONG N TELOK KURAU,Apartment,15,OCR,Freehold,Resale,1,1070000,-,893,Strata,01 to 05,1198,Dec-18
7052,THE TRUMPS,JALAN KEMBANGAN,Condominium,14,OCR,99 yrs lease commencing from 2000,Resale,1,1600000,-,1421,Strata,11 to 15,1126,Dec-18
7053,THE LUSH,DUKU ROAD,Apartment,15,RCR,Freehold,Resale,1,1700000,-,1227,Strata,01 to 05,1385,Dec-18
7054,8@WOODLEIGH,WOODLEIGH CLOSE,Condominium,13,RCR,99 yrs lease commencing from 2008,Resale,1,1525000,-,1076,Strata,06 to 10,1417,Dec-18
7055,CITY REGENCY,ST. MICHAEL'S ROAD,Apartment,12,RCR,Freehold,Resale,1,1197000,-,990,Strata,01 to 05,1209,Dec-18
7056,THE TIER,PEGU ROAD,Apartment,12,RCR,Freehold,Resale,1,810000,-,549,Strata,11 to 15,1476,Dec-18
7057,ATRIUM RESIDENCES,LORONG 28 GEYLANG,Apartment,14,RCR,Freehold,Resale,1,1010000,-,969,Strata,01 to 05,1043,Dec-18
7058,LE CRESCENDO,PAYA LEBAR ROAD,Condominium,14,RCR,Freehold,Resale,1,1185000,-,915,Strata,16 to 20,1295,Dec-18
7059,THE BELVEDERE,MEYER ROAD,Condominium,15,RCR,Freehold,Resale,1,2318000,-,1302,Strata,01 to 05,1780,Dec-18
7060,LAGUNA PARK,MARINE PARADE ROAD,Apartment,15,OCR,99 yrs lease commencing from 1977,Resale,1,1580000,-,1615,Strata,21 to 25,979,Dec-18
7061,THE ALCOVE,LORONG 27 GEYLANG,Apartment,14,RCR,99 yrs lease commencing from 2000,Resale,1,1108000,-,1302,Strata,06 to 10,851,Dec-18
7062,CENTRAL IMPERIAL,LORONG 14 GEYLANG,Apartment,14,RCR,Freehold,Resale,1,642000,-,646,Strata,06 to 10,994,Dec-18
7063,FLAMINGO VALLEY,SIGLAP ROAD,Condominium,15,OCR,Freehold,Resale,1,1240000,-,990,Strata,01 to 05,1252,Dec-18
7064,SHELFORD SUITES,SHELFORD ROAD,Condominium,11,CCR,Freehold,Resale,1,2138888,-,1249,Strata,01 to 05,1713,Dec-18
7065,IMPERIAL HEIGHTS,IPOH LANE,Apartment,15,RCR,Freehold,Resale,1,600000,-,452,Strata,01 to 05,1327,Dec-18
7066,WATERBANK AT DAKOTA,DAKOTA CRESCENT,Condominium,14,RCR,99 yrs lease commencing from 2009,Resale,1,1375000,-,883,Strata,06 to 10,1558,Dec-18
7067,ESPIRA RESIDENCE,LORONG K TELOK KURAU,Apartment,15,OCR,Freehold,Resale,1,900000,-,883,Strata,01 to 05,1020,Dec-18
7068,SILVERSEA,MARINE PARADE ROAD,Condominium,15,RCR,99 yrs lease commencing from 2007,Resale,1,1610000,-,980,Strata,06 to 10,1644,Dec-18
7069,MIRO,LINCOLN ROAD,Apartment,11,CCR,Freehold,Resale,1,3000000,-,1959,Strata,21 to 25,1531,Dec-18
7070,QUBE SUITES,JALAN PUNAI,Apartment,14,OCR,Freehold,Resale,1,830000,-,861,Strata,01 to 05,964,Dec-18
7071,SMART SUITES,SIMS AVENUE,Apartment,14,RCR,Freehold,Resale,1,658000,-,452,Strata,01 to 05,1455,Dec-18
7072,THE VIRIDIAN,JALAN AMPAS,Apartment,12,RCR,Freehold,Resale,1,1270000,-,893,Strata,11 to 15,1422,Dec-18
7073,TANJONG RIA CONDOMINIUM,TANJONG RHU ROAD,Condominium,15,RCR,99 yrs lease commencing from 1993,Resale,1,1658000,-,1399,Strata,06 to 10,1185,Dec-18
7074,CENTRAL GROVE,GEYLANG EAST AVENUE 1,Condominium,14,RCR,99 yrs lease commencing from 1997,Resale,1,1210000,-,1238,Strata,01 to 05,977,Dec-18
7075,DUNEARN SUITES,DUNEARN ROAD,Apartment,11,CCR,Freehold,Resale,1,760000,-,431,Strata,01 to 05,1765,Dec-18
7076,26 NEWTON,NEWTON ROAD,Apartment,11,CCR,Freehold,Resale,1,2090000,-,775,Strata,16 to 20,2697,Dec-18
7077,MONTEBLEU,MINBU ROAD,Condominium,11,CCR,Freehold,Resale,1,1295000,-,807,Strata,16 to 20,1604,Dec-18
7078,THE ANSLEY,MANDALAY ROAD,Condominium,11,CCR,Freehold,Resale,1,1528888,-,1098,Strata,06 to 10,1393,Dec-18
7079,PEBBLE BAY,TANJONG RHU ROAD,Condominium,15,RCR,99 yrs lease commencing from 1994,Resale,1,1850000,-,1765,Strata,01 to 05,1048,Dec-18
7080,368 THOMSON,THOMSON ROAD,Condominium,11,CCR,Freehold,Resale,1,2620000,-,1722,Strata,06 to 10,1521,Dec-18
7081,ONE FORT,FORT ROAD,Condominium,15,RCR,Freehold,Resale,1,1490000,-,1055,Strata,06 to 10,1412,Dec-18
7082,CENTRA RESIDENCE,LORONG 7 GEYLANG,Apartment,14,RCR,Freehold,Resale,1,610000,-,452,Strata,01 to 05,1349,Dec-18
7083,SKY@ELEVEN,THOMSON LANE,Condominium,11,CCR,Freehold,Resale,1,4700000,-,2713,Strata,36 to 40,1733,Dec-18
7084,16 @ AMBER,AMBER ROAD,Apartment,15,RCR,Freehold,Resale,1,1120000,-,710,Strata,06 to 10,1577,Dec-18
7085,ALEGRIA,THOMSON ROAD,Apartment,11,CCR,Freehold,Resale,1,1600000,-,1163,Strata,01 to 05,1376,Dec-18
7086,OLEANDER TOWERS,LORONG 1 TOA PAYOH,Apartment,12,RCR,99 yrs lease commencing from 1995,Resale,1,1340000,-,1152,Strata,11 to 15,1163,Dec-18
7087,TREVISTA,LORONG 3 TOA PAYOH,Condominium,12,RCR,99 yrs lease commencing from 2008,Resale,1,2390000,-,1733,Strata,31 to 35,1379,Dec-18
7088,NIN RESIDENCE,PHENG GECK AVENUE,Apartment,13,RCR,99 yrs lease commencing from 2010,Resale,1,1200000,-,904,Strata,01 to 05,1327,Dec-18
7089,ELLIOT AT THE EAST COAST,ELLIOT ROAD,Condominium,15,OCR,Freehold,Resale,1,800000,-,506,Strata,01 to 05,1581,Dec-18
7090,THOMSON 800,THOMSON ROAD,Condominium,11,CCR,Freehold,Resale,1,2100000,-,1625,Strata,01 to 05,1292,Dec-18
7091,MOUNTBATTEN SUITES,MOUNTBATTEN ROAD,Apartment,15,RCR,Freehold,Resale,1,1438000,-,1152,Strata,01 to 05,1249,Dec-18
7092,THE TRUMPS,JALAN KEMBANGAN,Condominium,14,OCR,99 yrs lease commencing from 2000,Resale,1,910000,-,700,Strata,11 to 15,1301,Dec-18
7093,SIGLAP V,FIRST STREET,Apartment,15,OCR,Freehold,Resale,1,630000,-,495,Strata,01 to 05,1272,Dec-18
7094,SUITES @ TOPAZ,TOPAZ ROAD,Apartment,12,RCR,Freehold,Resale,1,553000,-,377,Strata,01 to 05,1468,Dec-18
7095,MERA EAST,CHANGI ROAD,Apartment,14,OCR,Freehold,Resale,1,1468000,-,1216,Strata,01 to 05,1207,Dec-18
7096,THE AMERY,LORONG K TELOK KURAU,Condominium,15,OCR,Freehold,Resale,1,2000000,-,1528,Strata,01 to 05,1308,Dec-18
7097,MELOSA,LORONG 28 GEYLANG,Apartment,14,RCR,Freehold,Resale,1,680000,-,506,Strata,01 to 05,1344,Dec-18
7098,SKY GREEN,MACPHERSON ROAD,Condominium,13,RCR,Freehold,Resale,1,1488888,-,1033,Strata,06 to 10,1441,Dec-18
7099,M21,MANDALAY ROAD,Apartment,11,CCR,Freehold,Resale,1,1090000,-,710,Strata,11 to 15,1534,Nov-18
7100,D'MIRA,BOON TECK ROAD,Apartment,12,RCR,Freehold,Resale,1,1850000,-,1507,Strata,01 to 05,1228,Nov-18
7101,EBONY MANSIONS,LORONG M TELOK KURAU,Apartment,15,OCR,Freehold,Resale,1,1170000,-,1184,Strata,01 to 05,988,Nov-18
7102,WINDY HEIGHTS,JALAN DAUD,Condominium,14,OCR,Freehold,Resale,1,2313000,-,2476,Strata,01 to 05,934,Nov-18
7103,VISTA RESIDENCES,JALAN DATOH,Condominium,12,RCR,Freehold,Resale,1,1780000,-,1195,Strata,06 to 10,1490,Nov-18
7104,HAIG COURT,HAIG ROAD,Condominium,15,RCR,Freehold,Resale,1,1550000,-,1076,Strata,11 to 15,1440,Nov-18
7105,NOVENA LODGE,JALAN MERLIMAU,Condominium,11,CCR,Freehold,Resale,1,1288000,-,807,Strata,01 to 05,1595,Nov-18
7106,THE SHORE RESIDENCES,AMBER ROAD,Condominium,15,RCR,103 yrs lease commencing from 2009,Resale,1,1750000,-,1141,Strata,11 to 15,1534,Nov-18
7107,CALARASI,KIM KEAT LANE,Apartment,12,RCR,Freehold,Resale,1,1250000,-,1130,Strata,06 to 10,1106,Nov-18
7108,LINCOLN SUITES,KHIANG GUAN AVENUE,Condominium,11,CCR,Freehold,Resale,1,1170000,-,474,Strata,21 to 25,2470,Nov-18
7109,EIGHT RIVERSUITES,WHAMPOA EAST,Condominium,12,RCR,99 yrs lease commencing from 2011,Resale,1,725000,-,441,Strata,16 to 20,1643,Nov-18
7110,ESCADA VIEW,LENGKONG EMPAT,Condominium,14,OCR,Freehold,Resale,1,900000,-,1163,Strata,01 to 05,774,Nov-18
7111,SILVERSEA,MARINE PARADE ROAD,Condominium,15,RCR,99 yrs lease commencing from 2007,Resale,1,1600000,-,969,Strata,01 to 05,1652,Nov-18
7112,THE GERANIUM,MANGIS ROAD,Condominium,15,RCR,Freehold,Resale,1,1125000,-,990,Strata,01 to 05,1136,Nov-18
7113,SHELFORD SUITES,SHELFORD ROAD,Condominium,11,CCR,Freehold,Resale,1,2750000,-,1604,Strata,01 to 05,1715,Nov-18
7114,COSTA RHU,RHU CROSS,Condominium,15,RCR,99 yrs lease commencing from 1994,Resale,1,3268000,-,2217,Strata,06 to 10,1474,Nov-18
7115,NOVENA COURT,JALAN NOVENA BARAT,Apartment,11,CCR,Freehold,Resale,1,1160000,-,861,Strata,01 to 05,1347,Nov-18
7116,BELLEZZA @ KATONG,CEYLON ROAD,Apartment,15,RCR,Freehold,Resale,1,1280000,-,1346,Strata,01 to 05,951,Nov-18
7117,SUITES @ EASTCOAST,UPPER EAST COAST ROAD,Condominium,15,OCR,Freehold,Resale,1,810000,-,592,Strata,01 to 05,1368,Nov-18
7118,THE VERVE,JALAN RAJAH,Apartment,12,RCR,Freehold,Resale,1,1018000,-,818,Strata,11 to 15,1244,Nov-18
7119,PARC SEABREEZE,JOO CHIAT ROAD,Apartment,15,RCR,Freehold,Resale,1,2188000,-,1356,Strata,01 to 05,1613,Nov-18
7120,CENTRA HEIGHTS,SIMS AVENUE,Apartment,14,RCR,Freehold,Resale,1,693388,-,431,Strata,11 to 15,1610,Nov-18
7121,PARADISE PALMS,DUNMAN ROAD,Apartment,15,RCR,Freehold,Resale,1,1720000,-,1152,Strata,11 to 15,1493,Nov-18
7122,PARC ELEGANCE,TELOK KURAU ROAD,Apartment,15,OCR,Freehold,Resale,1,658000,-,474,Strata,01 to 05,1389,Nov-18
7123,TRELLIS TOWERS,LORONG 1 TOA PAYOH,Condominium,12,RCR,Freehold,Resale,1,1620000,-,1163,Strata,06 to 10,1394,Nov-18
7124,CASSIA VIEW,GUILLEMARD ROAD,Apartment,14,RCR,Freehold,Resale,1,1380000,-,1152,Strata,11 to 15,1198,Nov-18
7125,SENNETT RESIDENCE,PHENG GECK AVENUE,Condominium,13,RCR,99 yrs lease commencing from 2011,Resale,1,905000,-,581,Strata,11 to 15,1557,Nov-18
7126,VISTA RESIDENCES,JALAN DATOH,Condominium,12,RCR,Freehold,Resale,1,1428000,-,904,Strata,06 to 10,1579,Nov-18
7127,RESIDENCES @ EVELYN,EVELYN ROAD,Condominium,11,CCR,Freehold,Resale,1,4480000,-,2250,Strata,31 to 35,1991,Nov-18
7128,GROSVENOR VIEW,LENGKONG EMPAT,Condominium,14,OCR,Freehold,Resale,1,1830000,-,2368,Strata,11 to 15,773,Nov-18
7129,THE ARIZON,GEYLANG ROAD,Apartment,14,RCR,Freehold,Resale,1,1088888,-,1765,Strata,01 to 05,617,Nov-18
7130,FLAMINGO VALLEY,SIGLAP ROAD,Condominium,15,OCR,Freehold,Resale,1,2420000,-,1593,Strata,01 to 05,1519,Nov-18
7131,MONTEBLEU,MINBU ROAD,Condominium,11,CCR,Freehold,Resale,1,2360000,-,1475,Strata,26 to 30,1600,Nov-18
7132,368 THOMSON,THOMSON ROAD,Condominium,11,CCR,Freehold,Resale,1,1450000,-,872,Strata,16 to 20,1663,Nov-18
7133,THE HELICONIA,JALAN DAUD,Condominium,14,OCR,Freehold,Resale,1,1420000,-,1302,Strata,01 to 05,1090,Nov-18
7134,WOODSVILLE 28,WOODSVILLE CLOSE,Apartment,13,RCR,99 yrs lease commencing from 2007,Resale,1,1240000,-,883,Strata,06 to 10,1405,Nov-18
7135,THE ANSLEY,MANDALAY ROAD,Condominium,11,CCR,Freehold,Resale,1,1798000,-,1281,Strata,11 to 15,1404,Nov-18
7136,HILLCREST ARCADIA,ARCADIA ROAD,Condominium,11,CCR,99 yrs lease commencing from 1975,Resale,1,940000,-,926,Strata,01 to 05,1015,Nov-18
7137,ONE @ PULASAN,PULASAN ROAD,Apartment,15,RCR,Freehold,Resale,1,910000,-,893,Strata,01 to 05,1019,Nov-18
7138,RESIDENTIAL APARTMENTS,LORONG 8 GEYLANG,Apartment,14,RCR,Freehold,Resale,1,895000,-,1249,Strata,01 to 05,717,Nov-18
7139,LE CONNEY PARK,LORONG L TELOK KURAU,Apartment,15,OCR,Freehold,Resale,1,1023000,-,1087,Strata,01 to 05,941,Nov-18
7140,RESIDENCES @ EVELYN,EVELYN ROAD,Condominium,11,CCR,Freehold,Resale,1,3488000,-,1528,Strata,16 to 20,2282,Nov-18
7141,MANDARIN GARDENS,SIGLAP ROAD,Condominium,15,OCR,99 yrs lease commencing from 1982,Resale,1,1575000,-,1528,Strata,06 to 10,1030,Nov-18
7142,WINDY HEIGHTS,JALAN DAUD,Condominium,14,OCR,Freehold,Resale,1,2200000,-,2476,Strata,06 to 10,889,Nov-18
7143,POSHGROVE EAST,EAST COAST ROAD,Condominium,15,OCR,Freehold,Resale,1,1875000,-,1302,Strata,01 to 05,1440,Nov-18
7144,CASA MEYA,MEYAPPA CHETTIAR ROAD,Apartment,13,RCR,Freehold,Resale,1,1085000,-,807,Strata,06 to 10,1344,Nov-18
7145,EASTBAY,TAY LIAN TECK ROAD,Apartment,15,OCR,Freehold,Resale,1,750000,-,581,Strata,01 to 05,1290,Nov-18
7146,RESIDENTIAL APARTMENTS,LORONG TAHAR,Apartment,14,RCR,Freehold,Resale,1,1120000,-,1173,Strata,01 to 05,955,Nov-18
7147,ASTORIA PARK,LORONG MYDIN,Condominium,14,OCR,99 yrs lease commencing from 1993,Resale,1,1245000,-,1195,Strata,01 to 05,1042,Nov-18
7148,THE TREELINE,LORONG G TELOK KURAU,Apartment,15,OCR,Freehold,Resale,1,1830000,-,1884,Strata,01 to 05,971,Nov-18
7149,HERITAGE EAST,EAST COAST ROAD,Apartment,15,OCR,Freehold,Resale,1,620000,-,495,Strata,01 to 05,1252,Nov-18
7150,ADRIA,DERBYSHIRE ROAD,Apartment,11,CCR,Freehold,Resale,1,2780000,-,1485,Strata,11 to 15,1872,Nov-18
7151,ASTON MANSIONS,LORONG 42 GEYLANG,Apartment,14,RCR,99 yrs lease commencing from 1995,Resale,1,930000,-,1012,Strata,01 to 05,919,Nov-18
7152,THE MARQUE @ IRRAWADDY,SHAN ROAD,Apartment,12,RCR,Freehold,Resale,1,1398000,-,1087,Strata,06 to 10,1286,Nov-18
7153,INTERO,LEICESTER ROAD,Apartment,13,RCR,Freehold,Resale,1,1400000,-,1012,Strata,11 to 15,1384,Nov-18
7154,SENNETT RESIDENCE,PHENG GECK AVENUE,Condominium,13,RCR,99 yrs lease commencing from 2011,Resale,1,892000,-,570,Strata,11 to 15,1564,Nov-18
7155,D'ECOSIA,STILL ROAD SOUTH,Condominium,15,OCR,Freehold,Resale,1,1710000,-,1227,Strata,01 to 05,1394,Nov-18
7156,MODA,EAST COAST ROAD,Apartment,15,RCR,Freehold,Resale,1,990000,-,764,Strata,11 to 15,1295,Nov-18
7157,THE MEDLEY,LORONG G TELOK KURAU,Apartment,15,OCR,Freehold,Resale,1,1550000,-,1615,Strata,01 to 05,960,Nov-18
7158,EIGHT RIVERSUITES,WHAMPOA EAST,Condominium,12,RCR,99 yrs lease commencing from 2011,Resale,1,1460000,-,1076,Strata,06 to 10,1356,Nov-18
7159,EUHABITAT,JALAN EUNOS,Condominium,14,OCR,99 yrs lease commencing from 2010,Resale,1,939888,-,904,Strata,01 to 05,1039,Nov-18
7160,BLU CORAL,LORONG L TELOK KURAU,Condominium,15,OCR,Freehold,Resale,1,1830000,-,1851,Strata,01 to 05,988,Nov-18
7161,NOVA 88,BHAMO ROAD,Apartment,12,RCR,Freehold,Resale,1,1590000,-,1249,Strata,01 to 05,1273,Nov-18
7162,THE CALLISTA,MAR THOMA ROAD,Apartment,12,RCR,999 yrs lease commencing from 1882,Resale,1,630000,-,592,Strata,01 to 05,1064,Nov-18
7163,SENNETT RESIDENCE,PHENG GECK AVENUE,Condominium,13,RCR,99 yrs lease commencing from 2011,Resale,1,1150000,-,743,Strata,11 to 15,1548,Nov-18
7164,THE SEA VIEW,AMBER ROAD,Condominium,15,RCR,Freehold,Resale,1,1950000,-,1216,Strata,11 to 15,1603,Nov-18
7165,DUNMAN VIEW,HAIG ROAD,Condominium,15,RCR,99 yrs lease commencing from 1997,Resale,1,1370000,-,1238,Strata,06 to 10,1107,Nov-18
7166,MONTEBLEU,MINBU ROAD,Condominium,11,CCR,Freehold,Resale,1,930000,-,570,Strata,16 to 20,1630,Nov-18
7167,38 I SUITES,IPOH LANE,Apartment,15,RCR,Freehold,Resale,1,1030000,-,689,Strata,11 to 15,1495,Nov-18
7168,PAYA LEBAR RESIDENCES,PAYA LEBAR ROAD,Apartment,14,RCR,Freehold,Resale,1,1070000,-,872,Strata,01 to 05,1227,Nov-18
7169,THE PROMINENCE,HAIG ROAD,Apartment,15,RCR,Freehold,Resale,1,1280000,-,1184,Strata,06 to 10,1081,Nov-18
7170,ROXY SQUARE,EAST COAST ROAD,Apartment,15,RCR,9999 yrs lease commencing from 1995,Resale,1,785000,-,603,Strata,06 to 10,1302,Nov-18
7171,VERSILIA ON HAIG,IPOH LANE,Condominium,15,RCR,Freehold,Resale,1,1680000,-,1130,Strata,01 to 05,1486,Nov-18
7172,NINETEEN SHELFORD ROAD,SHELFORD ROAD,Condominium,11,CCR,Freehold,Resale,1,2100000,-,1604,Strata,01 to 05,1309,Nov-18
7173,VACANZA @ EAST,LENGKONG TUJOH,Condominium,14,OCR,Freehold,Resale,1,1270000,-,1033,Strata,01 to 05,1229,Nov-18
7174,LE M RESIDENCE,LORONG M TELOK KURAU,Apartment,15,OCR,Freehold,Resale,1,1160000,-,1001,Strata,01 to 05,1159,Nov-18
7175,SIMS GREEN,LORONG 27A GEYLANG,Apartment,14,RCR,99 yrs lease commencing from 2001,Resale,1,1048000,-,1238,Strata,01 to 05,847,Nov-18
7176,SIMSVILLE,GEYLANG EAST AVENUE 2,Condominium,14,RCR,99 yrs lease commencing from 1994,Resale,1,1320000,-,1238,Strata,11 to 15,1066,Nov-18
7177,RIVEREDGE,SAMPAN PLACE,Condominium,15,RCR,99 yrs lease commencing from 2004,Resale,1,1200000,-,980,Strata,06 to 10,1225,Nov-18
7178,OLEANDER TOWERS,LORONG 1 TOA PAYOH,Apartment,12,RCR,99 yrs lease commencing from 1995,Resale,1,1286800,-,1152,Strata,21 to 25,1117,Nov-18
7179,ENVIO,JOO CHIAT PLACE,Apartment,15,OCR,Freehold,Resale,1,1600000,-,1927,Strata,01 to 05,830,Nov-18
7180,D'MIRA,BOON TECK ROAD,Apartment,12,RCR,Freehold,Resale,1,1850200,-,1507,Strata,06 to 10,1228,Nov-18
7181,91 MARSHALL,MARSHALL ROAD,Apartment,15,RCR,Freehold,Resale,1,900000,-,581,Strata,01 to 05,1548,Nov-18
7182,THE SERENNIA,PULASAN ROAD,Apartment,15,RCR,Freehold,Resale,1,1135000,-,980,Strata,01 to 05,1159,Nov-18
7183,RESIDENTIAL APARTMENTS,TELOK KURAU ROAD,Apartment,15,OCR,Freehold,Resale,1,1200000,-,1389,Strata,01 to 05,864,Nov-18
7184,LAGOON VIEW,MARINE PARADE ROAD,Apartment,15,OCR,99 yrs lease commencing from 1977,Resale,1,1400000,-,1647,Strata,01 to 05,850,Nov-18
7185,THE COTZ,TELOK KURAU ROAD,Apartment,15,OCR,Freehold,Resale,1,530000,-,398,Strata,01 to 05,1331,Nov-18
7186,MOUNTBATTEN SUITES,MOUNTBATTEN ROAD,Apartment,15,RCR,Freehold,Resale,1,760000,-,624,Strata,01 to 05,1217,Nov-18
7187,EAST ELEGANCE,JOO CHIAT TERRACE,Apartment,15,RCR,Freehold,Resale,1,1025000,-,850,Strata,01 to 05,1205,Nov-18
7188,RESIDENTIAL APARTMENTS,STANGEE PLACE,Apartment,15,RCR,Freehold,Resale,1,1388000,-,1076,Strata,01 to 05,1289,Nov-18
7189,LE CRESCENDO,PAYA LEBAR ROAD,Condominium,14,RCR,Freehold,Resale,1,1500000,-,1173,Strata,11 to 15,1278,Nov-18
7190,EIGHT RIVERSUITES,WHAMPOA EAST,Condominium,12,RCR,99 yrs lease commencing from 2011,Resale,1,1540000,-,1195,Strata,16 to 20,1289,Nov-18
7191,LA SUISSE,SWISS VIEW,Condominium,11,CCR,999 yrs lease commencing from 1878,Resale,1,3100000,-,2616,Strata,01 to 05,1185,Nov-18
7192,EUHABITAT,JALAN EUNOS,Condominium,14,OCR,99 yrs lease commencing from 2010,Resale,1,685000,-,527,Strata,01 to 05,1299,Nov-18
7193,PALM VISTA,LORONG G TELOK KURAU,Apartment,15,OCR,Freehold,Resale,1,1090000,-,990,Strata,01 to 05,1101,Nov-18
7194,THE NCLAVE,LORONG N TELOK KURAU,Apartment,15,OCR,Freehold,Resale,1,1910000,-,2056,Strata,01 to 05,929,Nov-18
7195,ST PATRICK'S COURT,ST. PATRICK'S ROAD,Apartment,15,OCR,Freehold,Resale,1,1350000,-,1184,Strata,01 to 05,1140,Nov-18
7196,SANCTUARY GREEN,TANJONG RHU ROAD,Condominium,15,RCR,99 yrs lease commencing from 1997,Resale,1,2198000,-,1711,Strata,06 to 10,1284,Nov-18
7197,TREVOSE PARK,TREVOSE CRESCENT,Condominium,11,CCR,Freehold,Resale,1,2780000,-,1690,Strata,01 to 05,1645,Nov-18
7198,VACANZA @ EAST,LENGKONG TUJOH,Condominium,14,OCR,Freehold,Resale,1,1230000,-,1033,Strata,11 to 15,1190,Nov-18
7199,THE WATERSIDE,TANJONG RHU ROAD,Condominium,15,RCR,Freehold,Resale,1,3200000,-,2142,Strata,11 to 15,1494,Nov-18
7200,LAGOON VIEW,MARINE PARADE ROAD,Apartment,15,OCR,99 yrs lease commencing from 1977,Resale,1,1518000,-,1647,Strata,06 to 10,922,Nov-18
7201,LOFT 33,LORONG 32 GEYLANG,Apartment,14,RCR,Freehold,Resale,1,977000,-,700,Strata,01 to 05,1396,Nov-18
7202,LA BRISA,LORONG 28 GEYLANG,Apartment,14,RCR,Freehold,Resale,1,645000,-,452,Strata,01 to 05,1427,Nov-18
7203,NOVA 88,BHAMO ROAD,Apartment,12,RCR,Freehold,Resale,1,1225000,-,980,Strata,06 to 10,1251,Nov-18
7204,LE CONNEY PARK,LORONG L TELOK KURAU,Apartment,15,OCR,Freehold,Resale,1,1187000,-,1044,Strata,01 to 05,1137,Nov-18
7205,CEYLON RESIDENCE,CEYLON ROAD,Apartment,15,RCR,Freehold,Resale,1,2050000,-,2293,Strata,01 to 05,894,Nov-18
7206,SIMSVILLE,GEYLANG EAST AVENUE 2,Condominium,14,RCR,99 yrs lease commencing from 1994,Resale,1,1300000,-,1249,Strata,11 to 15,1041,Nov-18
7207,SOLEIL @ SINARAN,SINARAN DRIVE,Condominium,11,CCR,99 yrs lease commencing from 2006,Resale,1,3150000,-,1722,Strata,06 to 10,1829,Nov-18
7208,ESCADA VIEW,LENGKONG EMPAT,Condominium,14,OCR,Freehold,Resale,1,1288000,-,1399,Strata,01 to 05,920,Nov-18
7209,THE SEAFRONT ON MEYER,MEYER ROAD,Condominium,15,RCR,Freehold,Resale,1,1890000,-,1066,Strata,11 to 15,1774,Nov-18
7210,TRILIGHT,NEWTON ROAD,Condominium,11,CCR,Freehold,Resale,1,2315000,-,1195,Strata,16 to 20,1938,Nov-18
7211,COSTA RHU,RHU CROSS,Condominium,15,RCR,99 yrs lease commencing from 1994,Resale,1,1720000,-,1346,Strata,06 to 10,1278,Nov-18
7212,EUHABITAT,JALAN EUNOS,Condominium,14,OCR,99 yrs lease commencing from 2010,Resale,1,665000,-,527,Strata,01 to 05,1261,Nov-18
7213,NIN RESIDENCE,PHENG GECK AVENUE,Apartment,13,RCR,99 yrs lease commencing from 2010,Resale,1,1225000,-,850,Strata,11 to 15,1441,Nov-18
7214,HOMEY GARDENS,LORONG M TELOK KURAU,Apartment,15,OCR,Freehold,Resale,1,1750000,-,1755,Strata,01 to 05,997,Nov-18
7215,MEYER RESIDENCE,MEYER PLACE,Apartment,15,RCR,Freehold,Resale,1,2045000,-,1152,Strata,11 to 15,1776,Nov-18
7216,GOLDHILL TOWERS,GOLDHILL AVENUE,Apartment,11,CCR,Freehold,Resale,1,2550000,-,1550,Strata,01 to 05,1645,Nov-18
7217,SOLEIL @ SINARAN,SINARAN DRIVE,Condominium,11,CCR,99 yrs lease commencing from 2006,Resale,1,2800000,-,1453,Strata,16 to 20,1927,Nov-18
