S/N,Project Name,Street Name,Type,Postal District,Market Segment,Tenure,Type of Sale,No. of Units,Price ($),Nett Price ($),Area (Sqft),Type of Area,Floor Level,Unit Price ($psf),Date of Sale
671,SKIES MILTONIA,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2012,Resale,1,1180000,-,1130,Strata,11 to 15,1044,Dec-20
672,SELETAR SPRINGS CONDOMINIUM,GERALD DRIVE,Condominium,28,OCR,99 yrs lease commencing from 1997,Resale,1,980000,-,1302,Strata,01 to 05,752,Dec-20
673,THE ESTUARY,YISHUN AVENUE 1,Condominium,27,OCR,99 yrs lease commencing from 2008,Resale,1,590000,-,592,Strata,01 to 05,997,Dec-20
674,SELETAR SPRINGS CONDOMINIUM,GERALD DRIVE,Condominium,28,OCR,99 yrs lease commencing from 1997,Resale,1,1172000,-,1496,Strata,01 to 05,783,Dec-20
675,SYMPHONY SUITES,YISHUN CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2014,Resale,1,731000,-,689,Strata,01 to 05,1061,Dec-20
676,THE NAUTICAL,JALAN SENDUDOK,Condominium,27,OCR,99 yrs lease commencing from 2011,Resale,1,988888,-,1119,Strata,01 to 05,883,Dec-20
677,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,958000,-,872,Strata,01 to 05,1099,Dec-20
678,MEADOWS @ PEIRCE,UPPER THOMSON ROAD,Condominium,26,OCR,Freehold,Resale,1,1595000,-,1270,Strata,01 to 05,1256,Dec-20
679,MEADOWS @ PEIRCE,UPPER THOMSON ROAD,Condominium,26,OCR,Freehold,Resale,1,1920000,-,1722,Strata,01 to 05,1115,Dec-20
680,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,762000,-,581,Strata,11 to 15,1311,Dec-20
681,SKIES MILTONIA,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2012,Resale,1,1120000,-,1076,Strata,11 to 15,1041,Dec-20
682,YISHUN EMERALD,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,920000,-,1152,Strata,11 to 15,799,Dec-20
683,RIVERBANK @ FERNVALE,FERNVALE CLOSE,Condominium,28,OCR,99 yrs lease commencing from 2013,Resale,1,1268888,-,1044,Strata,16 to 20,1215,Dec-20
684,SELETAR SPRINGS CONDOMINIUM,GERALD DRIVE,Condominium,28,OCR,99 yrs lease commencing from 1997,Resale,1,1420000,-,2077,Strata,01 to 05,684,Dec-20
685,YISHUN EMERALD,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,835000,-,1206,Strata,06 to 10,693,Dec-20
686,CASTLE GREEN,YIO CHU KANG ROAD,Condominium,26,OCR,99 yrs lease commencing from 1993,Resale,1,1175000,-,1173,Strata,11 to 15,1001,Dec-20
687,NORTHWOOD,JALAN MATA AYER,Condominium,27,OCR,Freehold,Resale,1,1638888,-,1991,Strata,01 to 05,823,Dec-20
688,EUPHONY GARDENS,JALAN MATA AYER,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,1100000,-,2196,Strata,01 to 05,501,Dec-20
689,THE ESTUARY,YISHUN AVENUE 1,Condominium,27,OCR,99 yrs lease commencing from 2008,Resale,1,645000,-,592,Strata,11 to 15,1089,Dec-20
690,SELETAR PARK RESIDENCE,SELETAR ROAD,Condominium,28,OCR,99 yrs lease commencing from 2011,Resale,1,1215000,-,1507,Strata,01 to 05,806,Dec-20
691,SUNRISE GARDENS,SUNRISE AVENUE,Condominium,28,OCR,99 yrs lease commencing from 1995,Resale,1,1450000,-,2034,Strata,01 to 05,713,Dec-20
692,THE SENSORIA,JALAN ULU SEMBAWANG,Condominium,27,OCR,Freehold,Resale,1,1758000,-,2282,Strata,01 to 05,770,Dec-20
693,ORCHID PARK CONDOMINIUM,YISHUN STREET 81,Condominium,27,OCR,99 yrs lease commencing from 1991,Resale,1,848000,-,1141,Strata,06 to 10,743,Dec-20
694,THE CALROSE,YIO CHU KANG ROAD,Condominium,26,OCR,Freehold,Resale,1,2500000,-,2551,Strata,01 to 05,980,Dec-20
695,RIVERTREES RESIDENCES,FERNVALE CLOSE,Apartment,28,OCR,99 yrs lease commencing from 2013,Resale,1,748000,-,581,Strata,11 to 15,1287,Dec-20
696,SELETARIS,SEMBAWANG ROAD,Condominium,27,OCR,Freehold,Resale,1,1720000,-,1981,Strata,01 to 05,868,Dec-20
697,YISHUN SAPPHIRE,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,728000,-,958,Strata,11 to 15,760,Dec-20
698,RIVERBANK @ FERNVALE,FERNVALE CLOSE,Condominium,28,OCR,99 yrs lease commencing from 2013,Resale,1,1430000,-,1238,Strata,06 to 10,1155,Dec-20
699,MEADOWS @ PEIRCE,UPPER THOMSON ROAD,Condominium,26,OCR,Freehold,Resale,1,1450000,-,1195,Strata,06 to 10,1214,Dec-20
700,FOREST HILLS CONDOMINIUM,TRANSIT ROAD,Condominium,26,OCR,99 yrs lease commencing from 2000,Resale,1,958000,-,1227,Strata,01 to 05,781,Dec-20
701,YISHUN EMERALD,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,1038000,-,1378,Strata,06 to 10,753,Dec-20
702,YISHUN SAPPHIRE,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,910000,-,1216,Strata,06 to 10,748,Dec-20
703,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,980000,-,947,Strata,21 to 25,1035,Dec-20
704,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,1220000,-,980,Strata,06 to 10,1246,Dec-20
705,CANBERRA RESIDENCES,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,1540000,-,1938,Strata,01 to 05,795,Dec-20
706,BULLION PARK,LENTOR LOOP,Condominium,26,OCR,Freehold,Resale,1,1520000,-,1259,Strata,11 to 15,1207,Dec-20
707,CASTLE GREEN,YIO CHU KANG ROAD,Condominium,26,OCR,99 yrs lease commencing from 1993,Resale,1,1130000,-,1216,Strata,06 to 10,929,Dec-20
708,YISHUN SAPPHIRE,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,1070000,-,1378,Strata,11 to 15,777,Dec-20
709,H2O RESIDENCES,FERNVALE LINK,Condominium,28,OCR,99 yrs lease commencing from 2010,Resale,1,1150000,-,1130,Strata,01 to 05,1018,Dec-20
710,CASTLE GREEN,YIO CHU KANG ROAD,Condominium,26,OCR,99 yrs lease commencing from 1993,Resale,1,850000,-,947,Strata,06 to 10,897,Dec-20
711,YISHUN EMERALD,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,945000,-,1378,Strata,11 to 15,686,Dec-20
712,THE NAUTICAL,JALAN SENDUDOK,Condominium,27,OCR,99 yrs lease commencing from 2011,Resale,1,552000,-,441,Strata,01 to 05,1251,Dec-20
713,YISHUN EMERALD,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,755000,-,958,Strata,11 to 15,788,Dec-20
714,SELETARIS,SEMBAWANG ROAD,Condominium,27,OCR,Freehold,Resale,1,965000,-,1163,Strata,01 to 05,830,Dec-20
715,MEADOWS @ PEIRCE,UPPER THOMSON ROAD,Condominium,26,OCR,Freehold,Resale,1,1580000,-,1195,Strata,11 to 15,1322,Dec-20
716,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,839000,-,667,Strata,11 to 15,1257,Dec-20
717,RIVERBANK @ FERNVALE,FERNVALE CLOSE,Condominium,28,OCR,99 yrs lease commencing from 2013,Resale,1,648000,-,538,Strata,01 to 05,1204,Dec-20
718,SELETAR SPRINGS CONDOMINIUM,GERALD DRIVE,Condominium,28,OCR,99 yrs lease commencing from 1997,Resale,1,1260000,-,1582,Strata,01 to 05,796,Dec-20
719,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,875000,-,710,Strata,16 to 20,1232,Dec-20
720,THE GREENWICH,SELETAR ROAD,Condominium,28,OCR,99 yrs lease commencing from 2009,Resale,1,870000,-,904,Strata,01 to 05,962,Dec-20
721,THE MILTONIA RESIDENCES,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,1030000,-,1173,Strata,01 to 05,878,Dec-20
722,H2O RESIDENCES,FERNVALE LINK,Condominium,28,OCR,99 yrs lease commencing from 2010,Resale,1,850000,-,883,Strata,01 to 05,963,Dec-20
723,THE ESTUARY,YISHUN AVENUE 1,Condominium,27,OCR,99 yrs lease commencing from 2008,Resale,1,1580000,-,1528,Strata,11 to 15,1034,Dec-20
724,GRANDE VISTA,CACTUS DRIVE,Condominium,28,OCR,999 yrs lease commencing from 1886,Resale,1,1795000,-,1636,Strata,06 to 10,1097,Dec-20
725,EIGHT COURTYARDS,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,1200000,-,1152,Strata,11 to 15,1042,Dec-20
726,ORCHID PARK CONDOMINIUM,YISHUN STREET 81,Condominium,27,OCR,99 yrs lease commencing from 1991,Resale,1,1165000,-,1572,Strata,11 to 15,741,Dec-20
727,H2O RESIDENCES,FERNVALE LINK,Condominium,28,OCR,99 yrs lease commencing from 2010,Resale,1,1518000,-,1378,Strata,01 to 05,1102,Dec-20
728,EIGHT COURTYARDS,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,530000,-,549,Strata,01 to 05,965,Dec-20
729,THE MILTONIA RESIDENCES,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,950000,-,1023,Strata,01 to 05,929,Dec-20
730,THE CALROSE,YIO CHU KANG ROAD,Condominium,26,OCR,Freehold,Resale,1,1330000,-,969,Strata,01 to 05,1373,Dec-20
731,ORCHID PARK CONDOMINIUM,YISHUN STREET 81,Condominium,27,OCR,99 yrs lease commencing from 1991,Resale,1,1350000,-,1733,Strata,11 to 15,779,Dec-20
732,THE NAUTICAL,JALAN SENDUDOK,Condominium,27,OCR,99 yrs lease commencing from 2011,Resale,1,1080000,-,1119,Strata,01 to 05,965,Dec-20
733,CASTLE GREEN,YIO CHU KANG ROAD,Condominium,26,OCR,99 yrs lease commencing from 1993,Resale,1,825000,-,947,Strata,06 to 10,871,Dec-20
734,THE MILTONIA RESIDENCES,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,888000,-,990,Strata,01 to 05,897,Nov-20
735,RIVERBANK @ FERNVALE,FERNVALE CLOSE,Condominium,28,OCR,99 yrs lease commencing from 2013,Resale,1,1150000,-,1055,Strata,11 to 15,1090,Nov-20
736,YISHUN SAPPHIRE,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,920000,-,1195,Strata,06 to 10,770,Nov-20
737,SELETAR SPRINGS CONDOMINIUM,GERALD DRIVE,Condominium,28,OCR,99 yrs lease commencing from 1997,Resale,1,960000,-,1335,Strata,01 to 05,719,Nov-20
738,RIVERTREES RESIDENCES,FERNVALE CLOSE,Apartment,28,OCR,99 yrs lease commencing from 2013,Resale,1,790000,-,721,Strata,16 to 20,1095,Nov-20
739,CASTLE GREEN,YIO CHU KANG ROAD,Condominium,26,OCR,99 yrs lease commencing from 1993,Resale,1,960000,-,1216,Strata,01 to 05,789,Nov-20
740,CASTLE GREEN,YIO CHU KANG ROAD,Condominium,26,OCR,99 yrs lease commencing from 1993,Resale,1,1180000,-,1173,Strata,11 to 15,1006,Nov-20
741,THE CALROSE,YIO CHU KANG ROAD,Condominium,26,OCR,Freehold,Resale,1,2368000,-,2185,Strata,01 to 05,1084,Nov-20
742,EUPHONY GARDENS,JALAN MATA AYER,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,650000,-,764,Strata,01 to 05,851,Nov-20
743,SUNRISE GARDENS,SUNRISE AVENUE,Condominium,28,OCR,99 yrs lease commencing from 1995,Resale,1,795000,-,1033,Strata,01 to 05,769,Nov-20
744,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,755000,-,592,Strata,21 to 25,1275,Nov-20
745,RIVERBANK @ FERNVALE,FERNVALE CLOSE,Condominium,28,OCR,99 yrs lease commencing from 2013,Resale,1,778000,-,689,Strata,16 to 20,1129,Nov-20
746,H2O RESIDENCES,FERNVALE LINK,Condominium,28,OCR,99 yrs lease commencing from 2010,Resale,1,1550000,-,1593,Strata,01 to 05,973,Nov-20
747,MEADOWS @ PEIRCE,UPPER THOMSON ROAD,Condominium,26,OCR,Freehold,Resale,1,2680000,-,2680,Strata,01 to 05,1000,Nov-20
748,CASTLE GREEN,YIO CHU KANG ROAD,Condominium,26,OCR,99 yrs lease commencing from 1993,Resale,1,1040000,-,1152,Strata,01 to 05,903,Nov-20
749,BULLION PARK,LENTOR LOOP,Condominium,26,OCR,Freehold,Resale,1,1290000,-,1259,Strata,01 to 05,1024,Nov-20
750,YISHUN SAPPHIRE,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,1020000,-,1324,Strata,11 to 15,770,Nov-20
751,SEASONS PARK,YIO CHU KANG ROAD,Condominium,26,OCR,99 yrs lease commencing from 1995,Resale,1,850000,-,1044,Strata,06 to 10,814,Nov-20
752,EUPHONY GARDENS,JALAN MATA AYER,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,828000,-,1281,Strata,01 to 05,646,Nov-20
753,THE ESTUARY,YISHUN AVENUE 1,Condominium,27,OCR,99 yrs lease commencing from 2008,Resale,1,865000,-,926,Strata,11 to 15,934,Nov-20
754,RIVERTREES RESIDENCES,FERNVALE CLOSE,Apartment,28,OCR,99 yrs lease commencing from 2013,Resale,1,1500000,-,1270,Strata,21 to 25,1181,Nov-20
755,THOMSON GROVE,YIO CHU KANG ROAD,Condominium,26,OCR,Freehold,Resale,1,1800000,-,1485,Strata,01 to 05,1212,Nov-20
756,EIGHT COURTYARDS,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,885888,-,861,Strata,11 to 15,1029,Nov-20
757,CANBERRA RESIDENCES,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,790000,-,850,Strata,01 to 05,929,Nov-20
758,SELETARIS,SEMBAWANG ROAD,Condominium,27,OCR,Freehold,Resale,1,1200000,-,1346,Strata,01 to 05,892,Nov-20
759,THE ESTUARY,YISHUN AVENUE 1,Condominium,27,OCR,99 yrs lease commencing from 2008,Resale,1,1440000,-,1528,Strata,01 to 05,942,Nov-20
760,BULLION PARK,LENTOR LOOP,Condominium,26,OCR,Freehold,Resale,1,1435000,-,1238,Strata,11 to 15,1159,Nov-20
761,YISHUN SAPPHIRE,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,910000,-,1216,Strata,01 to 05,748,Nov-20
762,SERENITY PARK,TAMARIND ROAD,Condominium,28,OCR,Freehold,Resale,1,1438888,-,1324,Strata,01 to 05,1087,Nov-20
763,YISHUN EMERALD,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,1050000,-,1399,Strata,06 to 10,750,Nov-20
764,RIVERBANK @ FERNVALE,FERNVALE CLOSE,Condominium,28,OCR,99 yrs lease commencing from 2013,Resale,1,1380000,-,1238,Strata,06 to 10,1115,Nov-20
765,CASTLE GREEN,YIO CHU KANG ROAD,Condominium,26,OCR,99 yrs lease commencing from 1993,Resale,1,885000,-,1130,Strata,01 to 05,783,Nov-20
766,THE MILTONIA RESIDENCES,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,1138888,-,1141,Strata,01 to 05,998,Nov-20
767,SELETARIS,SEMBAWANG ROAD,Condominium,27,OCR,Freehold,Resale,1,1215000,-,1346,Strata,01 to 05,903,Nov-20
768,ORCHID PARK CONDOMINIUM,YISHUN STREET 81,Condominium,27,OCR,99 yrs lease commencing from 1991,Resale,1,820000,-,1141,Strata,06 to 10,719,Nov-20
769,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,1680000,-,1421,Strata,16 to 20,1182,Nov-20
770,RIVERTREES RESIDENCES,FERNVALE CLOSE,Apartment,28,OCR,99 yrs lease commencing from 2013,Resale,1,848888,-,700,Strata,11 to 15,1213,Nov-20
771,THE CALROSE,YIO CHU KANG ROAD,Condominium,26,OCR,Freehold,Resale,1,1608000,-,1302,Strata,01 to 05,1235,Nov-20
772,SEASONS PARK,YIO CHU KANG ROAD,Condominium,26,OCR,99 yrs lease commencing from 1995,Resale,1,1450000,-,1550,Strata,11 to 15,935,Nov-20
773,H2O RESIDENCES,FERNVALE LINK,Condominium,28,OCR,99 yrs lease commencing from 2010,Resale,1,1248000,-,1130,Strata,16 to 20,1104,Nov-20
774,CASTLE GREEN,YIO CHU KANG ROAD,Condominium,26,OCR,99 yrs lease commencing from 1993,Resale,1,880000,-,947,Strata,06 to 10,929,Nov-20
775,RIVERBANK @ FERNVALE,FERNVALE CLOSE,Condominium,28,OCR,99 yrs lease commencing from 2013,Resale,1,783000,-,689,Strata,16 to 20,1137,Nov-20
776,THE MILTONIA RESIDENCES,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,625000,-,592,Strata,01 to 05,1056,Nov-20
777,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,735000,-,570,Strata,06 to 10,1288,Nov-20
778,YISHUN EMERALD,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,855000,-,1184,Strata,11 to 15,722,Nov-20
779,H2O RESIDENCES,FERNVALE LINK,Condominium,28,OCR,99 yrs lease commencing from 2010,Resale,1,915000,-,883,Strata,16 to 20,1037,Nov-20
780,EUPHONY GARDENS,JALAN MATA AYER,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,960000,-,1464,Strata,01 to 05,656,Nov-20
781,SYMPHONY SUITES,YISHUN CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2014,Resale,1,755000,-,689,Strata,01 to 05,1096,Nov-20
782,THE MILTONIA RESIDENCES,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,775000,-,840,Strata,01 to 05,923,Nov-20
783,SEASONS PARK,YIO CHU KANG ROAD,Condominium,26,OCR,99 yrs lease commencing from 1995,Resale,1,1050000,-,1346,Strata,01 to 05,780,Nov-20
784,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,880000,-,700,Strata,06 to 10,1258,Nov-20
785,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,1000000,-,893,Strata,06 to 10,1119,Nov-20
786,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,800000,-,667,Strata,01 to 05,1199,Nov-20
787,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,960000,-,872,Strata,01 to 05,1101,Nov-20
788,RIVERBANK @ FERNVALE,FERNVALE CLOSE,Condominium,28,OCR,99 yrs lease commencing from 2013,Resale,1,1185000,-,1055,Strata,11 to 15,1123,Nov-20
789,THE CALROSE,YIO CHU KANG ROAD,Condominium,26,OCR,Freehold,Resale,1,1628000,-,1249,Strata,01 to 05,1304,Nov-20
790,THE ESTUARY,YISHUN AVENUE 1,Condominium,27,OCR,99 yrs lease commencing from 2008,Resale,1,1480000,-,1528,Strata,06 to 10,968,Nov-20
791,SKIES MILTONIA,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2012,Resale,1,965000,-,969,Strata,01 to 05,996,Nov-20
792,ORCHID PARK CONDOMINIUM,YISHUN STREET 81,Condominium,27,OCR,99 yrs lease commencing from 1991,Resale,1,710000,-,980,Strata,06 to 10,725,Nov-20
793,MEADOWS @ PEIRCE,UPPER THOMSON ROAD,Condominium,26,OCR,Freehold,Resale,1,2190000,-,2045,Strata,01 to 05,1071,Nov-20
794,ORCHID PARK CONDOMINIUM,YISHUN STREET 81,Condominium,27,OCR,99 yrs lease commencing from 1991,Resale,1,640000,-,872,Strata,01 to 05,734,Nov-20
795,THE ESTUARY,YISHUN AVENUE 1,Condominium,27,OCR,99 yrs lease commencing from 2008,Resale,1,870000,-,926,Strata,06 to 10,940,Nov-20
796,THE ESTUARY,YISHUN AVENUE 1,Condominium,27,OCR,99 yrs lease commencing from 2008,Resale,1,1280000,-,1302,Strata,11 to 15,983,Nov-20
797,BULLION PARK,LENTOR LOOP,Condominium,26,OCR,Freehold,Resale,1,1350000,-,1259,Strata,01 to 05,1072,Nov-20
798,MEADOWS @ PEIRCE,UPPER THOMSON ROAD,Condominium,26,OCR,Freehold,Resale,1,1870000,-,1518,Strata,01 to 05,1232,Nov-20
799,THE ESTUARY,YISHUN AVENUE 1,Condominium,27,OCR,99 yrs lease commencing from 2008,Resale,1,1180000,-,1184,Strata,06 to 10,997,Nov-20
800,YISHUN EMERALD,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,910000,-,1313,Strata,01 to 05,693,Nov-20
801,YISHUN EMERALD,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,1050000,-,1346,Strata,11 to 15,780,Nov-20
802,H2O RESIDENCES,FERNVALE LINK,Condominium,28,OCR,99 yrs lease commencing from 2010,Resale,1,840000,-,883,Strata,01 to 05,952,Nov-20
803,THE GREENWICH,SELETAR ROAD,Condominium,28,OCR,99 yrs lease commencing from 2009,Resale,1,1500000,-,1475,Strata,01 to 05,1017,Nov-20
804,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,628000,-,452,Strata,11 to 15,1389,Nov-20
805,CANBERRA RESIDENCES,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,785000,-,904,Strata,01 to 05,868,Oct-20
806,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,591000,-,441,Strata,11 to 15,1339,Oct-20
807,SKIES MILTONIA,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2012,Resale,1,555000,-,484,Strata,01 to 05,1146,Oct-20
808,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,615000,-,452,Strata,06 to 10,1360,Oct-20
809,SELETAR SPRINGS CONDOMINIUM,GERALD DRIVE,Condominium,28,OCR,99 yrs lease commencing from 1997,Resale,1,1200000,-,1636,Strata,01 to 05,733,Oct-20
810,EUPHONY GARDENS,JALAN MATA AYER,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,720000,-,1206,Strata,01 to 05,597,Oct-20
811,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,623000,-,452,Strata,21 to 25,1378,Oct-20
812,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,780000,-,581,Strata,16 to 20,1342,Oct-20
813,CANBERRA RESIDENCES,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,785000,-,850,Strata,01 to 05,923,Oct-20
814,YISHUN EMERALD,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,1020000,-,1410,Strata,01 to 05,723,Oct-20
815,CANBERRA RESIDENCES,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,1450000,-,1905,Strata,01 to 05,761,Oct-20
816,EIGHT COURTYARDS,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,1450000,-,1378,Strata,06 to 10,1052,Oct-20
817,THE GREENWICH,SELETAR ROAD,Condominium,28,OCR,99 yrs lease commencing from 2009,Resale,1,728000,-,603,Strata,01 to 05,1208,Oct-20
818,EUPHONY GARDENS,JALAN MATA AYER,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,838000,-,1152,Strata,01 to 05,728,Oct-20
819,YISHUN EMERALD,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,950000,-,1324,Strata,11 to 15,718,Oct-20
820,SKIES MILTONIA,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2012,Resale,1,555000,-,484,Strata,01 to 05,1146,Oct-20
821,EIGHT COURTYARDS,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,1118000,-,1087,Strata,06 to 10,1028,Oct-20
822,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,810000,-,667,Strata,21 to 25,1214,Oct-20
823,RIVERTREES RESIDENCES,FERNVALE CLOSE,Apartment,28,OCR,99 yrs lease commencing from 2013,Resale,1,1510000,-,1206,Strata,11 to 15,1253,Oct-20
824,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,1020000,-,936,Strata,21 to 25,1089,Oct-20
825,THE NAUTICAL,JALAN SENDUDOK,Condominium,27,OCR,99 yrs lease commencing from 2011,Resale,1,575000,-,570,Strata,01 to 05,1008,Oct-20
826,D'BANYAN,JALAN SENDUDOK,Apartment,27,OCR,999 yrs lease commencing from 1885,Resale,1,865000,-,1119,Strata,01 to 05,773,Oct-20
827,BULLION PARK,LENTOR LOOP,Condominium,26,OCR,Freehold,Resale,1,970000,-,807,Strata,11 to 15,1202,Oct-20
828,H2O RESIDENCES,FERNVALE LINK,Condominium,28,OCR,99 yrs lease commencing from 2010,Resale,1,850000,-,797,Strata,06 to 10,1067,Oct-20
829,ORCHID PARK CONDOMINIUM,YISHUN STREET 81,Condominium,27,OCR,99 yrs lease commencing from 1991,Resale,1,657000,-,958,Strata,01 to 05,686,Oct-20
830,YISHUN EMERALD,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,980000,-,1399,Strata,01 to 05,700,Oct-20
831,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,818000,-,667,Strata,01 to 05,1226,Oct-20
832,THE MILTONIA RESIDENCES,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,1250000,-,1528,Strata,01 to 05,818,Oct-20
833,THE SENSORIA,JALAN ULU SEMBAWANG,Condominium,27,OCR,Freehold,Resale,1,915000,-,1001,Strata,01 to 05,914,Oct-20
834,ORCHID PARK CONDOMINIUM,YISHUN STREET 81,Condominium,27,OCR,99 yrs lease commencing from 1991,Resale,1,650000,-,958,Strata,01 to 05,678,Oct-20
835,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,825000,-,678,Strata,21 to 25,1217,Oct-20
836,YISHUN EMERALD,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,848000,-,1335,Strata,01 to 05,635,Oct-20
