S/N,Project Name,Street Name,Type,Postal District,Market Segment,Tenure,Type of Sale,No. of Units,Price ($),Nett Price ($),Area (Sqft),Type of Area,Floor Level,Unit Price ($psf),Date of Sale
13,THE WISTERIA,YISHUN RING ROAD,Apartment,27,OCR,99 yrs lease commencing from 2015,Resale,1,1100000,-,969,Strata,06 to 10,1135,Oct-21
14,SELETAR PARK RESIDENCE,SELETAR ROAD,Condominium,28,OCR,99 yrs lease commencing from 2011,Resale,1,1150000,-,872,Strata,01 to 05,1319,Oct-21
15,YISHUN EMERALD,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,1050000,-,1432,Strata,16 to 20,733,Oct-21
16,CASTLE GREEN,YIO CHU KANG ROAD,Condominium,26,OCR,99 yrs lease commencing from 1993,Resale,1,1520000,-,1410,Strata,11 to 15,1078,Oct-21
17,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,878000,-,667,Strata,16 to 20,1316,Oct-21
18,EUPHONY GARDENS,JALAN MATA AYER,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,830000,-,1109,Strata,01 to 05,749,Oct-21
19,SKIES MILTONIA,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2012,Resale,1,785000,-,721,Strata,06 to 10,1088,Oct-21
20,THE GREENWICH,SELETAR ROAD,Condominium,28,OCR,99 yrs lease commencing from 2009,Resale,1,1590000,-,1227,Strata,01 to 05,1296,Oct-21
21,EIGHT COURTYARDS,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,975000,-,990,Strata,01 to 05,985,Oct-21
22,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,993888,-,872,Strata,01 to 05,1140,Oct-21
23,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,1190000,-,980,Strata,01 to 05,1215,Oct-21
24,RIVERBANK @ FERNVALE,FERNVALE CLOSE,Condominium,28,OCR,99 yrs lease commencing from 2013,Resale,1,1700000,-,1389,Strata,06 to 10,1224,Oct-21
25,THE ESTUARY,YISHUN AVENUE 1,Condominium,27,OCR,99 yrs lease commencing from 2008,Resale,1,1008888,-,1119,Strata,06 to 10,901,Oct-21
26,RIVERBANK @ FERNVALE,FERNVALE CLOSE,Condominium,28,OCR,99 yrs lease commencing from 2013,Resale,1,1200000,-,1044,Strata,06 to 10,1149,Oct-21
27,H2O RESIDENCES,FERNVALE LINK,Condominium,28,OCR,99 yrs lease commencing from 2010,Resale,1,905000,-,883,Strata,11 to 15,1025,Oct-21
28,THE ESTUARY,YISHUN AVENUE 1,Condominium,27,OCR,99 yrs lease commencing from 2008,Resale,1,1268000,-,915,Strata,06 to 10,1386,Oct-21
29,RIVERTREES RESIDENCES,FERNVALE CLOSE,Apartment,28,OCR,99 yrs lease commencing from 2013,Resale,1,1318000,-,1119,Strata,01 to 05,1177,Oct-21
30,SKIES MILTONIA,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2012,Resale,1,785000,-,710,Strata,06 to 10,1105,Oct-21
31,CANBERRA RESIDENCES,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,1580000,-,1905,Strata,01 to 05,829,Oct-21
32,THE MILTONIA RESIDENCES,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,890000,-,861,Strata,01 to 05,1034,Oct-21
33,SERENITY PARK,TAMARIND ROAD,Condominium,28,OCR,Freehold,Resale,1,1717000,-,1593,Strata,01 to 05,1078,Oct-21
34,RIVERTREES RESIDENCES,FERNVALE CLOSE,Apartment,28,OCR,99 yrs lease commencing from 2013,Resale,1,845000,-,700,Strata,11 to 15,1208,Oct-21
35,SELETAR PARK RESIDENCE,SELETAR ROAD,Condominium,28,OCR,99 yrs lease commencing from 2011,Resale,1,1080000,-,840,Strata,01 to 05,1286,Sep-21
36,THE MILTONIA RESIDENCES,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,840000,-,861,Strata,01 to 05,975,Sep-21
37,THE ESTUARY,YISHUN AVENUE 1,Condominium,27,OCR,99 yrs lease commencing from 2008,Resale,1,1000000,-,1119,Strata,01 to 05,893,Sep-21
38,TEACHER'S HOUSING ESTATE,KALIDASA AVENUE,Apartment,26,OCR,999 yrs lease commencing from 1885,Resale,1,1000000,-,2196,Strata,01 to 05,455,Sep-21
39,H2O RESIDENCES,FERNVALE LINK,Condominium,28,OCR,99 yrs lease commencing from 2010,Resale,1,883028,-,883,Strata,11 to 15,1000,Sep-21
40,NINE RESIDENCES,YISHUN AVENUE 9,Apartment,27,OCR,99 yrs lease commencing from 2013,Resale,1,860000,-,710,Strata,11 to 15,1211,Sep-21
41,THE MILTONIA RESIDENCES,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,870000,-,1001,Strata,01 to 05,869,Sep-21
42,SEASONS PARK,YIO CHU KANG ROAD,Condominium,26,OCR,99 yrs lease commencing from 1995,Resale,1,1160000,-,1066,Strata,11 to 15,1089,Sep-21
43,GRANDE VISTA,CACTUS DRIVE,Condominium,28,OCR,999 yrs lease commencing from 1886,Resale,1,1964000,-,1647,Strata,06 to 10,1193,Sep-21
44,CASTLE GREEN,YIO CHU KANG ROAD,Condominium,26,OCR,99 yrs lease commencing from 1993,Resale,1,900000,-,947,Strata,01 to 05,950,Sep-21
45,CASTLE GREEN,YIO CHU KANG ROAD,Condominium,26,OCR,99 yrs lease commencing from 1993,Resale,1,1480000,-,1410,Strata,11 to 15,1050,Sep-21
46,THE WISTERIA,YISHUN RING ROAD,Apartment,27,OCR,99 yrs lease commencing from 2015,Resale,1,1025000,-,893,Strata,06 to 10,1147,Sep-21
47,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,1058000,-,872,Strata,01 to 05,1213,Sep-21
48,THE CALROSE,YIO CHU KANG ROAD,Condominium,26,OCR,Freehold,Resale,1,1762888,-,1302,Strata,01 to 05,1354,Sep-21
49,BULLION PARK,LENTOR LOOP,Condominium,26,OCR,Freehold,Resale,1,999000,-,807,Strata,06 to 10,1237,Sep-21
50,CANBERRA RESIDENCES,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,1330000,-,1528,Strata,01 to 05,870,Sep-21
51,SKIES MILTONIA,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2012,Resale,1,1070000,-,1076,Strata,01 to 05,994,Sep-21
52,SEASONS PARK,YIO CHU KANG ROAD,Condominium,26,OCR,99 yrs lease commencing from 1995,Resale,1,980000,-,1044,Strata,01 to 05,939,Sep-21
53,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,868000,-,732,Strata,06 to 10,1186,Sep-21
54,SELETAR PARK RESIDENCE,SELETAR ROAD,Condominium,28,OCR,99 yrs lease commencing from 2011,Resale,1,1163000,-,872,Strata,01 to 05,1334,Sep-21
55,ORCHID PARK CONDOMINIUM,YISHUN STREET 81,Condominium,27,OCR,99 yrs lease commencing from 1991,Resale,1,780000,-,958,Strata,06 to 10,814,Sep-21
56,EUPHONY GARDENS,JALAN MATA AYER,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,745000,-,947,Strata,01 to 05,787,Sep-21
57,EIGHT COURTYARDS,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,560000,-,452,Strata,06 to 10,1239,Sep-21
58,H2O RESIDENCES,FERNVALE LINK,Condominium,28,OCR,99 yrs lease commencing from 2010,Resale,1,908000,-,883,Strata,16 to 20,1029,Sep-21
59,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,650000,-,452,Strata,11 to 15,1438,Sep-21
60,THE ESTUARY,YISHUN AVENUE 1,Condominium,27,OCR,99 yrs lease commencing from 2008,Resale,1,1100000,-,1119,Strata,06 to 10,983,Sep-21
61,CASTLE GREEN,YIO CHU KANG ROAD,Condominium,26,OCR,99 yrs lease commencing from 1993,Resale,1,880000,-,947,Strata,01 to 05,929,Sep-21
62,SEASONS PARK,YIO CHU KANG ROAD,Condominium,26,OCR,99 yrs lease commencing from 1995,Resale,1,1245000,-,1292,Strata,01 to 05,964,Sep-21
63,CASTLE GREEN,YIO CHU KANG ROAD,Condominium,26,OCR,99 yrs lease commencing from 1993,Resale,1,836000,-,947,Strata,01 to 05,883,Sep-21
64,SYMPHONY SUITES,YISHUN CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2014,Resale,1,870000,-,797,Strata,11 to 15,1092,Sep-21
65,EIGHT COURTYARDS,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,920000,-,958,Strata,01 to 05,960,Sep-21
66,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,1100000,-,872,Strata,21 to 25,1262,Sep-21
67,RIVERTREES RESIDENCES,FERNVALE CLOSE,Apartment,28,OCR,99 yrs lease commencing from 2013,Resale,1,880000,-,700,Strata,06 to 10,1258,Sep-21
68,ORCHID PARK CONDOMINIUM,YISHUN STREET 81,Condominium,27,OCR,99 yrs lease commencing from 1991,Resale,1,740000,-,893,Strata,01 to 05,828,Sep-21
69,RIVERBANK @ FERNVALE,FERNVALE CLOSE,Condominium,28,OCR,99 yrs lease commencing from 2013,Resale,1,1238000,-,1044,Strata,11 to 15,1186,Sep-21
70,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,1500000,-,1227,Strata,01 to 05,1222,Sep-21
71,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,870000,-,635,Strata,21 to 25,1370,Sep-21
72,GRANDE VISTA,CACTUS DRIVE,Condominium,28,OCR,999 yrs lease commencing from 1886,Resale,1,1580000,-,1367,Strata,01 to 05,1156,Sep-21
73,H2O RESIDENCES,FERNVALE LINK,Condominium,28,OCR,99 yrs lease commencing from 2010,Resale,1,1250000,-,1076,Strata,11 to 15,1161,Sep-21
74,THE ESTUARY,YISHUN AVENUE 1,Condominium,27,OCR,99 yrs lease commencing from 2008,Resale,1,1565000,-,1453,Strata,11 to 15,1077,Sep-21
75,THE WISTERIA,YISHUN RING ROAD,Apartment,27,OCR,99 yrs lease commencing from 2015,Resale,1,973000,-,893,Strata,06 to 10,1089,Sep-21
76,SUNRISE GARDENS,SUNRISE AVENUE,Condominium,28,OCR,99 yrs lease commencing from 1995,Resale,1,930000,-,1216,Strata,01 to 05,765,Sep-21
77,RIVERBANK @ FERNVALE,FERNVALE CLOSE,Condominium,28,OCR,99 yrs lease commencing from 2013,Resale,1,640000,-,495,Strata,11 to 15,1293,Sep-21
78,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,1270888,-,980,Strata,16 to 20,1297,Sep-21
79,YISHUN SAPPHIRE,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,980000,-,1206,Strata,06 to 10,813,Sep-21
80,H2O RESIDENCES,FERNVALE LINK,Condominium,28,OCR,99 yrs lease commencing from 2010,Resale,1,1420000,-,1195,Strata,16 to 20,1188,Sep-21
81,SERENITY PARK,TAMARIND ROAD,Condominium,28,OCR,Freehold,Resale,1,1460000,-,1324,Strata,01 to 05,1103,Sep-21
82,EUPHONY GARDENS,JALAN MATA AYER,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,1050000,-,1518,Strata,01 to 05,692,Sep-21
83,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,1225000,-,947,Strata,11 to 15,1293,Sep-21
84,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,762888,-,581,Strata,06 to 10,1312,Sep-21
85,GRANDE VISTA,CACTUS DRIVE,Condominium,28,OCR,999 yrs lease commencing from 1886,Resale,1,1580000,-,1367,Strata,01 to 05,1156,Sep-21
86,SEASONS PARK,YIO CHU KANG ROAD,Condominium,26,OCR,99 yrs lease commencing from 1995,Resale,1,1060000,-,1066,Strata,16 to 20,995,Sep-21
87,RIVERTREES RESIDENCES,FERNVALE CLOSE,Apartment,28,OCR,99 yrs lease commencing from 2013,Resale,1,1715000,-,1356,Strata,11 to 15,1265,Sep-21
88,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,615000,-,441,Strata,11 to 15,1394,Sep-21
89,THE MILTONIA RESIDENCES,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,1800000,-,2077,Strata,01 to 05,866,Sep-21
90,RIVERTREES RESIDENCES,FERNVALE CLOSE,Apartment,28,OCR,99 yrs lease commencing from 2013,Resale,1,745000,-,581,Strata,16 to 20,1282,Sep-21
91,H2O RESIDENCES,FERNVALE LINK,Condominium,28,OCR,99 yrs lease commencing from 2010,Resale,1,1230000,-,1130,Strata,01 to 05,1088,Sep-21
92,GRANDE VISTA,CACTUS DRIVE,Condominium,28,OCR,999 yrs lease commencing from 1886,Resale,1,1920000,-,2024,Strata,01 to 05,949,Sep-21
93,CASTLE GREEN,YIO CHU KANG ROAD,Condominium,26,OCR,99 yrs lease commencing from 1993,Resale,1,900000,-,947,Strata,06 to 10,950,Sep-21
94,CASTLE GREEN,YIO CHU KANG ROAD,Condominium,26,OCR,99 yrs lease commencing from 1993,Resale,1,1250000,-,1173,Strata,06 to 10,1065,Sep-21
95,GRANDE VISTA,CACTUS DRIVE,Condominium,28,OCR,999 yrs lease commencing from 1886,Resale,1,1950000,-,1647,Strata,06 to 10,1184,Sep-21
96,GRANDE VISTA,CACTUS DRIVE,Condominium,28,OCR,999 yrs lease commencing from 1886,Resale,1,1950000,-,2024,Strata,01 to 05,964,Sep-21
97,ORCHID PARK CONDOMINIUM,YISHUN STREET 81,Condominium,27,OCR,99 yrs lease commencing from 1991,Resale,1,732000,-,958,Strata,01 to 05,764,Sep-21
98,NORTHWOOD,JALAN MATA AYER,Condominium,27,OCR,Freehold,Resale,1,1420000,-,1604,Strata,01 to 05,885,Sep-21
99,SUNRISE GARDENS,SUNRISE AVENUE,Condominium,28,OCR,99 yrs lease commencing from 1995,Resale,1,820000,-,1055,Strata,01 to 05,777,Sep-21
100,THE MILTONIA RESIDENCES,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,1128000,-,1141,Strata,01 to 05,989,Sep-21
101,SKIES MILTONIA,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2012,Resale,1,788000,-,721,Strata,06 to 10,1093,Sep-21
102,CASTLE GREEN,YIO CHU KANG ROAD,Condominium,26,OCR,99 yrs lease commencing from 1993,Resale,1,830000,-,947,Strata,01 to 05,876,Sep-21
103,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,923000,-,710,Strata,06 to 10,1299,Aug-21
104,NINE RESIDENCES,YISHUN AVENUE 9,Apartment,27,OCR,99 yrs lease commencing from 2013,Resale,1,650000,-,570,Strata,06 to 10,1139,Aug-21
105,HONG HENG MANSIONS,SEMBAWANG ROAD,Apartment,26,OCR,Freehold,Resale,1,1200000,-,1302,Strata,01 to 05,921,Aug-21
106,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,802000,-,667,Strata,01 to 05,1202,Aug-21
107,SELETAR PARK RESIDENCE,SELETAR ROAD,Condominium,28,OCR,99 yrs lease commencing from 2011,Resale,1,1250000,-,1442,Strata,01 to 05,867,Aug-21
108,SKIES MILTONIA,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2012,Resale,1,808000,-,743,Strata,06 to 10,1088,Aug-21
109,THE ESTUARY,YISHUN AVENUE 1,Condominium,27,OCR,99 yrs lease commencing from 2008,Resale,1,1248000,-,1302,Strata,01 to 05,958,Aug-21
110,SELETAR PARK RESIDENCE,SELETAR ROAD,Condominium,28,OCR,99 yrs lease commencing from 2011,Resale,1,950000,-,797,Strata,01 to 05,1193,Aug-21
111,BULLION PARK,LENTOR LOOP,Condominium,26,OCR,Freehold,Resale,1,1580000,-,1259,Strata,06 to 10,1255,Aug-21
112,FLORAVILLE,CACTUS ROAD,Apartment,28,OCR,Freehold,Resale,1,990000,-,797,Strata,01 to 05,1243,Aug-21
113,SEASONS PARK,YIO CHU KANG ROAD,Condominium,26,OCR,99 yrs lease commencing from 1995,Resale,1,875000,-,1044,Strata,01 to 05,838,Aug-21
114,THE WISTERIA,YISHUN RING ROAD,Apartment,27,OCR,99 yrs lease commencing from 2015,Resale,1,1075000,-,969,Strata,06 to 10,1110,Aug-21
115,SKIES MILTONIA,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2012,Resale,1,770000,-,721,Strata,01 to 05,1068,Aug-21
116,ORCHID PARK CONDOMINIUM,YISHUN STREET 81,Condominium,27,OCR,99 yrs lease commencing from 1991,Resale,1,828000,-,1195,Strata,01 to 05,693,Aug-21
117,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,1181888,-,980,Strata,06 to 10,1207,Aug-21
118,SELETAR SPRINGS CONDOMINIUM,GERALD DRIVE,Condominium,28,OCR,99 yrs lease commencing from 1997,Resale,1,750000,-,1012,Strata,01 to 05,741,Aug-21
119,YISHUN SAPPHIRE,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,1250000,-,1442,Strata,01 to 05,867,Aug-21
120,SYMPHONY SUITES,YISHUN CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2014,Resale,1,1050000,-,915,Strata,01 to 05,1148,Aug-21
121,THE WISTERIA,YISHUN RING ROAD,Apartment,27,OCR,99 yrs lease commencing from 2015,Resale,1,580000,-,441,Strata,06 to 10,1314,Aug-21
122,THE MILTONIA RESIDENCES,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,788000,-,840,Strata,01 to 05,939,Aug-21
123,SKIES MILTONIA,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2012,Resale,1,805000,-,743,Strata,06 to 10,1084,Aug-21
124,NORTHWOOD,JALAN MATA AYER,Condominium,27,OCR,Freehold,Resale,1,1800000,-,1991,Strata,01 to 05,904,Aug-21
125,BULLION PARK,LENTOR LOOP,Condominium,26,OCR,Freehold,Resale,1,1030000,-,807,Strata,06 to 10,1276,Aug-21
126,MEADOWS @ PEIRCE,UPPER THOMSON ROAD,Condominium,26,OCR,Freehold,Resale,1,2100000,-,1625,Strata,01 to 05,1292,Aug-21
127,MEADOWS @ PEIRCE,UPPER THOMSON ROAD,Condominium,26,OCR,Freehold,Resale,1,1982000,-,1518,Strata,01 to 05,1306,Aug-21
128,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,780000,-,581,Strata,01 to 05,1342,Aug-21
129,NINE RESIDENCES,YISHUN AVENUE 9,Apartment,27,OCR,99 yrs lease commencing from 2013,Resale,1,630000,-,495,Strata,01 to 05,1272,Aug-21
130,ROOTS @ TRANSIT,TRANSIT ROAD,Apartment,26,OCR,99 yrs lease commencing from 2014,Resale,1,800800,-,667,Strata,01 to 05,1200,Aug-21
131,SELETAR PARK RESIDENCE,SELETAR ROAD,Condominium,28,OCR,99 yrs lease commencing from 2011,Resale,1,1488000,-,1991,Strata,01 to 05,747,Aug-21
132,SYMPHONY SUITES,YISHUN CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2014,Resale,1,1198000,-,1023,Strata,01 to 05,1172,Aug-21
133,SUN PLAZA,SEMBAWANG DRIVE,Apartment,27,OCR,99 yrs lease commencing from 1996,Resale,1,1038888,-,1485,Strata,06 to 10,699,Aug-21
134,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,1400000,-,1152,Strata,11 to 15,1216,Aug-21
135,SYMPHONY SUITES,YISHUN CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2014,Resale,1,752000,-,689,Strata,01 to 05,1092,Aug-21
136,EIGHT COURTYARDS,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,980000,-,958,Strata,06 to 10,1023,Aug-21
137,YISHUN SAPPHIRE,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,950000,-,1195,Strata,11 to 15,795,Aug-21
138,SELETAR PARK RESIDENCE,SELETAR ROAD,Condominium,28,OCR,99 yrs lease commencing from 2011,Resale,1,650000,-,527,Strata,01 to 05,1232,Aug-21
139,SELETARIS,SEMBAWANG ROAD,Condominium,27,OCR,Freehold,Resale,1,1501000,-,1615,Strata,01 to 05,930,Aug-21
140,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,630000,-,463,Strata,11 to 15,1361,Aug-21
141,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,833000,-,667,Strata,06 to 10,1248,Aug-21
142,THE NAUTICAL,JALAN SENDUDOK,Condominium,27,OCR,99 yrs lease commencing from 2011,Resale,1,928888,-,1001,Strata,01 to 05,928,Aug-21
143,FOREST HILLS CONDOMINIUM,TRANSIT ROAD,Condominium,26,OCR,99 yrs lease commencing from 2000,Resale,1,844888,-,1044,Strata,01 to 05,809,Aug-21
144,NINE RESIDENCES,YISHUN AVENUE 9,Apartment,27,OCR,99 yrs lease commencing from 2013,Resale,1,800000,-,700,Strata,11 to 15,1143,Aug-21
145,FOREST HILLS CONDOMINIUM,TRANSIT ROAD,Condominium,26,OCR,99 yrs lease commencing from 2000,Resale,1,1050000,-,1367,Strata,01 to 05,768,Aug-21
146,ORCHID PARK CONDOMINIUM,YISHUN STREET 81,Condominium,27,OCR,99 yrs lease commencing from 1991,Resale,1,966000,-,1195,Strata,01 to 05,809,Aug-21
147,EIGHT COURTYARDS,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,1110000,-,1087,Strata,06 to 10,1021,Aug-21
148,RIVERTREES RESIDENCES,FERNVALE CLOSE,Apartment,28,OCR,99 yrs lease commencing from 2013,Resale,1,1180000,-,947,Strata,06 to 10,1246,Aug-21
149,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,1080000,-,893,Strata,21 to 25,1209,Aug-21
150,SELETAR PARK RESIDENCE,SELETAR ROAD,Condominium,28,OCR,99 yrs lease commencing from 2011,Resale,1,1850000,-,2239,Strata,01 to 05,826,Aug-21
151,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,868000,-,678,Strata,16 to 20,1280,Aug-21
152,H2O RESIDENCES,FERNVALE LINK,Condominium,28,OCR,99 yrs lease commencing from 2010,Resale,1,1300000,-,1195,Strata,06 to 10,1088,Aug-21
153,YISHUN SAPPHIRE,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,975000,-,1206,Strata,06 to 10,809,Aug-21
154,SKIES MILTONIA,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2012,Resale,1,1178000,-,1173,Strata,01 to 05,1004,Aug-21
155,RIVERBANK @ FERNVALE,FERNVALE CLOSE,Condominium,28,OCR,99 yrs lease commencing from 2013,Resale,1,1180000,-,1012,Strata,01 to 05,1166,Aug-21
156,EIGHT COURTYARDS,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,845000,-,861,Strata,06 to 10,981,Aug-21
157,THE GREENWICH,SELETAR ROAD,Condominium,28,OCR,99 yrs lease commencing from 2009,Resale,1,1250000,-,1076,Strata,01 to 05,1161,Aug-21
158,RIVERBANK @ FERNVALE,FERNVALE CLOSE,Condominium,28,OCR,99 yrs lease commencing from 2013,Resale,1,830000,-,710,Strata,16 to 20,1168,Aug-21
159,SKIES MILTONIA,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2012,Resale,1,1130000,-,1033,Strata,06 to 10,1094,Aug-21
160,SELETAR PARK RESIDENCE,SELETAR ROAD,Condominium,28,OCR,99 yrs lease commencing from 2011,Resale,1,1165000,-,872,Strata,01 to 05,1336,Aug-21
161,THE MILTONIA RESIDENCES,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,570000,-,517,Strata,01 to 05,1103,Aug-21
162,SELETAR SPRINGS CONDOMINIUM,GERALD DRIVE,Condominium,28,OCR,99 yrs lease commencing from 1997,Resale,1,950000,-,1313,Strata,01 to 05,723,Aug-21
163,SUN PLAZA,SEMBAWANG DRIVE,Apartment,27,OCR,99 yrs lease commencing from 1996,Resale,1,1280000,-,1776,Strata,06 to 10,721,Aug-21
